,potential,Predicted fluorescence,Observed fluorescence
223,0.23146279,3.98992,4.263767838183772
224,0.49559787,4.3749433,4.50428272579768
225,0.13138577,3.7437208,4.162567877245838
226,0.8513623,4.5162153,4.517551659158127
227,0.6064559,4.449562,4.176287362404745
228,0.6793633,4.4808583,4.472892737922127
229,0.7082462,4.490166,4.45314411351932
230,-1.0644783,2.2925828,2.3935928258033803
231,0.61738455,4.455037,4.471538119512718
232,0.43491453,4.3162417,4.421843715400218
233,-0.61516744,2.3246741,2.4240029607167437
234,-0.19922082,2.8095338,3.892292112013124
235,0.0809242,3.6010964,2.945089291844116
236,0.26358032,4.0567737,4.356128777316836
237,0.7443392,4.499672,4.492213671840887
238,0.28255492,4.0934043,4.300423182001621
239,1.0204966,4.5162377,4.485053622999812
240,0.8776275,4.5180397,4.514457776701805
241,-0.6638813,2.3088663,2.279955355630447
242,0.563432,4.424966,4.381830716906519
243,0.5452149,4.412972,4.428134087868161
244,0.48274544,4.363701,4.323972601155389
245,-2.9978209,2.5209963,2.3723109125492394
246,0.43982023,4.32154,3.9773402594543312
247,-0.4049689,2.4694426,2.967931036911462
248,-0.5956334,2.332464,2.2862287931144865
249,-1.1307102,2.2998018,2.363225586800831
250,-0.376121,2.5028238,1.7738349199130838
251,-0.16065738,2.9016316,2.1740243344257864
252,-0.5123548,2.3769844,1.9659122207851778
253,-4.447632,2.5703022,3.052204679451652
254,-0.19764736,2.8131175,3.8477842757847442
255,-0.5685617,2.3448083,1.6590006917343656
256,-2.9601111,2.51868,2.2499100628294406
257,-0.25769034,2.6872568,1.8890508198643743
258,-0.5395945,2.36021,2.379438396319664
259,0.04861151,3.5054111,3.891125719450945
260,-2.4845679,2.4821184,2.0869730089156686
261,0.47120753,4.3530836,4.449235409221864
262,0.4243332,4.3044596,4.398437452415866
263,0.31010044,4.1428566,4.422943967148522
264,0.48308042,4.3640018,4.413209872491689
265,0.24680711,4.0226226,4.105969068711861
266,0.45872787,4.341018,4.416182570302061
267,-2.0266337,2.4313827,2.4131639696544256
268,0.51313674,4.38933,4.487775672842139
269,-1.3510373,2.330609,2.386127789042555
270,0.46283832,4.3450603,4.42482800414034
271,0.39185518,4.2651424,4.348767883973388
272,-0.27903843,2.6479142,2.3340212511754603
273,0.3455872,4.200274,4.28448391181243
274,-3.1522706,2.5297263,2.4882947378062106
275,-0.61041665,2.3264866,2.4600546155883904
276,-1.8543873,2.407959,2.5589125260603924
277,-1.4793226,2.3506856,2.969307137753257
278,-1.0738319,2.2935152,1.99059470325479
279,-0.8736545,2.2827728,1.8461104853385928
280,-1.6512829,2.377696,2.5463771024741577
281,-0.76391923,2.2894971,2.314693387005301
282,-0.715538,2.2969437,2.492581051122642
283,-1.019743,2.2885873,2.4588379810506384
284,-2.026503,2.4313657,2.343224172755131
285,-0.90011156,2.2828002,2.504823844156435
286,-1.2058357,2.309408,2.5371394379750045
287,-0.1907669,2.8289647,2.2690501384135686
288,-1.505432,2.3548157,2.935140090409665
289,-1.4350853,2.3437023,2.5670630048536944
290,0.5486139,4.4152856,4.458478990902775
291,0.36290863,4.2258368,4.1794570827624025
292,-0.14965834,2.9294755,4.012633837300558
293,-0.4906264,2.3921142,2.280706681414906
294,-1.4632624,2.348147,1.5364739824988052
295,-1.4967834,2.3534477,2.4182897951262468
296,-0.54204625,2.3588126,2.6721570209770347
297,0.2751669,4.079393,4.35586144892916
298,-0.51747555,2.3736508,2.772091209494622
299,-0.1976416,2.8131304,2.380509362727853
300,0.40232256,4.2783484,4.423834849278307
301,-1.0614505,2.2922876,2.3302723811769557
302,0.080819294,3.6007903,4.407006136830007
303,0.37451324,4.2420964,4.458129480598336
304,-0.98246825,2.2859304,2.521075264950773
305,0.20902161,3.9395897,4.423550895049611
306,-0.3122863,2.5921566,2.3743599376823017
307,-1.3432443,2.3294148,2.5204835735380957
308,-0.36332914,2.5189607,2.701787512200895
309,-0.9461617,2.284037,2.180829847713337
310,-1.7515844,2.3929503,2.1771280821970027
311,-0.57057405,2.3438253,2.4152400933360365
312,-2.0667663,2.4365046,2.9004303222591807
313,0.6552805,4.471827,4.498632970505631
314,0.6824331,4.481924,4.423845231246816
315,0.4776744,4.359097,4.450652401624819
316,-0.8442136,2.2834146,1.7661887452219607
317,0.30939862,4.1416507,4.374967827748909
318,0.06642865,3.5584931,3.6806557574602357
319,0.5177406,4.3929305,4.489237964288629
320,0.34299374,4.19631,4.490004095323211
321,0.5950115,4.4435043,4.447931559195864
322,-0.81622374,2.2847593,2.1280070784313576
323,-1.1903822,2.3073325,2.401035564275543
324,0.6569905,4.472509,4.417764318399496
325,0.47790757,4.3593106,4.451615447204819
326,0.22822429,3.9828396,3.864820745046237
327,0.43674803,4.3182335,4.276654394904294
328,0.35164988,4.2094,4.395061828262881
329,-1.6631058,2.37952,2.2289298908394497
330,0.35526916,4.214756,4.373227894986681
331,-0.11391471,3.0243685,3.688176177064949
332,-0.5541403,2.352178,2.4680999219978865
333,0.90963215,4.5192575,4.5256423596191535
334,0.4476321,4.3297668,4.247575464746825
335,0.5933052,4.442572,4.535897154545746
336,-0.48893425,2.3933613,2.051797263450881
337,0.59697205,4.4445662,4.519942500138235
338,0.5418972,4.4106793,4.500528660894296
339,0.53683376,4.4071145,4.485133127138229
340,-0.6814002,2.3043118,2.472801031385929
341,-0.89149743,2.2827325,2.5635469536036775
342,0.3487737,4.205095,4.433414557806517
343,0.50176084,4.3801217,4.427302647338574
344,-0.43756065,2.436415,2.129660914783584
345,0.61265415,4.452704,4.468472265023689
346,0.55390996,4.418821,4.467956448512178
347,0.4533899,4.3356686,4.42922137159985
348,0.4414939,4.323324,4.371920945910127
349,0.5807879,4.435495,4.480909284945876
350,0.4919519,4.3718157,4.495811465671046
351,0.006074328,3.3767736,3.6758116737232216
352,0.6178826,4.45528,4.45759338407327
353,-0.029765349,3.2682335,3.2704953567974875
354,0.31075308,4.1439757,4.2804214174581965
355,0.36990246,4.235718,4.394354112791305
356,0.3061262,4.13599,4.44479891182393
357,0.95910347,4.5191884,4.4921263729234076
358,0.3935742,4.2673473,4.263223759702218
359,0.09575768,3.6440232,3.675899136120366
360,0.36201632,4.2245584,4.385832496250505
361,0.054082636,3.5217836,4.043604544516699
362,0.45020595,4.3324213,4.434836745977744
363,0.28329864,4.0947976,4.30798146906023
364,-0.22947018,2.7436125,3.7417047644864665
365,0.2915869,4.1101017,4.405541403181851
366,0.38862008,4.260955,4.404743525831564
367,0.51080644,4.3874803,4.397909929206765
368,-0.880026,2.2827299,2.4296692258538672
369,0.4609168,4.343179,4.357902596317718
370,0.7072242,4.489864,4.560418106885676
371,0.11869417,3.7088134,4.347868185132955
372,-0.42861113,2.445014,2.8658898326582443
373,-1.8412356,2.4060788,3.039084500144352
374,0.30447754,4.1331153,4.300540982695353
375,-1.243537,2.3146486,2.12730136436732
376,-2.3341653,2.4672906,2.410911805962662
377,-1.9182111,2.4169037,2.4155153859996994
378,-0.12947248,2.982273,3.8745564740797875
379,-1.1080327,2.2971773,2.35632099131656
380,-1.7788677,2.3970013,2.484529719901615
381,-1.216587,2.310878,2.4298367269006227
382,0.24119823,4.0108304,4.298108364075182
383,-1.0823386,2.2943902,3.4692762906694785
384,-0.6689889,2.307481,3.1056317819175274
385,-4.20966,2.5658846,2.194950939416926
386,-0.067315295,3.1566594,2.3110349431052355
387,-1.843982,2.4064727,2.5251983286705033
388,0.45209882,4.334357,4.278106284474046
389,0.27860594,4.085955,4.343321803289837
390,-1.1968247,2.3081923,2.6263047464800757
391,0.52875555,4.401258,1.995193290349264
392,0.77143073,4.5053988,4.546194685208102
393,0.64842844,4.469033,2.2760303029913875
394,0.31134728,4.1449924,4.396866634282474
395,-0.05292831,3.1990118,2.4209766207302508
396,0.27920604,4.0870934,3.074373745558479
397,0.50731826,4.3846765,4.455354825724288
398,0.43476573,4.316079,4.403037508661043
399,-0.588137,2.3356957,2.5073730823135256
400,0.40465966,4.2812266,4.328865124713413
401,-1.1166213,2.298154,1.7586288550094697
402,0.23214106,3.9913952,4.025408414957612
403,-1.7214013,2.3884165,2.1130491027789904
404,0.28028354,4.0891314,4.347645291109287
405,0.6948793,4.4860563,4.4786822408183316
406,-0.801884,2.2857535,2.677691396137689
407,-2.4265628,2.476604,2.185483455705999
408,0.35516617,4.214605,4.365462784133405
409,0.574228,4.4316154,4.477110672802172
410,0.08303036,3.6072352,3.5983113222586907
411,-1.1878215,2.3069932,2.462900759135581
412,0.40441775,4.28093,4.401477089432281
413,-2.8152966,2.5090501,2.431435733468755
414,0.53707707,4.4072876,4.460191870996402
415,0.59778976,4.445006,4.439070765793467
416,0.27075928,4.070882,4.355042948452386
417,0.23012508,3.987003,4.305779347840894
418,0.5729362,4.4308367,4.409734111572664
419,-0.7015723,2.2997289,2.4863751038588373
420,-1.832197,2.40478,2.188971816615435
421,-1.0420673,2.2904804,2.3836613333635723
422,0.37082526,4.2370033,4.3994253474173615
423,0.48890516,4.3691645,4.410616592779396
424,0.3284621,4.17343,4.349405780370015
425,-0.62763363,2.3201573,2.0492934480570097
426,-0.27242658,2.659799,2.462164507554881
427,0.2722155,4.0737066,4.329431200760542
428,-2.7824717,2.5066965,2.4976132998150953
429,0.57109296,4.4297185,4.468004744599115
430,-0.6303587,2.319215,2.494409900831222
431,-3.2939034,2.5367525,2.5415480824511185
432,-0.37212342,2.5077763,2.2743513249057794
433,-2.3591793,2.469877,2.226720391427754
434,-0.33813342,2.553282,2.387120840314597
435,0.386257,4.257864,4.364243179872018
436,-1.2974817,2.3225043,2.4899833063818413
437,0.22536762,3.976543,4.355336746125418
438,0.58369404,4.4371758,4.405772629061921
439,-1.2004626,2.3086812,2.1309066260774276
440,-0.15118632,2.9255676,3.152822231842869
441,0.32124084,4.16163,4.33593301812218
442,0.45027533,4.332493,4.272554803591573
443,0.49912027,4.3779197,4.394632721673975
444,-4.009479,2.5613768,1.658695826930673
445,0.4079574,4.2852445,4.3550350899783465
446,0.31111187,4.14459,4.24902120691335
447,0.6162876,4.454501,4.310244691580349
448,-0.08100383,3.1169493,3.3684492747002515
449,0.43575552,4.3171573,4.325664223818126
450,-0.15963452,2.9041924,3.5165854048916336
451,-0.36013833,2.523119,2.196015860105657
452,0.29895654,4.1233754,4.328623809679235
453,0.43264392,4.3137546,4.381580054067342
454,-0.13353051,2.9714887,3.9324774434795566
455,-1.1311864,2.2998586,2.3688045899523575
456,0.58787555,4.4395537,4.460337245150191
457,0.5246891,4.39823,4.3530362957259685
458,0.22274663,3.9707232,4.336607830834212
459,-0.58287096,2.33805,2.799028186494305
460,-2.557529,2.488703,2.006216917758343
461,-0.61387765,2.3251612,2.7827317851176505
462,-1.2874844,2.3210213,2.1422978354915894
463,-1.9299308,2.418513,2.187031990523631
464,-0.24518733,2.711612,4.318781558965148
465,-1.4125452,2.340161,2.357407967618544
466,-1.7871311,2.3982186,2.1224108822355205
467,-0.4774371,2.4021122,2.2909577422224983
468,-1.5967338,2.3692057,2.408129742767692
469,0.49602702,4.375308,4.405185751778263
470,0.45398822,4.3362737,4.439468315266198
471,-0.9891658,2.2863576,2.06629943022433
472,-0.051131096,3.2043412,2.399933200499813
473,0.7052187,4.4892645,4.506166195051672
474,0.064460814,3.5526662,4.306475973844195
475,0.37157896,4.23805,4.3495911563365395
476,-1.7036011,2.3857188,2.303390379513957
477,-0.28599167,2.6357038,3.1069001238072156
478,0.38617852,4.257761,4.413623590246246
479,-0.9567201,2.2845106,2.2644280790415774
480,0.34117407,4.1935077,4.426837540155158
481,0.38559365,4.256992,4.338419656601868
482,0.7031138,4.488628,4.504470732579858
483,-0.50855017,2.3795173,2.538261720806091
484,-2.0025883,2.4282517,2.9191668245727076
485,0.3427312,4.195907,4.313168340598111
486,0.35158798,4.209308,3.2659277083334985
487,-0.9670483,2.2850363,2.5796594236457238
488,0.57808626,4.4339113,4.379155366762929
489,0.5564758,4.4205027,4.400146215825879
490,0.6120757,4.452415,4.438355203617346
491,-0.00788353,3.3343942,2.451442974110152
492,0.45891282,4.341202,4.243814266185134
493,-0.4688911,2.4089358,4.314958438913996
494,-0.8559122,2.2830696,2.057775822858388
495,0.6242611,4.4583325,4.449773684217373
496,0.5126935,4.3889794,4.164246319297273
497,0.75440997,4.5019355,4.4304161296130555
498,0.27565742,4.080333,4.26861571746874
499,0.4617541,4.344001,4.408272366254208
500,0.64037216,4.465614,4.471412626948403
501,0.6752219,4.4793906,4.386906783930007
502,-2.12988,2.4442945,2.282149933054032
503,0.6179552,4.455315,4.4843772959109005
504,0.40059683,4.276207,4.4283496857191995
505,0.37111115,4.2374005,4.372064850641283
506,-0.88509935,2.2827184,2.867653417601415
507,0.32534516,4.168372,4.052235181755378
508,0.5133742,4.389518,4.400683063058507
509,-0.7257084,2.2951035,2.330540072511607
510,0.34680712,4.202126,4.423627664283556
511,0.46074155,4.343007,4.419878725782371
512,0.36688638,4.2314878,4.32111101226858
513,-0.5188789,2.3727522,2.5575036586510196
514,0.43477938,4.3160944,4.404911760059526
515,-0.3582332,2.5256271,2.054382321107094
516,-0.46296176,2.4138346,2.514830780278712
517,0.5893054,4.4403563,4.484190518303194
518,-0.50291425,2.3833592,2.0372455698477254
519,0.43596432,4.3173842,4.116598347730657
520,0.2671192,4.063766,4.209231931595311
521,0.054140884,3.5219576,3.3970952433432395
522,0.76794076,4.5047245,4.375782237327713
523,0.31073013,4.1439366,4.290217382710859
524,0.05076595,3.5118651,3.7648026764293503
525,0.6480831,4.468889,4.451728376258834
526,0.0026149042,3.3662658,2.523143252383311
527,-3.0140674,2.5219712,2.3864869970912497
528,0.35579988,4.2155356,4.401190668807813
529,0.48916557,4.3693924,4.422768859355959
530,0.455763,4.338061,4.482885086522514
531,-1.5313723,2.3589175,2.1255220052216397
532,0.7865712,4.5081143,4.433472893715732
533,0.67092943,4.4778323,4.4945792494837615
534,-0.58804965,2.335734,2.432409702333899
535,0.3179207,4.156108,4.3065559127205715
536,-2.4369752,2.4776123,3.3025590541243792
537,0.42492414,4.3051305,4.357803736117931
538,-0.25494564,2.69252,2.3640506034530144
539,0.14299087,3.7749918,4.315676457614745
540,-1.3448775,2.3296647,2.4155389605042896
541,-0.86705375,2.2828524,2.606685688466017
542,0.64742494,4.4686146,4.4836610955258855
543,0.3690496,4.234526,4.3893684187302195
544,0.39440587,4.2684083,4.4205152074106815
545,-0.30011854,2.6117961,2.3050189145571753
546,-0.7698145,2.2888033,2.461897941897146
547,-0.94889414,2.2841532,2.051972020237164
548,-2.3294895,2.4668016,2.171838423508964
549,-1.0115522,2.2879472,2.3202738193756383
550,-1.2728627,2.3188736,3.20056543752237
551,0.04398415,3.4915202,1.9696537124671472
552,0.3602667,4.2220387,4.4175395042718195
553,-0.40071303,2.4741137,2.3230977292302266
554,-1.0421606,2.2904885,2.4718315706111813
555,-3.0648313,2.5249295,2.514266257690289
556,0.6688571,4.4770665,4.493105343757181
557,0.6428528,4.4666824,4.485070808377248
558,0.34511477,4.199555,4.345365593598517
559,0.57482177,4.4319715,4.405940259930853
560,-0.45593387,2.4198196,4.207140629712753
561,0.44961706,4.3318167,4.40830587391055
562,0.5345892,4.405508,4.477253270849216
563,0.920867,4.5194407,4.438782403503579
564,0.7425633,4.499256,4.484359188492368
565,-0.7918159,2.2865841,2.475195427102684
566,0.4414271,4.323253,4.398959641247787
567,0.4234051,4.303403,4.418715543402168
568,0.4078602,4.2851267,4.418978690211908
569,0.3609353,4.2230034,4.403672971192016
570,-0.89493346,2.2827528,2.2605177468131687
571,0.57559824,4.4324355,4.136032217859669
572,0.4893771,4.3695774,4.455450921849575
573,0.5813308,4.4358106,4.436282971840138
574,0.45137146,4.333615,4.462319465170415
575,0.3044868,4.1331315,4.240006910230043
576,-0.4349297,2.4389071,2.6701019759281093
577,0.31983796,4.159304,2.524358343093213
578,0.61739546,4.4550424,4.416213570692947
579,-0.76155233,2.289788,2.399588930908265
580,-0.9759238,2.2855353,2.5009771468214175
581,0.5693438,4.428648,4.500527860668725
582,-0.63632953,2.317205,2.2794813013827504
583,-0.7714056,2.2886236,3.2843902509634306
584,-0.19805227,2.8121936,3.929167637152053
585,-1.0461113,2.2908454,2.4326631419150466
586,0.5571053,4.4209127,4.429200673841387
587,0.33769557,4.188101,4.37272948824868
588,0.58013535,4.4351144,4.447747626001323
589,0.5845463,4.4376645,4.415791518730557
590,0.29489806,4.116104,4.36556572820823
591,-0.6976069,2.3005762,2.3263985755730863
592,-0.595711,2.332431,2.683776774841652
593,-0.7244572,2.2953217,2.500133375063447
594,0.37077323,4.236931,4.381748436282824
595,-0.87770396,2.2827418,2.861944284752543
596,0.55290806,4.4181585,4.418156243592988
597,0.22107716,3.966995,4.111733804618655
598,0.43019536,4.3110476,4.41422328219927
599,0.51723874,4.392542,4.452795061975602
600,-0.7674276,2.2890792,2.7135863439245784
601,0.32770583,4.172208,4.416825561612483
602,0.44845483,4.3306184,4.397754712702718
603,0.6484624,4.4690466,4.4318527283815845
604,-0.90484726,2.2828608,2.5372076693412016
605,0.4524186,4.334682,4.506088450754754
606,-0.32917145,2.5663307,2.4044106844876927
607,-0.36756256,2.5135267,2.38540432712583
608,0.6207552,4.4566665,4.486903024547135
609,0.2858738,4.099595,4.383182248264123
610,-0.59652966,2.3320866,2.239871558013659
611,0.4936743,4.3732986,4.431775625108433
612,-0.11880915,3.0110002,4.30927627324461
613,-2.006413,2.428753,2.3398458874660055
614,-0.43380156,2.4399848,2.2165491913365223
615,0.118578,3.7084906,4.45113685323698
616,-0.19768511,2.8130314,2.3071118913417004
617,0.24737982,4.023816,4.389446841297347
618,-0.017832022,3.3042517,2.1978156210773503
619,-0.9686483,2.2851229,2.4219539028155315
620,-1.0358492,2.289932,2.3477040873960777
621,0.28988013,4.1069827,4.3425385594034696
