,Predicted fluorescence,Observed fluorescence
0,4.0534916,4.203794736080403
1,4.1410155,4.0425014771769145
2,4.1923165,4.140608562489192
3,4.135821,4.142994619541249
4,4.2342825,4.224615319009131
5,4.086333,4.051472098328447
6,3.8613436,4.09485930320693
7,2.6381013,2.285459792458761
8,3.8727555,3.9185027523963587
9,4.257825,4.206409349904075
10,4.2465334,4.18515976065758
11,4.2628913,4.222199115018355
12,4.226864,4.219170277573525
13,4.223233,4.259835903824731
14,4.2042766,4.216745042537972
15,4.1890016,4.137355510110392
16,4.2043486,4.247206665042297
17,4.226679,4.302020422628613
18,4.187303,4.148250010267203
19,4.2827,4.266698473599086
20,4.238241,4.171016412058396
21,4.1891885,4.1140550055487575
22,4.1941614,4.286676214535351
23,4.073519,4.169838159858947
24,4.202935,4.316463223171607
25,4.1999607,4.251438183925307
26,4.1200194,4.371048123543369
27,4.228174,4.385921732033742
28,4.1762304,4.1477759987492515
29,4.138558,4.126879041803332
30,4.1763573,4.260221745828863
31,4.110312,4.117794017491495
32,4.143918,4.1407065405459385
33,2.5481107,2.338810310438302
34,4.12868,4.042813075257645
35,4.1434245,4.125546349464699
36,4.1011605,4.117976487407705
37,4.152958,4.122593200895575
38,4.110688,4.2066943160744295
39,4.11486,4.073047866569012
40,4.0936866,4.086702357991168
41,4.194692,4.186333779871952
42,4.18409,4.144604411787141
43,4.207606,4.2058565660344875
44,4.178527,4.133384568671396
45,4.1338925,4.062495299769379
46,4.213163,4.174607250258611
47,4.194487,4.104430076888042
48,3.9995954,4.079983806633598
49,4.138287,4.147476270614598
50,4.1648626,4.18336858881658
51,4.2231593,4.200316624804765
52,4.205315,4.241310316560302
53,4.200752,4.201220764352968
54,4.1350465,4.163780666250499
55,4.219834,4.2087208371747815
56,4.169476,4.192207861146854
57,4.0767913,4.199468609297881
58,4.179765,4.183881858010376
59,4.1794076,4.14932506231811
60,4.1721416,4.04153532319948
61,4.2060213,4.2066717874065445
62,4.245669,4.311977188067251
63,4.2022123,4.223586839055829
64,4.2169657,4.221622600115977
65,4.0111847,4.079982512575609
66,3.5825536,3.9882998117845987
67,4.192289,4.13057597305057
68,4.1776695,4.261045527242895
69,4.088453,4.15951131384911
70,4.2457857,4.270911197226027
71,4.1696444,4.265690806122161
72,4.228723,4.252406072617172
73,4.218272,4.221752151661834
74,3.411346,3.5163998641576546
75,2.6428483,2.6433762270465064
76,4.185098,4.186781823148234
77,4.2082667,4.250823041717472
78,4.187117,4.29915357529445
79,4.220321,4.3818028103380655
80,4.1406713,4.219907096752879
81,4.0605874,4.201375529187469
82,4.092519,4.199160715712087
83,4.1384,4.1632381402768495
84,3.9793031,4.2177935741684776
85,4.227315,4.167659092081346
86,4.1450143,4.212310164232813
87,4.2211494,4.303513020408873
88,4.2116456,4.207244456903373
89,4.2132726,4.160564023112606
90,4.125399,4.097901146319429
91,4.0229087,4.227944489014452
92,4.1919107,4.159484234564115
93,4.1525984,4.102211878251336
94,4.098529,4.1850093893408635
95,3.3989556,3.773106525426374
96,3.496232,3.6420793131229896
97,3.9227843,4.099842385728693
98,2.6940916,2.4277963904610433
99,4.226264,4.307794154395737
100,3.958651,4.064056285232432
101,4.0945725,4.105818533482179
102,4.2000823,4.24446168299953
103,3.9745173,4.096169629029052
104,4.1118956,4.018325357882006
105,4.216538,4.207974783413518
106,2.6165292,2.66244738212163
107,3.995559,4.098134180396114
108,4.1293163,4.181102148961269
109,4.2334223,4.16793759549984
110,4.1789865,4.208973502711265
111,4.1293464,4.191553645477577
112,3.5928624,3.8197811399882857
113,3.574656,3.5060747554615985
114,3.2657773,2.6646647563733934
115,4.1738734,4.16450463380659
116,4.165475,4.14691182555569
117,4.1963224,4.123183940082078
118,4.2159038,4.180916164894908
119,4.2404547,4.276385340744455
120,2.5958338,2.452682449107896
121,4.246303,4.208456470947556
122,4.1901493,4.179563540224911
123,4.2232776,4.173672695154609
124,4.1876144,4.153992133548272
125,4.18781,4.136364373003204
126,2.6089673,2.611504737550596
127,4.23455,4.112510112995292
128,4.1862764,4.169774927819314
129,4.069594,4.1979346669827065
130,4.168671,4.1690283242791075
131,4.066438,4.151343984223844
132,4.1562676,4.20959355672701
133,4.1297913,4.122276002990789
134,4.130248,4.157331556154672
135,4.13504,4.123301068807958
136,3.2862706,3.419108755958986
137,2.5539887,2.7086031437163713
138,4.1752224,4.179288648904443
139,4.056988,4.266600234205238
140,3.5889928,3.5896511308980785
141,3.1396685,3.402117897134928
142,4.185014,4.23439486821722
143,4.159655,4.167760025135613
144,4.065618,4.1096170057143295
145,4.189573,4.18580843598854
146,2.8138993,2.5044812441509596
147,4.1878586,4.130077755832639
148,4.1626983,4.178201942605124
149,4.203162,4.177635076279065
150,2.5764382,2.4283329245589584
151,2.593547,2.8412913060227702
152,3.98295,3.8861567979086136
153,4.193877,4.108026933839252
154,2.6501944,2.616158716150258
155,4.1809855,4.134565682374291
156,4.229485,4.184444734610841
157,3.4301043,3.323487210664592
158,4.259374,4.202235287582523
159,4.1526184,4.172742244166369
160,4.208001,4.174184748090452
161,4.2219577,4.19576224551065
162,3.8605292,4.036814230095859
163,3.7860281,3.5988923502483203
164,4.2480845,4.3026321240178325
165,4.2518377,4.255853841577851
166,4.2020106,4.200106640491957
167,4.241725,4.205196221056159
168,4.2329764,4.241350026054845
169,3.3444064,3.5068371211167007
170,4.227676,4.239060479719391
171,4.175292,4.088959628650693
172,4.1688204,4.200156551985026
173,4.1420712,4.161348974629521
174,4.18394,4.178135681580381
175,4.1651053,4.26061188083485
