,Predicted fluorescence,Observed fluorescence
0,4.014894,3.9536881098982435
1,3.944004,4.002989676441136
2,3.964037,3.9992973274808
3,3.1575918,3.4876919392302255
4,3.963519,3.9880694061031585
5,3.953806,4.057136818132046
6,3.8383317,3.896430289186007
7,3.9367647,3.9743647699900833
8,3.9348269,4.016791503979832
9,3.9632287,4.0122999234322
10,3.9395957,3.9947850375573952
11,3.450807,3.3858353239086774
12,3.3392358,3.327851975583949
13,3.2361207,3.3080328460070585
14,3.6842132,3.6293126487727925
15,3.7477808,3.41073108434206
16,3.737638,3.7025722972445587
17,4.0286593,3.9491857074936947
18,3.93393,3.922463987445009
19,3.2196755,3.1814939523026546
20,3.755165,3.8490949712106537
21,3.8611588,3.86971600741847
22,3.870789,3.9162708956013765
23,3.6303587,3.6990607743324277
24,3.6449885,3.634085996648853
25,3.8188305,3.8389246703702162
26,3.9459019,3.929358830602681
27,3.9605732,3.91932060894916
28,3.4980474,3.0295647371386565
29,3.833799,3.7836969106367215
30,3.913412,3.8830799266359395
31,3.883336,3.896567769783624
32,3.9361382,3.9913250483126976
33,2.5767722,2.2986425126351895
34,3.6202068,3.4826445028964437
35,3.97088,4.122525636666766
36,3.9467468,4.029174834642597
37,2.4129138,2.492615342777461
38,3.781579,3.8847990558271865
39,3.8042579,3.945417278580687
40,3.6216683,3.659349202315664
41,3.6920285,3.822165119392808
42,3.7893662,3.7798794698254548
43,3.8939347,3.975779110064708
44,3.7995725,3.879624855677032
45,3.839445,3.8513211064079176
46,3.7559218,3.7190950127210036
47,3.578157,3.6255582453828303
48,3.663589,3.6759040691781504
49,3.5270796,3.5762812217884656
50,3.7001362,3.6395946558915986
51,3.406837,3.3468953338554357
52,3.173685,3.093369810432115
53,2.411155,2.6045197093118513
54,3.683442,3.695754682836468
55,3.480546,3.4681052129385246
56,3.5013843,3.5115186384787886
57,3.5748334,3.625550797653081
58,2.514432,2.801355033647971
59,3.456634,3.371130158893477
60,2.7523222,2.4539252728961243
61,3.675447,3.8221427255084937
62,3.5355697,3.8090759639663507
63,3.5308022,3.7678846641979895
64,3.8989425,3.8754784210800244
65,3.948741,3.8854229687714716
66,3.9864054,4.036961245761673
67,3.6417847,3.5172700963907615
68,3.998941,3.9991350737113143
69,3.9596848,3.9610530455984994
70,2.4133258,2.506239900448153
71,3.9581652,3.917761677987739
72,3.986661,4.000004974874395
73,3.22857,3.1967617499590006
74,3.969729,3.9649553687581505
75,3.9236264,3.9301491967222892
76,3.8057656,3.835071329820786
77,3.791616,3.929858559742933
78,3.7967405,3.836492636484077
79,3.874277,3.771578989329233
80,3.628304,3.6641789938662486
81,3.8336296,3.826561474172076
82,3.531745,3.4825483044327754
83,3.9621258,4.162791510666401
84,3.972633,4.17432169956496
85,3.9735055,4.173624138347858
86,3.9214025,3.9458899837723336
87,3.924232,3.946103437022124
88,3.9376607,3.8976594351037237
89,3.9853725,3.4399931751218187
90,3.523127,3.4892681969055164
91,3.9328356,3.9448895629923535
92,3.947319,3.9194281545073935
93,3.980764,3.9890500019782715
94,3.9476628,3.9509259023539767
