,Predicted fluorescence,Observed fluorescence
0,4.338105,4.424867689698855
1,3.7277021,2.0546422024007542
2,3.5951653,2.6618050456044786
3,2.3850055,2.659071718941939
4,2.424189,2.2962652731921316
5,2.5122333,2.8495725505285083
6,4.3823175,4.514246912687772
7,4.405135,4.553044576777597
8,4.523692,4.526368675479561
9,4.4195576,4.516690566194658
10,4.0989614,4.246267560887434
11,4.5388136,4.51871097990926
12,4.5171356,4.532239993903621
13,4.476694,4.4918622342276375
14,4.335534,4.410922854895851
15,2.2395554,2.1989908554153814
16,4.3630104,4.356078409320351
17,4.4672904,4.500909768366997
18,4.4748573,4.539666241560438
19,4.3546176,4.3694339504761555
20,2.372922,2.438747360615239
21,2.5137782,2.308621062013113
22,2.6049037,2.2069535982267876
23,3.342801,4.185573603347733
24,3.1072936,2.4212979435737023
25,4.4055223,4.452007207552269
26,4.238482,4.254154208095883
27,2.423746,2.4413991841603098
28,4.1571903,4.35565376718572
29,4.2698593,4.416909700868005
30,4.442336,4.344179486960379
31,2.3354495,2.449197382596294
32,4.365834,4.539456531168155
33,2.4764297,1.8298273695427731
34,4.004393,4.248840548617029
35,3.8394358,4.2575249255684
36,4.23604,4.419568782773496
37,4.4882917,4.495460765237405
38,4.3572536,4.381322864794848
39,4.455433,4.498432203981794
40,3.9784727,3.933224281976795
41,4.52359,4.483768446469119
42,4.3579683,3.5776972295109757
43,4.1972938,4.3428674735743344
44,4.294038,4.376716549313464
45,4.3735185,4.4889395190168395
46,4.511315,4.436233120075554
47,4.487648,4.5028480355914775
48,2.4159603,2.5185422764051086
49,4.3627114,4.4067749815928385
50,3.9650078,3.96074893245613
51,4.547848,4.449368695307478
52,4.488282,4.5190942846323185
53,2.4096122,2.8151950015883394
54,2.6251788,2.1162650258662885
55,4.4061766,4.462693364298348
56,4.444603,4.505029120080808
57,4.2250266,4.074065291304543
58,2.5657172,1.1985162197867258
59,4.3727694,4.3946645610080415
60,4.3824916,4.429625211561168
61,4.4026766,4.420200787012144
62,4.1821346,4.364009847242999
63,3.7464094,3.540570626397658
64,2.0985928,2.4688204834621166
65,4.376869,4.473007832940404
66,2.5476987,2.295656228015403
67,2.761055,2.0032768496087843
68,2.4284563,2.3417276742790003
69,4.225365,4.332588609310645
70,3.7866569,3.8453939614169603
71,4.547227,4.525137275330186
72,4.4306364,4.509815442821807
73,2.4114645,2.5141756358112883
74,4.3688297,4.310416251438344
75,2.5067408,2.672024971095043
76,4.339877,4.335136249608585
77,4.446303,4.455649633959724
78,4.4442844,4.48787514713288
79,4.332825,4.297836411826232
80,4.386491,4.4083182467975615
81,4.229459,4.511899571218363
82,4.413294,4.278409915034181
83,2.3761604,2.2249355773298682
84,2.406289,2.210867494321413
85,4.3340244,4.4995631180202365
86,3.0696588,2.259750736482695
87,2.5895958,3.881059388335713
88,4.050219,4.417384513762864
89,2.525806,2.8643350147340705
90,2.4839954,2.418099248229065
91,2.2140632,2.1390804723042733
92,4.1079397,1.6006782650757492
93,4.470971,4.467645733101493
94,4.4512157,4.499936950362137
95,3.755982,2.361564681836153
96,2.367731,2.5754711893262736
97,2.2963076,2.3168938475401926
98,2.3741465,2.529710142839435
99,4.312284,4.389145634227038
100,2.4909415,2.072512781669437
101,2.5062952,2.2903977096909554
102,4.0047283,4.069431883172756
103,2.9658456,3.378996372562634
104,2.38975,2.4759240165372227
105,3.753812,3.4588151333498707
106,2.394061,2.5512746256762098
107,3.9142241,4.003621258609629
108,2.387401,2.5299695807539404
109,2.3633797,2.6124702544557046
110,2.4048889,2.2012938391422394
111,2.3061795,2.500917181372987
112,2.5751724,2.501409010617446
113,2.4479818,2.37663922513765
114,4.4417286,4.490389733926788
115,4.341934,4.460953121396358
116,4.412,4.235693639310404
117,4.296447,4.281397927409918
118,4.391644,4.5243494993983635
119,4.390935,4.386184235669759
120,2.4835155,3.2500755837366557
121,2.324194,2.984793925989134
122,3.6000917,2.664736005260522
123,2.5826697,2.4709407399073022
124,4.4569225,4.43480522042744
125,2.5798085,2.346676247328096
126,4.11567,4.3138235890501075
127,4.3481565,4.41725122620351
128,4.318528,4.371032990290651
129,4.375991,4.422578005854223
130,4.16183,4.391154342685308
131,3.1511059,2.363284170394127
132,4.126057,4.349746149324386
133,4.414462,4.315993342953951
134,4.313817,4.464158107427087
135,4.3721733,4.454964066354621
136,2.2120163,2.9806461513528646
137,2.2522268,2.20751617631338
138,4.3133087,4.363293634529549
139,4.3134394,4.33251267228642
140,4.2170076,4.447255673649209
141,2.6634247,2.277676244703554
142,4.365367,4.479890920024361
143,4.4490886,4.484042084743906
144,2.219892,2.260010592561187
145,4.1451063,4.334105442594357
146,4.196326,4.351127896138275
147,2.4916673,3.1428802109641327
148,4.4652157,4.482798953381835
149,4.538449,4.500697389660969
150,2.6029058,2.6094074787013604
151,2.4227967,2.1227544559183196
152,4.3474283,4.383342530630485
153,2.487955,2.557609779709397
154,2.548763,2.3638223162319707
155,2.548388,2.391505760563753
156,4.41865,4.501477464010638
157,2.11398,2.640494767258772
158,2.04116,4.174754944835114
159,2.3367772,2.1874994534084196
160,4.367345,4.472885576839978
161,4.1694317,4.326847194629875
162,4.2216535,4.348016404142508
163,4.4374237,4.4344758174307355
164,4.413846,4.433341785324722
165,4.222909,4.251385683619404
166,3.2217612,2.3307861913303376
167,4.505164,4.466235415374639
168,4.075039,4.376558811958913
169,4.455011,4.550117455442564
170,2.8371801,1.3965645478331783
171,2.3630328,1.9851315041108724
172,4.4284277,4.431692547864868
173,4.380941,4.424687713941921
174,4.40934,4.419313627827491
175,4.413026,4.453618167861977
176,2.3036158,2.6915070714572775
177,2.375929,2.513699906343194
178,4.399889,4.502889354769127
179,2.3984394,2.530186206332619
180,4.155818,4.378043867155689
181,4.2863436,4.447786062632397
182,2.6221902,4.283885870018025
183,4.144672,4.341945539161795
184,4.405713,4.494513262686587
185,4.3385305,4.416608121273375
186,4.347613,4.491902473123185
187,4.3118544,4.406232953266389
188,4.2260733,4.443112011157506
189,2.2451088,2.4114779408773175
190,3.7196405,2.954290627501174
191,4.4374723,4.4657681895714365
192,2.389744,2.8875434410441723
193,3.9297824,4.234556639830871
194,2.0774221,2.4665617266689717
195,4.3894253,4.472363005838416
196,4.4406843,4.419956539589334
197,4.0184855,4.0767605463898455
198,4.4163227,4.432400650294035
199,4.484664,4.503857915073091
200,4.413972,4.4157846361835205
201,4.4684515,4.443182267566604
202,4.404373,4.360097027186046
203,4.383969,4.430158342410948
204,4.364644,4.247432481258205
205,3.8316536,3.89649980206326
206,4.0212784,4.090529608031768
207,2.385037,2.082268035967254
208,2.2568488,2.405243800628434
209,2.4073267,2.1521610185967086
210,2.2459478,2.326548418951883
211,3.1668925,1.8488979333575672
212,2.3582587,2.532799267345723
213,3.9173336,4.056464282706761
214,2.1487637,1.9393571433604435
215,4.3656836,4.421316301761157
216,4.529821,4.501603507203051
217,2.319368,2.3615718271918986
218,4.3127894,4.332480139188841
219,4.2891483,4.222409947901633
220,4.3196754,4.358443740233995
221,4.2798014,4.407565305284817
222,4.2439556,4.3732086360764555
223,2.1542926,2.2594910987525454
224,2.3425817,2.0453538237575812
225,2.3478792,2.229843638163992
226,2.758724,3.4314974733768215
227,4.3596954,4.408299836327614
228,4.3319826,4.424010978335067
229,4.334673,4.422746876244284
230,4.0869827,4.204317400053417
231,2.4109473,2.46780752318181
232,4.246126,4.394479256251603
233,2.3546915,2.4226430401497603
234,4.1691833,4.2408929879522566
235,3.575121,3.2830952398564883
236,2.4475098,2.8307659993258785
237,2.515273,2.364618346539268
238,3.4438725,3.7521541987035207
239,2.1947882,2.462130032269528
240,2.383405,2.1245967634016667
241,2.3196115,2.0672018351979755
242,2.473941,2.620588938872806
243,2.2481685,1.8118786999023835
244,2.1707048,2.475023416236233
245,2.331513,2.2603122771517365
246,2.3304696,3.139144805572242
247,4.063476,4.398737795393448
248,3.9156573,4.228623245448498
249,3.7112195,3.3317085920061826
250,4.4661274,4.465658240572105
251,2.5948892,2.23643226849722
252,3.842452,4.263930447777567
253,2.323892,2.2272739488991795
254,2.873519,2.139071245009861
255,2.3353949,2.5410664088109605
256,2.3909268,2.417776842514014
257,4.1098003,4.396275635818026
258,4.177355,4.3766585733443755
259,3.9124188,4.211328111324844
260,2.731235,2.4152478678629508
261,2.2948027,2.206140367634888
262,4.4112473,4.419780934983561
263,4.1337624,4.345931860981323
264,4.3159842,4.446128085813007
265,4.309366,4.276453380945281
266,3.5136151,4.151707970840454
267,2.3110914,2.2743347789562223
268,2.3513012,2.278555068240438
269,2.2790933,2.4221501444847564
270,2.6135917,2.5521989789560964
271,2.4221206,2.0934504207439373
272,2.3071585,2.5479439779921917
273,2.3512568,2.351023828203111
274,4.2153897,4.310408036434887
275,2.4304361,2.1477159441452502
276,4.4913425,4.530793429272026
277,2.2995806,2.060066526960861
278,2.4432716,1.9948519682089279
279,4.309174,4.2516920513824505
280,4.4413853,4.484843938382856
281,4.3669424,4.429350865325358
282,4.4358606,4.476440018521966
283,4.4676614,4.459440264890547
284,2.5840178,2.2623974331451846
285,2.4373531,2.8008314590268406
286,4.21663,4.390704452691287
287,2.8352685,2.9418494181256234
288,2.268756,2.1796184489925325
289,3.3304434,3.942128439706811
290,3.7302203,4.190127780744387
291,3.940004,4.081395340393552
292,3.7814705,4.417350772906118
293,4.4782743,4.5110785334415615
294,4.467449,4.428059343741715
295,2.5455315,2.54595110178563
296,4.2718143,4.394682415424826
297,3.7819548,4.1018260824909225
298,4.4827952,4.4259364163789785
299,4.402747,4.437297956825755
300,4.170125,4.1682024674796345
301,4.473086,4.492660599645572
302,4.3659477,4.320522052190657
303,4.5225573,4.456615843897269
304,4.4236574,4.492545542044806
305,4.312173,4.3435505108964225
306,4.2653494,4.397026461553807
307,4.3457155,4.484391418634056
308,3.357748,3.4676603055042268
309,4.2970924,4.453003892746693
310,2.5170398,3.2085842745004194
311,4.1328793,4.193266611913192
312,3.9150696,3.9176377995826557
313,4.3746142,4.289418211330767
314,3.4764328,4.279009922134218
315,2.5962257,4.560790246296226
316,2.391526,2.3564009288567473
317,2.4965096,2.7278160108087217
318,4.023077,4.121649256267322
319,2.3969548,2.512428447431345
320,2.6705103,2.452601348907416
321,3.169662,4.1226634701831
322,2.261294,2.2662047037223223
323,4.4847064,4.485398178521921
324,4.2704487,4.420787012074877
325,4.341178,4.426020109537141
326,2.4033437,2.5634453698385204
327,2.2751164,2.249643750789591
328,4.258728,4.343651791426655
329,4.424615,4.4622144506824295
330,3.718638,2.3709634367540664
331,4.3077106,4.446857687437655
332,4.3568954,4.284778714338746
333,4.3447776,4.285272428172853
334,4.445078,4.346587487364953
335,4.197387,4.2170393519692935
336,4.354062,4.475301546531071
337,4.437051,4.3871983296428985
338,4.2751493,4.368083132279459
339,2.4515367,2.42309366617072
340,4.3670597,4.477980964738416
341,4.483676,4.4906638895184
342,2.4343288,1.8283075325681106
343,2.3027017,2.5411615709008757
344,4.3818073,4.312851785322762
345,4.356059,4.485804656205379
346,4.4174824,4.453125280975869
347,2.3223834,2.48357672516361
348,4.217142,4.301490524323263
349,2.3862882,3.012072167283323
350,4.31769,4.4588308982472
351,2.4342756,2.536220089384626
352,4.355543,4.334293304296867
353,2.3271337,2.2248201940777768
354,4.2558737,4.315563115152736
355,4.2509365,4.42330681358817
356,4.373019,4.435108834592457
357,4.4983015,4.4025478373411255
358,4.487607,4.433146482972161
359,4.3370566,4.172420690133222
360,4.280739,4.421440535043809
361,2.457922,2.5607315261054837
362,2.2505414,2.799612654420601
363,4.4214344,4.448664913429267
364,4.055822,3.8906175817345434
365,4.169585,4.148828434751589
366,4.3348722,4.369013728564687
367,4.43172,4.430843090108751
368,4.4068027,4.428955063696657
369,2.4825435,2.284000697788981
370,2.5739594,2.0667413423742538
371,2.3807654,2.3760403995792077
372,2.321862,2.5542885279246876
373,2.5619216,2.40674697882675
374,2.2925496,2.1550598650271726
375,4.3076305,4.4299969070643614
376,2.6552444,2.825624486881472
377,4.394035,4.4462650131615655
378,4.4302287,4.458428792031258
379,4.4191065,4.442306238061029
380,4.3703365,4.438374915615624
381,2.4068708,1.8700715444104308
382,2.4592016,1.8496105316241798
383,2.3480072,2.473116473503824
384,3.1993425,2.9576231182087622
385,2.4250047,2.3305665906076887
386,4.0353374,3.29598544664854
387,4.043202,4.070979091696158
388,4.468384,4.5196522420252165
389,4.28004,4.4164697593392646
390,4.2309093,4.312113177389205
391,4.408845,4.405728674919357
392,2.343645,2.548448015337823
393,4.158108,4.27708456617759
394,4.3903627,4.407372526730775
395,2.063122,3.0325721465753945
396,2.3730657,2.504397908080135
397,4.351663,4.394545089983573
398,2.396944,3.1546123509571733
399,4.451521,4.43111787163859
400,4.3608785,4.390165506253847
401,4.41469,4.437999299813515
402,4.425281,4.429676945492394
403,4.5182667,4.465630634796976
404,4.4614053,4.45485919045411
405,3.0108657,2.4315252528713964
406,4.3460665,4.420551827093442
407,4.3664165,3.4704594193967977
408,2.1442304,2.362534975856268
409,4.4683647,4.4291761514535795
410,2.4144256,1.9600190700779898
411,2.3842044,2.0186462677727715
412,4.4767776,4.484466709460785
413,2.0490685,2.4973866749324474
414,4.255246,4.480518338939955
