retention_volume_mL,refractive_index_mV,ultraviolet_mV,right_angle_light_scatter_mV,gene,replicate
14.09799957,4.826926708,2.092217207,82.91279602,pplu,1
14.1026659,4.805095196,2.226662874,82.91279602,pplu,1
14.10733318,4.784662724,2.149445057,82.91230011,pplu,1
14.11199951,4.768530369,2.153243065,82.91130066,pplu,1
14.11666584,4.756498814,2.155896664,82.90879822,pplu,1
14.12133312,4.744266033,2.091332912,82.90609741,pplu,1
14.12599945,4.73493433,2.192006588,82.90349579,pplu,1
14.13066578,4.719602585,2.186048985,82.90089417,pplu,1
14.13533306,4.705770493,2.30243659,82.89789581,pplu,1
14.13999939,4.692538261,2.18943119,82.89369965,pplu,1
14.14466572,4.683106422,2.237356663,82.88880157,pplu,1
14.149333,4.673374176,2.19268322,82.88309479,pplu,1
14.15399933,4.662241936,2.196689844,82.87799835,pplu,1
14.15866661,4.651409149,2.212560654,82.87369537,pplu,1
14.16333294,4.646577835,2.1766572,82.8707962,pplu,1
14.16799927,4.637044907,2.306236267,82.86819458,pplu,1
14.17266655,4.630013466,2.161646128,82.86539459,pplu,1
14.17733288,4.624980927,2.248987675,82.86249542,pplu,1
14.18199921,4.615948677,2.241884232,82.85979462,pplu,1
14.18666649,4.606216431,2.264365911,82.85759735,pplu,1
14.19133282,4.595184803,2.246749878,82.85579681,pplu,1
14.19599915,4.585652828,2.192891359,82.85379791,pplu,1
14.20066643,4.576320171,2.240140676,82.85219574,pplu,1
14.20533276,4.565588474,2.254998207,82.8503952,pplu,1
14.20999908,4.552256107,2.216645479,82.84870148,pplu,1
14.21466637,4.546524525,2.276205778,82.84649658,pplu,1
14.2193327,4.531992435,2.224971533,82.84429932,pplu,1
14.22399902,4.520459652,2.294785738,82.84209442,pplu,1
14.22866631,4.502828121,2.307615519,82.83969879,pplu,1
14.23333263,4.487395763,2.313210726,82.83709717,pplu,1
14.23799992,4.471763134,2.264053583,82.83399963,pplu,1
14.24266624,4.459431171,2.217452049,82.83100128,pplu,1
14.24733257,4.44729948,2.303451538,82.82789612,pplu,1
14.25199986,4.438667297,2.135839701,82.82509613,pplu,1
14.25666618,4.424835205,2.165002108,82.82209778,pplu,1
14.26133251,4.409903526,2.268529177,82.81919861,pplu,1
14.26599979,4.398170471,2.194972754,82.81639862,pplu,1
14.27066612,4.379239082,2.249924183,82.81369781,pplu,1
14.27533245,4.364206314,2.323178053,82.81099701,pplu,1
14.27999973,4.345474243,2.279718637,82.80809784,pplu,1
14.28466606,4.327941895,2.198615074,82.80569458,pplu,1
14.28933239,4.307909966,2.249403954,82.80339813,pplu,1
14.29399967,4.286377907,2.187141657,82.80149841,pplu,1
14.298666,4.265846252,2.152228832,82.80120087,pplu,1
14.30333328,4.244914055,2.113364697,82.80130005,pplu,1
14.30799961,4.223881721,2.145464897,82.80110168,pplu,1
14.31266594,4.20664978,2.212222338,82.79930115,pplu,1
14.31733322,4.192018032,2.106861591,82.79759979,pplu,1
14.32199955,4.174885273,2.130246878,82.79599762,pplu,1
14.32666588,4.159452915,2.228952408,82.79439545,pplu,1
14.33133316,4.138720989,2.052838564,82.79249573,pplu,1
14.33599949,4.119988918,2.164299488,82.79019928,pplu,1
14.34066582,4.100656986,2.146427631,82.78749847,pplu,1
14.3453331,4.083525181,2.095910788,82.78299713,pplu,1
14.34999943,4.07029295,2.062461615,82.77880096,pplu,1
14.35466576,4.05656004,2.149939299,82.77549744,pplu,1
14.35933304,4.039328098,2.014997482,82.77339935,pplu,1
14.36399937,4.022696018,2.00347662,82.77140045,pplu,1
14.3686657,4.00476408,2.046882391,82.76940155,pplu,1
14.37333298,3.983731985,2.00805378,82.76809692,pplu,1
14.37799931,3.964099646,2.110165119,82.7661972,pplu,1
14.38266659,3.947267294,2.026648521,82.76399994,pplu,1
14.38733292,3.931435347,2.142967701,82.7614975,pplu,1
14.39199924,3.910803795,2.035048723,82.75930023,pplu,1
14.39666653,3.893971443,1.965978146,82.75719452,pplu,1
14.40133286,3.874739647,1.863146901,82.7552948,pplu,1
14.40599918,3.857207298,2.116329908,82.75339508,pplu,1
14.41066647,3.835974693,1.876561642,82.75069427,pplu,1
14.41533279,3.820642471,1.906512499,82.74839783,pplu,1
14.41999912,3.804210663,1.857453585,82.74679565,pplu,1
14.4246664,3.786379099,1.884075284,82.7457962,pplu,1
14.42933273,3.767446756,1.835850596,82.74449921,pplu,1
14.43399906,3.749414682,1.845599174,82.74289703,pplu,1
14.43866634,3.734182596,1.968266726,82.74140167,pplu,1
14.44333267,3.717950106,1.911790609,82.7390976,pplu,1
14.44799995,3.704418421,1.870244265,82.73629761,pplu,1
14.45266628,3.691385746,1.925570726,82.7335968,pplu,1
14.45733261,3.681454182,1.935685277,82.73120117,pplu,1
14.46199989,3.666721821,1.847678781,82.72799683,pplu,1
14.46666622,3.652490139,1.787709475,82.72419739,pplu,1
14.47133255,3.640257359,1.846560955,82.72149658,pplu,1
14.47599983,3.623225689,1.90999651,82.72019958,pplu,1
14.48066616,3.608493328,1.880227447,82.72000122,pplu,1
14.48533249,3.597161055,1.754569888,82.71949768,pplu,1
14.48999977,3.581329107,1.789788842,82.71889496,pplu,1
14.4946661,3.566797018,1.7878654,82.71769714,pplu,1
14.49933243,3.5568645,1.692352414,82.71569824,pplu,1
14.50399971,3.540733099,1.758234739,82.71379852,pplu,1
14.50866604,3.527000189,1.808789968,82.71170044,pplu,1
14.51333237,3.511569023,1.703189254,82.70909882,pplu,1
14.51799965,3.49603653,1.751269102,82.70539856,pplu,1
14.52266598,3.48700428,1.75249064,82.70119476,pplu,1
14.52733326,3.480872154,1.678293824,82.6969986,pplu,1
14.53199959,3.465539932,1.745369315,82.69429779,pplu,1
14.53666592,3.456507683,1.687492967,82.69239807,pplu,1
14.5413332,3.445175171,1.681230307,82.69110107,pplu,1
14.54599953,3.430743456,1.793791771,82.68939972,pplu,1
14.55066586,3.427811861,1.771282315,82.68730164,pplu,1
14.55533314,3.416379213,1.767617583,82.68509674,pplu,1
14.55999947,3.409047365,1.743394017,82.68299866,pplu,1
14.56466579,3.399814844,1.783680558,82.68090057,pplu,1
14.56933308,3.385483027,1.719561696,82.6785965,pplu,1
14.5739994,3.365750551,1.704748511,82.67599487,pplu,1
14.57866573,3.354319096,1.758234739,82.67240143,pplu,1
14.58333302,3.342786312,1.678293824,82.66899872,pplu,1
14.58799934,3.336154461,1.661870718,82.66590118,pplu,1
14.59266567,3.327022076,1.796235085,82.66389465,pplu,1
14.59733295,3.312190533,1.706437707,82.66199493,pplu,1
14.60199928,3.301558018,1.679800868,82.6601944,pplu,1
14.60666656,3.293025732,1.672031164,82.65840149,pplu,1
14.61133289,3.286494017,1.718184471,82.65660095,pplu,1
14.61599922,3.273462057,1.711219549,82.65519714,pplu,1
14.6206665,3.263029814,1.622686863,82.65409851,pplu,1
14.62533283,3.254397154,1.626870155,82.65299988,pplu,1
14.62999916,3.240464926,1.675799131,82.65179443,pplu,1
14.63466644,3.22333312,1.72616291,82.65019989,pplu,1
14.63933277,3.20840168,1.757351041,82.64839935,pplu,1
14.6439991,3.198569298,1.646721721,82.64659882,pplu,1
14.64866638,3.188937187,1.62980628,82.64519501,pplu,1
14.65333271,3.173404694,1.640927196,82.64389801,pplu,1
14.65799904,3.160772324,1.601927042,82.64239502,pplu,1
14.66266632,3.154640198,1.697939873,82.6404953,pplu,1
14.66733265,3.144308329,1.573763847,82.63829803,pplu,1
14.67199993,3.129476786,1.652672052,82.63610077,pplu,1
14.67666626,3.120643854,1.545680404,82.63420105,pplu,1
14.68133259,3.112112284,1.642772079,82.63249969,pplu,1
14.68599987,3.105079889,1.706645608,82.63089752,pplu,1
14.6906662,3.095947504,1.575452566,82.62969971,pplu,1
14.69533253,3.084415674,1.531262755,82.62819672,pplu,1
14.69999981,3.076783657,1.603901625,82.62670135,pplu,1
14.70466614,3.059551716,1.607902765,82.62490082,pplu,1
14.70933247,3.047619343,1.630221963,82.62319946,pplu,1
14.71399975,3.031087399,1.576153994,82.62129974,pplu,1
14.71866608,3.023355007,1.562644601,82.61930084,pplu,1
14.72333241,3.013823032,1.550902128,82.61750031,pplu,1
14.72799969,3.004790783,1.491389275,82.61569977,pplu,1
14.73266602,2.99305892,1.591924191,82.61360168,pplu,1
14.73733234,2.980227232,1.507390141,82.61090088,pplu,1
14.74199963,2.970594168,1.685388088,82.60820007,pplu,1
14.74666595,2.961162329,1.482505918,82.60569763,pplu,1
14.75133324,2.958630323,1.629312515,82.60399628,pplu,1
14.75599957,2.947897673,1.554980755,82.6026001,pplu,1
14.76066589,2.94126606,1.499363661,82.60129547,pplu,1
14.76533318,2.927333832,1.484064341,82.60029602,pplu,1
14.7699995,2.913902283,1.587299585,82.59919739,pplu,1
14.77466583,2.902170181,1.560098648,82.59819794,pplu,1
14.77933311,2.893837929,1.533392906,82.5970993,pplu,1
14.78399944,2.884905815,1.526171207,82.59600067,pplu,1
14.78866577,2.878872871,1.523079991,82.59500122,pplu,1
14.79333305,2.87134099,1.493830919,82.59379578,pplu,1
14.79799938,2.858309031,1.631884933,82.59220123,pplu,1
14.80266571,2.851177454,1.62128377,82.59030151,pplu,1
14.80733299,2.844444513,1.510533214,82.58829498,pplu,1
14.81199932,2.833913088,1.585766792,82.58609772,pplu,1
14.8166666,2.828180552,1.542589068,82.58359528,pplu,1
14.82133293,2.820848942,1.457700968,82.58100128,pplu,1
14.82599926,2.807616711,1.398382664,82.57859802,pplu,1
14.83066654,2.798883915,1.506455064,82.57640076,pplu,1
14.83533287,2.78785181,1.45881784,82.5739975,pplu,1
14.8399992,2.776819706,1.600238204,82.57170105,pplu,1
14.84466648,2.769387722,1.449935198,82.56959534,pplu,1
14.84933281,2.757055759,1.54897964,82.56769562,pplu,1
14.85399914,2.74822402,1.566619515,82.56620026,pplu,1
14.85866642,2.738591909,1.560306549,82.56479645,pplu,1
14.86333275,2.727059126,1.564021468,82.56330109,pplu,1
14.86799908,2.719727278,1.558228135,82.5617981,pplu,1
14.87266636,2.715494871,1.585195184,82.56009674,pplu,1
14.87733269,2.710662603,1.585065246,82.55849457,pplu,1
14.88199902,2.701631308,1.58088243,82.55699921,pplu,1
14.8866663,2.68929863,1.468168259,82.5555954,pplu,1
14.89133263,2.684466362,1.553552032,82.55410004,pplu,1
14.89599991,2.682734489,1.505805612,82.55239868,pplu,1
14.90066624,2.675802231,1.44728601,82.55039978,pplu,1
14.90533257,2.669569969,1.497986913,82.54869843,pplu,1
14.90999985,2.661937714,1.501597524,82.54740143,pplu,1
14.91466618,2.657406092,1.525963426,82.54619598,pplu,1
14.9193325,2.648074389,1.44728601,82.54499817,pplu,1
14.92399979,2.643741846,1.582623124,82.54349518,pplu,1
14.92866611,2.637509584,1.454454422,82.54199982,pplu,1
14.93333244,2.635277987,1.583844185,82.54049683,pplu,1
14.93799973,2.628245592,1.500922203,82.53889465,pplu,1
14.94266605,2.620813608,1.439831972,82.53799438,pplu,1
14.94733238,2.618181705,1.49484396,82.5378952,pplu,1
14.95199966,2.612149715,1.443649888,82.53779602,pplu,1
14.95666599,2.602716923,1.469804525,82.53679657,pplu,1
14.96133327,2.591285229,1.57864809,82.53530121,pplu,1
14.9659996,2.588552952,1.490480185,82.5338974,pplu,1
14.97066593,2.577620983,1.416172147,82.53250122,pplu,1
14.97533321,2.570789099,1.509676099,82.53129578,pplu,1
14.97999954,2.566656828,1.545368671,82.53109741,pplu,1
14.98466587,2.559224844,1.355898857,82.5318985,pplu,1
14.98933315,2.553592443,1.378178954,82.53209686,pplu,1
14.99399948,2.540360212,1.465129375,82.5306015,pplu,1
14.99866581,2.534727812,1.410224915,82.52829742,pplu,1
15.00333309,2.526595831,1.471518874,82.52619934,pplu,1
15.00799942,2.514264107,1.390020609,82.52459717,pplu,1
15.01266575,2.504032135,1.505805612,82.52289581,pplu,1
15.01733303,2.501399994,1.480713725,82.52130127,pplu,1
15.02199936,2.496367455,1.343045354,82.51929474,pplu,1
15.02666569,2.489735603,1.43424809,82.51599884,pplu,1
15.03133297,2.485102654,1.420119643,82.51210022,pplu,1
15.0359993,2.47617054,1.479051352,82.50849915,pplu,1
15.04066658,2.474039316,1.404277921,82.50619507,pplu,1
15.04533291,2.468706369,1.462324142,82.50460052,pplu,1
15.04999924,2.470175028,1.314249873,82.50319672,pplu,1
15.05466652,2.469142199,1.372959375,82.50180054,pplu,1
15.05933285,2.463810205,1.337254882,82.50039673,pplu,1
15.06399918,2.45617795,1.42749548,82.49890137,pplu,1
15.06866646,2.451946735,1.524456739,82.49759674,pplu,1
15.07333279,2.448013783,1.418457627,82.49629974,pplu,1
15.07799911,2.445782185,1.361637473,82.49539948,pplu,1
15.0826664,2.443749905,1.3482126,82.49469757,pplu,1
15.08733273,2.440917492,1.435676455,82.49430084,pplu,1
15.09199905,2.436385632,1.376958489,82.49389648,pplu,1
15.09666634,2.426553249,1.29308939,82.49369812,pplu,1
15.10133266,2.417021513,1.448662519,82.49330139,pplu,1
15.10599899,2.411389112,1.353250146,82.49299622,pplu,1
15.11066628,2.40815711,1.322844148,82.4930954,pplu,1
15.1153326,2.406824827,1.428196669,82.49269867,pplu,1
15.11999989,2.402992964,1.319832325,82.49169922,pplu,1
15.12466621,2.397360563,1.41373086,82.49039459,pplu,1
15.12933254,2.396128654,1.408848524,82.48960114,pplu,1
15.13399982,2.394597054,1.375244617,82.4890976,pplu,1
15.13866615,2.392264366,1.411082029,82.48799896,pplu,1
15.14333248,2.390731812,1.408848524,82.48609924,pplu,1
15.14799976,2.392299652,1.366493464,82.48369598,pplu,1
15.15266609,2.390968323,1.367869616,82.480896,pplu,1
15.15733242,2.387536049,1.382256031,82.47789764,pplu,1
15.1619997,2.384904146,1.414380193,82.47499847,pplu,1
15.16666603,2.384171724,1.408485055,82.4726944,pplu,1
15.17133236,2.380039454,1.27546072,82.47039795,pplu,1
15.17599964,2.37620759,1.322844148,82.46759796,pplu,1
15.18066597,2.373775721,1.197711229,82.46440125,pplu,1
15.18533325,2.369842768,1.351873994,82.4618988,pplu,1
15.18999958,2.366311312,1.339903474,82.45999908,pplu,1
15.19466591,2.363978863,1.420691013,82.45839691,pplu,1
15.19933319,2.358446598,1.371063709,82.45690155,pplu,1
15.20399952,2.355814457,1.368986368,82.45589447,pplu,1
15.20866585,2.353982449,1.349796534,82.45539856,pplu,1
15.21333313,2.352750301,1.325414777,82.45459747,pplu,1
15.21799946,2.356317997,1.398382664,82.45359802,pplu,1
15.22266579,2.356786489,1.316534758,82.45199585,pplu,1
15.22733307,2.356354475,1.247656226,82.45050049,pplu,1
15.2319994,2.362521887,1.300748587,82.44939423,pplu,1
15.23666573,2.361389875,1.329283476,82.44860077,pplu,1
15.24133301,2.35735774,1.351873994,82.44799805,pplu,1
15.24599934,2.354125738,1.296750188,82.44719696,pplu,1
15.25066566,2.347993612,1.379451394,82.44609833,pplu,1
15.25533295,2.343461037,1.337670326,82.44459534,pplu,1
15.25999928,2.334329605,1.357300997,82.44309998,pplu,1
15.26466656,2.329697609,1.394876838,82.44159698,pplu,1
15.26933289,2.32716465,1.355898857,82.44039917,pplu,1
15.27399921,2.324132919,1.479051352,82.43909454,pplu,1
15.2786665,2.315900803,1.400330424,82.43779755,pplu,1
15.28333282,2.31686902,1.258066535,82.43619537,pplu,1
15.28799915,2.318436861,1.343253016,82.43439484,pplu,1
15.29266644,2.31470418,1.427988887,82.43249512,pplu,1
15.29733276,2.314771891,1.235117555,82.43080139,pplu,1
15.30199909,2.312440157,1.392955184,82.4292984,pplu,1
15.30666637,2.317207575,1.333593726,82.42829895,pplu,1
15.3113327,2.318676233,1.293245077,82.42779541,pplu,1
15.31599903,2.318044186,1.377477765,82.42739868,pplu,1
15.32066631,2.320312023,1.365792274,82.42689514,pplu,1
15.32533264,2.323279858,1.316898227,82.42599487,pplu,1
15.32999992,2.324347019,1.319338918,82.42479706,pplu,1
15.33466625,2.324715137,1.289895892,82.42350006,pplu,1
15.33933258,2.326082706,1.284547567,82.42229462,pplu,1
15.34399986,2.323351383,1.222371459,82.4210968,pplu,1
15.34866619,2.322719336,1.366493464,82.41999817,pplu,1
15.35333252,2.323687315,1.405706167,82.41859436,pplu,1
15.3579998,2.32005477,1.411289811,82.41690063,pplu,1
15.36266613,2.319622755,1.505312204,82.41529846,pplu,1
15.36733246,2.314590216,1.346862435,82.41419983,pplu,1
15.37199974,2.310958624,1.443649888,82.41359711,pplu,1
15.37666607,2.306526184,1.308018446,82.4128952,pplu,1
15.3813324,2.300694466,1.414380193,82.41209412,pplu,1
15.38599968,2.298762321,1.41544497,82.41109467,pplu,1
15.39066601,2.299030304,1.376646757,82.40979767,pplu,1
15.39533234,2.293097496,1.415652752,82.40840149,pplu,1
15.39999962,2.291265488,1.420119643,82.4068985,pplu,1
15.40466595,2.289633751,1.326790929,82.40549469,pplu,1
15.40933323,2.289901972,1.322117209,82.40429688,pplu,1
15.41399956,2.290269136,1.355535269,82.40299988,pplu,1
15.41866589,2.288936853,1.314976811,82.40169525,pplu,1
15.42333317,2.287405252,1.283483148,82.40039825,pplu,1
15.4279995,2.290272951,1.265361547,82.39920044,pplu,1
15.43266582,2.288840532,1.338163733,82.397995,pplu,1
15.43733311,2.288908482,1.411497474,82.39659882,pplu,1
15.44199944,2.29177618,1.415652752,82.395401,pplu,1
15.44666576,2.287844181,1.333100319,82.39429474,pplu,1
15.45133305,2.289512157,1.337826133,82.39329529,pplu,1
15.45599937,2.288179874,1.275979996,82.39209747,pplu,1
15.4606657,2.289947987,1.346135259,82.39059448,pplu,1
15.46533298,2.292115688,1.300047517,82.3891983,pplu,1
15.46999931,2.291084051,1.326297522,82.38800049,pplu,1
15.47466564,2.290851355,1.297762752,82.38710022,pplu,1
15.47933292,2.295120001,1.241010427,82.38629913,pplu,1
15.48399925,2.289787054,1.261752963,82.38559723,pplu,1
15.48866653,2.288055182,1.357300997,82.38479614,pplu,1
15.49333286,2.28942275,1.298463821,82.38379669,pplu,1
15.49799919,2.288190842,1.309134841,82.38309479,pplu,1
15.50266647,2.28815937,1.364831448,82.38269806,pplu,1
15.5073328,2.287426949,1.316326976,82.38240051,pplu,1
15.51199913,2.290595055,1.406069756,82.38199615,pplu,1
15.51666641,2.291062355,1.268710613,82.38109589,pplu,1
15.52133274,2.290630341,1.341279626,82.37989807,pplu,1
15.52599907,2.290198326,1.325414777,82.37839508,pplu,1
15.53066635,2.294766665,1.347407699,82.37709808,pplu,1
15.53533268,2.293334246,1.273747206,82.37590027,pplu,1
15.53999901,2.290601969,1.331360817,82.37469482,pplu,1
15.54466629,2.2942698,1.275668383,82.37310028,pplu,1
15.54933262,2.293137789,1.358521461,82.37099457,pplu,1
15.5539999,2.298605204,1.326635003,82.36869812,pplu,1
15.55866623,2.299173594,1.339176416,82.36650085,pplu,1
15.56333256,2.301341534,1.361819267,82.3647995,pplu,1
15.56799984,2.302409649,1.270138502,82.36329651,pplu,1
15.57266617,2.303677082,1.259130836,82.36159515,pplu,1
15.5773325,2.301845074,1.146500111,82.35990143,pplu,1
15.58199978,2.304313183,1.350653529,82.35820007,pplu,1
15.58666611,2.30658102,1.372491956,82.3565979,pplu,1
15.59133244,2.300848722,1.1367414,82.35549927,pplu,1
15.59599972,2.302216291,1.281042576,82.35479736,pplu,1
15.60066605,2.298784971,1.26227212,82.35469818,pplu,1
15.60533237,2.297552824,1.249940753,82.35440063,pplu,1
15.60999966,2.297919989,1.332217574,82.35379791,pplu,1
15.61466599,2.294788122,1.285430312,82.35299683,pplu,1
15.61933231,2.289355993,1.275253057,82.35219574,pplu,1
15.6239996,2.285324097,1.15973711,82.35129547,pplu,1
15.62866592,2.284691811,1.222371459,82.35019684,pplu,1
15.63333321,2.277759552,1.238102913,82.34929657,pplu,1
15.63799953,2.277927399,1.368986368,82.3483963,pplu,1
15.64266586,2.276995659,1.271514416,82.34729767,pplu,1
15.64733315,2.273463249,1.315522075,82.34690094,pplu,1
15.65199947,2.266631365,1.370518327,82.34690094,pplu,1
15.6566658,2.261698961,1.313990235,82.3470993,pplu,1
15.66133308,2.258966684,1.336943388,82.34649658,pplu,1
15.66599941,2.25703454,1.302436233,82.34609985,pplu,1
15.67066574,2.252602816,1.188107014,82.34549713,pplu,1
15.67533302,2.244570971,1.2371943,82.34429932,pplu,1
15.67999935,2.244738817,1.246747613,82.34249878,pplu,1
15.68466568,2.240206242,1.358132005,82.34089661,pplu,1
15.68933296,2.23507452,1.246436,82.33940125,pplu,1
15.69399929,2.230741978,1.250641704,82.33729553,pplu,1
15.69866657,2.227909565,1.249213815,82.33529663,pplu,1
15.7033329,2.224777699,1.261752963,82.33369446,pplu,1
15.70799923,2.223645687,1.255522251,82.33309937,pplu,1
15.71266651,2.218613148,1.307706833,82.33209991,pplu,1
15.71733284,2.214481115,1.242256522,82.33139801,pplu,1
15.72199917,2.210649252,1.216323137,82.33089447,pplu,1
15.72666645,2.203217268,1.217491269,82.33039856,pplu,1
15.73133278,2.196585417,1.215622187,82.32920074,pplu,1
15.73599911,2.191153288,1.189378858,82.32769775,pplu,1
15.74066639,2.188220739,1.160801291,82.3259964,pplu,1
15.74533272,2.185488701,1.231950521,82.32439423,pplu,1
15.74999905,2.183556557,1.26344049,82.32289886,pplu,1
15.75466633,2.176124573,1.301449656,82.32229614,pplu,1
15.75933266,2.17479229,1.282107115,82.3219986,pplu,1
15.76399899,2.167560577,1.399213791,82.32149506,pplu,1
15.76866627,2.164628029,1.150549054,82.32039642,pplu,1
15.7733326,2.164396286,1.156077385,82.31949615,pplu,1
15.77799988,2.163764238,1.265932679,82.31900024,pplu,1
15.78266621,2.158332109,1.270787597,82.3184967,pplu,1
15.78733253,2.154199839,1.202020049,82.31809998,pplu,1
15.79199982,2.151467562,1.335021973,82.31739807,pplu,1
15.79666615,2.146435022,1.391786456,82.31629944,pplu,1
15.80133247,2.146703005,1.335722923,82.31420135,pplu,1
15.80599976,2.14137125,1.220294714,82.31219482,pplu,1
15.81066608,2.138039112,1.178373337,82.31069946,pplu,1
15.81533241,2.127907276,1.169885755,82.30989838,pplu,1
15.81999969,2.115375042,1.233689666,82.30889893,pplu,1
15.82466602,2.103942394,1.271670341,82.3075943,pplu,1
15.82933235,2.098810673,1.189846158,82.30609894,pplu,1
15.83399963,2.089378834,1.299632072,82.30509949,pplu,1
15.83866596,2.081346273,1.225019336,82.30439758,pplu,1
15.84333324,2.074614286,1.255522251,82.30390167,pplu,1
15.84799957,2.069382429,1.249940753,82.30319977,pplu,1
15.8526659,2.061650038,1.314249873,82.30269623,pplu,1
15.85733318,2.054417372,1.218062401,82.3022995,pplu,1
15.86199951,2.047185659,1.245371699,82.30179596,pplu,1
15.86666584,2.043953657,1.209522009,82.30110168,pplu,1
15.87133312,2.038521767,1.203292012,82.30020142,pplu,1
15.87599945,2.031589508,1.139933705,82.29940033,pplu,1
15.88066578,2.025056839,1.251108885,82.29799652,pplu,1
15.88533306,2.021824837,1.137156606,82.29650116,pplu,1
15.88999939,2.019792557,1.192623496,82.2947998,pplu,1
15.89466572,2.014560699,1.108945847,82.293396,pplu,1
15.899333,2.014329195,1.143541336,82.29190063,pplu,1
15.90399933,2.018097162,1.206069589,82.29059601,pplu,1
15.90866566,2.01736474,1.16526556,82.28949738,pplu,1
15.91333294,2.009332895,1.210534334,82.28889465,pplu,1
15.91799927,2.004100084,1.2279526,82.28820038,pplu,1
15.92266655,1.998268485,1.235454917,82.28739929,pplu,1
15.92733288,2.00013566,1.198204398,82.28689575,pplu,1
15.93199921,1.997904181,1.255626082,82.28659821,pplu,1
15.93666649,1.991971493,1.236830831,82.28639984,pplu,1
15.94133282,1.987840176,1.273591399,82.28579712,pplu,1
15.94599915,1.988607883,1.255314589,82.28489685,pplu,1
15.95066643,1.982975483,1.182682157,82.28369904,pplu,1
15.95533276,1.981343865,1.197711229,82.28239441,pplu,1
15.95999908,1.982511163,1.204797626,82.28129578,pplu,1
15.96466637,1.980679154,1.161813498,82.28029633,pplu,1
15.9693327,1.979547262,1.278264642,82.27929688,pplu,1
15.97399902,1.971915007,1.252718449,82.2779007,pplu,1
15.97866631,1.965782881,1.173130155,82.27629852,pplu,1
15.98333263,1.965650439,1.222916603,82.27489471,pplu,1
15.98799896,1.964918971,1.25718379,82.2736969,pplu,1
15.99266624,1.962486148,1.149692535,82.27289581,pplu,1
15.99733257,1.964354396,1.152781129,82.27220154,pplu,1
16.0019989,1.969721794,1.12441361,82.27149963,pplu,1
16.00666618,1.976590157,1.158517241,82.27079773,pplu,1
16.01133347,1.988158226,1.137857437,82.27029419,pplu,1
16.01599884,1.999225736,1.246929288,82.26979828,pplu,1
16.02066612,2.016493797,1.181306481,82.26940155,pplu,1
16.0253334,2.041261911,1.247993708,82.26889801,pplu,1
16.02999878,2.080629587,1.140452862,82.26869965,pplu,1
16.03466606,2.133297205,1.262479901,82.26850128,pplu,1
16.03933334,2.207865,1.2538867,82.26779938,pplu,1
16.04399872,2.301432848,1.193142772,82.26670074,pplu,1
16.048666,2.415701151,1.290596962,82.26519775,pplu,1
16.05333328,2.568568707,1.220684171,82.26380157,pplu,1
16.05799866,2.762337208,1.215414524,82.26279449,pplu,1
16.06266594,3.008804798,1.1004076,82.26210022,pplu,1
16.06733322,3.313872814,1.127553821,82.26200104,pplu,1
16.0719986,3.693940639,1.116082668,82.26179504,pplu,1
16.07666588,4.151208401,1.133497238,82.26119995,pplu,1
16.08133316,4.704676151,1.205161095,82.26059723,pplu,1
16.08599854,5.354444027,1.163033366,82.26039886,pplu,1
16.09066582,6.126311779,1.128825545,82.26029968,pplu,1
16.0953331,7.02617979,1.219775677,82.25999451,pplu,1
16.09999847,8.055447578,1.208457708,82.25939941,pplu,1
16.10466576,9.224215508,1.183954,82.2582016,pplu,1
16.10933304,10.53688335,1.18060565,82.25650024,pplu,1
16.11400032,11.99775124,1.220139027,82.25439453,pplu,1
16.1186657,13.60621929,1.262921214,82.25299835,pplu,1
16.12333298,15.36168671,1.3063308,82.25170135,pplu,1
16.12800026,17.25775528,1.285014868,82.25029755,pplu,1
16.13266563,19.29972267,1.279978156,82.24859619,pplu,1
16.13733292,21.46978951,1.320403457,82.24700165,pplu,1
16.1420002,23.7617588,1.31954658,82.24539948,pplu,1
16.14666557,26.1664257,1.259286642,82.24389648,pplu,1
16.15133286,28.66749382,1.391422987,82.24240112,pplu,1
16.15600014,31.25176239,1.336034536,82.24099731,pplu,1
16.16066551,33.90962982,1.43196249,82.23970032,pplu,1
16.16533279,36.62379837,1.405706167,82.23809814,pplu,1
16.17000008,39.37486267,1.392955184,82.23659515,pplu,1
16.17466545,42.16023254,1.471674681,82.23490143,pplu,1
16.17933273,44.95809937,1.556357741,82.2335968,pplu,1
16.18400002,47.75456619,1.534042358,82.23429871,pplu,1
16.18866539,50.53643799,1.523729444,82.2358017,pplu,1
16.19333267,53.28340149,1.471518874,82.23719788,pplu,1
16.19799995,55.99217224,1.517650843,82.23680115,pplu,1
16.20266533,58.65023804,1.595509529,82.23619843,pplu,1
16.20733261,61.24440765,1.46120739,82.23539734,pplu,1
16.21199989,63.76817322,1.506221294,82.23419952,pplu,1
16.21666527,66.21974182,1.562436819,82.23269653,pplu,1
16.22133255,68.58711243,1.566255689,82.23099518,pplu,1
16.22599983,70.85947418,1.541861653,82.22909546,pplu,1
16.23066521,73.04484558,1.665326834,82.2256012,pplu,1
16.23533249,75.13230896,1.654049277,82.2220993,pplu,1
16.23999977,77.12128448,1.604707122,82.21889496,pplu,1
16.24466515,79.00954437,1.574932933,82.21779633,pplu,1
16.24933243,80.79491425,1.700200677,82.21699524,pplu,1
16.25399971,82.47028351,1.497623444,82.21630096,pplu,1
16.25866699,84.03765869,1.62182951,82.21549988,pplu,1
16.26333237,85.50052643,1.675097466,82.21530151,pplu,1
