retention_volume_mL,refractive_index_mV,ultraviolet_mV,right_angle_light_scatter_mV,gene,replicate
0.900666654,-0.096136749,0.055684287,81.60379791,pplu,1
0.905333281,-0.094769143,-0.013046333,81.60369873,pplu,1
0.909999967,-0.09220086,-0.039086055,81.60379791,pplu,1
0.914666653,-0.086932726,-0.004400592,81.60369873,pplu,1
0.919333279,-0.087965518,-0.065279506,81.60379791,pplu,1
0.923999965,-0.090697758,0.003235758,81.60369873,pplu,1
0.928666651,-0.091229878,0.003598165,81.60359955,pplu,1
0.933333278,-0.089761183,0.030106425,81.60350037,pplu,1
0.937999964,-0.090994246,0.034973353,81.60340118,pplu,1
0.94266665,-0.092325538,-0.02241667,81.60350037,pplu,1
0.947333276,-0.084058098,-0.050940599,81.60350037,pplu,1
0.951999962,-0.081790224,-0.046902843,81.60350037,pplu,1
0.956666648,-0.084021784,-0.103169218,81.60340118,pplu,1
0.961333275,-0.084354587,0.041419525,81.60350037,pplu,1
0.965999961,-0.08998695,0.041419525,81.60350037,pplu,1
0.970666647,-0.087118261,0.072901003,81.60359955,pplu,1
0.975333273,-0.086751059,0.065703556,81.60369873,pplu,1
0.979999959,-0.084082641,0.055787846,81.60399628,pplu,1
0.984666646,-0.087615013,0.032384552,81.60430145,pplu,1
0.989333272,-0.092746697,0.049056683,81.60440063,pplu,1
0.993999958,-0.097679071,0.038882468,81.60440063,pplu,1
0.998666644,-0.099311724,0.042480953,81.60430145,pplu,1
1.00333333,-0.099843837,0.014030422,81.60419464,pplu,1
1.008000016,-0.099875271,-0.07221584,81.60419464,pplu,1
1.012666583,-0.097207807,0.071062796,81.60419464,pplu,1
1.017333269,-0.09813951,0.059490029,81.60419464,pplu,1
1.021999955,-0.101571754,0.058428559,81.60419464,pplu,1
1.026666641,-0.104504265,0.003960571,81.60419464,pplu,1
1.031333327,-0.101636529,-0.000414175,81.60440063,pplu,1
1.036000013,-0.098468386,0.084836602,81.604599,pplu,1
1.04066658,-0.09960036,0.104281202,81.60479736,pplu,1
1.045333266,-0.096632488,0.077198818,81.60520172,pplu,1
1.049999952,-0.094665021,0.003960571,81.60540009,pplu,1
1.054666638,-0.098796308,0.119376607,81.60559845,pplu,1
1.059333324,-0.100729369,0.017318059,81.60549927,pplu,1
1.06400001,-0.100760803,0.037769269,81.6053009,pplu,1
1.068666577,-0.100293465,0.001371958,81.60499573,pplu,1
1.073333263,-0.102825433,0.02824251,81.60449982,pplu,1
1.077999949,-0.105457537,-0.051354725,81.60409546,pplu,1
1.082666636,-0.10748978,-0.036549449,81.60430145,pplu,1
1.087333322,-0.109621212,0.084292896,81.60449982,pplu,1
1.092000008,-0.107553609,0.039840333,81.604599,pplu,1
1.096666574,-0.105586141,0.173159868,81.60419464,pplu,1
1.101333261,-0.101218276,0.026818691,81.60389709,pplu,1
1.105999947,-0.094349876,0.050817128,81.60399628,pplu,1
1.110666633,-0.092182137,0.021511773,81.60409546,pplu,1
1.115333319,-0.087414682,-0.038878985,81.60440063,pplu,1
1.120000005,-0.088946253,0.141386285,81.60430145,pplu,1
1.124666572,-0.090178363,-0.042192079,81.60399628,pplu,1
1.129333258,-0.087910488,-0.010406035,81.60350037,pplu,1
1.133999944,-0.086242475,0.093147703,81.60329437,pplu,1
1.13866663,-0.085374594,0.009966212,81.60309601,pplu,1
1.143333316,-0.082207404,0.044888586,81.60329437,pplu,1
1.148000002,-0.083339386,0.178209677,81.60389709,pplu,1
1.152666569,-0.08807148,0.11852213,81.60430145,pplu,1
1.157333255,-0.089103319,-0.002536817,81.604599,pplu,1
1.161999941,-0.091235697,0.032203339,81.60449982,pplu,1
1.166666627,-0.088267826,-0.091160811,81.60479736,pplu,1
1.171333313,-0.090300068,-0.027490029,81.60479736,pplu,1
1.175999999,-0.093532033,0.063632376,81.60469818,pplu,1
1.180666566,-0.095963873,0.009163729,81.604599,pplu,1
1.185333252,-0.099496245,0.020398622,81.60469818,pplu,1
1.189999938,-0.096227966,0.104954392,81.60479736,pplu,1
1.194666624,-0.090960786,0.023582757,81.60449982,pplu,1
1.19933331,-0.086092241,0.018871279,81.60440063,pplu,1
1.203999996,-0.080624789,0.07010486,81.60440063,pplu,1
1.208666682,-0.077857189,-0.028370094,81.60489655,pplu,1
1.213333249,-0.077788495,0.089807712,81.60509491,pplu,1
1.217999935,-0.077521428,0.018871279,81.6053009,pplu,1
1.222666621,-0.07635314,0.17963399,81.60520172,pplu,1
1.227333307,-0.072384864,-0.052493572,81.60499573,pplu,1
1.231999993,-0.070816986,0.027750645,81.604599,pplu,1
1.236666679,-0.07494922,0.053043589,81.60430145,pplu,1
1.241333246,-0.077382006,0.082402855,81.60409546,pplu,1
1.245999932,-0.080213435,-0.038413081,81.60379791,pplu,1
1.250666618,-0.082845539,-0.106430061,81.60359955,pplu,1
1.255333304,-0.087677769,0.055684287,81.60350037,pplu,1
1.25999999,-0.087509885,0.068991587,81.60369873,pplu,1
1.264666677,-0.085642554,0.067619413,81.60409546,pplu,1
1.269333243,-0.084474266,0.043827157,81.60479736,pplu,1
1.273999929,-0.086206108,0.105083853,81.60549927,pplu,1
1.278666615,-0.084138505,0.021977743,81.60609436,pplu,1
1.283333302,-0.082171038,0.079632543,81.60639954,pplu,1
1.287999988,-0.081602611,0.001682591,81.60679626,pplu,1
1.292666674,-0.08183527,0.029976984,81.60720062,pplu,1
1.297333241,-0.079666577,0.011079337,81.60759735,pplu,1
1.301999927,-0.070799276,0.158554614,81.60759735,pplu,1
1.306666613,-0.072131529,0.000802466,81.6072998,pplu,1
1.311333299,-0.078563072,-0.074700482,81.6065979,pplu,1
1.315999985,-0.082995713,0.114120342,81.60609436,pplu,1
1.320666671,-0.084127687,0.020243298,81.605896,pplu,1
1.325333238,-0.087060198,0.02547254,81.60569763,pplu,1
1.329999924,-0.083992191,0.090221971,81.60540009,pplu,1
1.33466661,-0.080924183,-0.017187944,81.60499573,pplu,1
1.339333296,-0.07815659,0.013150271,81.60449982,pplu,1
1.343999982,-0.078488432,0.091620103,81.60419464,pplu,1
1.348666668,-0.079820678,0.045251027,81.60430145,pplu,1
1.353333235,-0.077052124,0.043723602,81.60440063,pplu,1
1.357999921,-0.073584527,0.050480571,81.60479736,pplu,1
1.362666607,-0.079417162,-0.039448421,81.60469818,pplu,1
1.367333293,-0.086249247,0.068706796,81.604599,pplu,1
1.371999979,-0.088081226,0.006238563,81.60440063,pplu,1
1.376666665,-0.090513058,0.03554289,81.60449982,pplu,1
1.381333232,-0.089045316,0.048202351,81.604599,pplu,1
1.385999918,-0.085676901,-0.030078454,81.604599,pplu,1
1.390666604,-0.080509856,0.040746424,81.60469818,pplu,1
1.39533329,-0.081341423,0.021511773,81.60479736,pplu,1
1.399999976,-0.080174096,0.014574045,81.60499573,pplu,1
1.404666662,-0.077505678,0.010173305,81.60499573,pplu,1
1.409333229,-0.074138217,-0.051354725,81.60509491,pplu,1
1.413999915,-0.073970333,-0.035824701,81.60509491,pplu,1
1.418666601,-0.080401875,0.104799047,81.60520172,pplu,1
1.423333287,-0.088234365,0.063839495,81.60549927,pplu,1
1.427999973,-0.095966719,0.065392882,81.60559845,pplu,1
1.432666659,-0.103398673,0.104384765,81.60549927,pplu,1
1.437333226,-0.109230354,0.006523313,81.60509491,pplu,1
1.441999912,-0.107062615,0.075438261,81.60469818,pplu,1
1.446666598,-0.110194445,0.048202351,81.60440063,pplu,1
1.451333284,-0.112126552,-0.080290854,81.60430145,pplu,1
1.45599997,-0.109759495,-0.011855612,81.60419464,pplu,1
1.460666656,-0.105391629,0.156482995,81.60399628,pplu,1
1.465333223,-0.099623777,-0.020708282,81.60399628,pplu,1
1.469999909,-0.093455374,-0.040690836,81.60440063,pplu,1
1.474666595,-0.087587379,0.068706796,81.6053009,pplu,1
1.479333282,-0.085519776,0.147885829,81.605896,pplu,1
1.483999968,-0.088252015,-0.015686614,81.60620117,pplu,1
1.488666654,-0.089183718,0.046467796,81.60630035,pplu,1
1.49333334,-0.086215854,0.008102383,81.6065979,pplu,1
1.497999907,-0.084848247,-0.000414175,81.60679626,pplu,1
1.502666593,-0.087179944,0.014366951,81.60669708,pplu,1
1.507333279,-0.091212042,0.037613939,81.60649872,pplu,1
1.511999965,-0.093944281,0.048383567,81.60609436,pplu,1
1.516666651,-0.098676376,0.040539317,81.60540009,pplu,1
1.521333337,-0.099508896,0.028941477,81.604599,pplu,1
1.525999904,-0.099940881,0.037976377,81.60419464,pplu,1
1.53066659,-0.092973299,0.108786464,81.60399628,pplu,1
1.535333276,-0.08720544,-0.028370094,81.60399628,pplu,1
1.539999962,-0.082537167,-0.02314144,81.60369873,pplu,1
1.544666648,-0.083269551,-0.008904682,81.60389709,pplu,1
1.549333334,-0.083201803,0.075930186,81.60440063,pplu,1
1.553999901,-0.082633376,-0.006678528,81.60509491,pplu,1
1.558666587,-0.08206591,-0.074286379,81.60549927,pplu,1
1.563333273,-0.078097634,-0.010250723,81.60569763,pplu,1
1.567999959,-0.077329889,0.124037385,81.605896,pplu,1
1.572666645,-0.078561999,0.027880084,81.60620117,pplu,1
1.577333331,-0.0818941,0.037251506,81.60649872,pplu,1
1.581999898,-0.087326191,0.031478476,81.60649872,pplu,1
1.586666584,-0.088258848,0.056331519,81.60609436,pplu,1
1.59133327,-0.086190298,0.029614557,81.60520172,pplu,1
1.595999956,-0.085722961,-0.018637497,81.60440063,pplu,1
1.600666642,-0.087154388,-0.030596137,81.60379791,pplu,1
1.605333328,-0.089786492,-0.025729891,81.60399628,pplu,1
1.609999895,-0.096218988,0.111375719,81.60520172,pplu,1
1.614666581,-0.098151095,0.031892683,81.6078949,pplu,1
1.619333267,-0.094083644,-0.034219902,81.6105957,pplu,1
1.623999953,-0.096015751,0.052758809,81.61249542,pplu,1
1.628666639,-0.094147466,0.050661795,81.61319733,pplu,1
1.633333325,-0.091879591,-0.110104948,81.61389923,pplu,1
1.637999892,-0.089411445,-0.057359517,81.61419678,pplu,1
1.642666578,-0.08824411,-0.058705408,81.6140976,pplu,1
1.647333264,-0.090276353,0.005099566,81.61370087,pplu,1
1.65199995,-0.092108332,0.128698215,81.61299896,pplu,1
1.656666636,-0.089840457,-0.110777818,81.61129761,pplu,1
1.661333323,-0.0918727,0.08550977,81.60829926,pplu,1
1.665999889,-0.090904683,-0.080083802,81.60579681,pplu,1
1.670666575,-0.088736944,-0.06962768,81.604599,pplu,1
1.675333261,-0.090368643,-0.068747692,81.60449982,pplu,1
1.679999948,-0.095600463,-0.105705433,81.60440063,pplu,1
1.684666634,-0.098633118,0.036086537,81.60430145,pplu,1
1.68933332,-0.097665101,-0.047213443,81.60409546,pplu,1
1.693999887,-0.092697375,-0.11522904,81.60409546,pplu,1
1.698666573,-0.092828944,-0.075218111,81.60399628,pplu,1
1.703333259,-0.094561733,-0.106430061,81.60409546,pplu,1
1.707999945,-0.092193723,-0.127029747,81.60399628,pplu,1
1.712666631,-0.097025953,-0.048611127,81.60389709,pplu,1
1.717333317,-0.090457968,-0.097165048,81.60369873,pplu,1
1.721999884,-0.087989822,-0.134379148,81.60350037,pplu,1
1.72666657,-0.086622216,0.037458614,81.60350037,pplu,1
1.731333256,-0.085854471,-0.046540476,81.60340118,pplu,1
1.735999942,-0.085386179,-0.072785243,81.60329437,pplu,1
1.740666628,-0.088518009,-0.067194775,81.60299683,pplu,1
1.745333314,-0.090450123,-0.025936967,81.60279846,pplu,1
1.749999881,-0.090883054,-0.051768851,81.60250092,pplu,1
1.754666567,-0.091814756,-0.015117142,81.6026001,pplu,1
1.759333253,-0.08894702,-0.001812014,81.6026001,pplu,1
1.763999939,-0.090279266,-0.017084403,81.6026001,pplu,1
1.768666625,-0.087311395,-0.08070495,81.6026001,pplu,1
1.773333311,-0.080043405,-0.005746647,81.60229492,pplu,1
1.777999878,-0.077575266,-0.079721466,81.60229492,pplu,1
1.782666564,-0.076807521,0.043024611,81.60209656,pplu,1
1.78733325,-0.071139798,0.011079337,81.60199738,pplu,1
1.791999936,-0.06407208,-0.153580174,81.60160065,pplu,1
1.796666622,-0.065603644,-0.002122644,81.60160065,pplu,1
1.801333308,-0.066436164,-0.140641585,81.60150146,pplu,1
1.805999994,-0.067668274,-0.022779055,81.60139465,pplu,1
1.810666561,-0.071500108,-0.071698211,81.60119629,pplu,1
1.815333247,-0.072132356,-0.033546921,81.60119629,pplu,1
1.819999933,-0.076764315,0.072693884,81.60129547,pplu,1
1.824666619,-0.07349699,-0.105912469,81.60139465,pplu,1
1.829333305,-0.070928708,0.079995006,81.60139465,pplu,1
1.833999991,-0.075060941,-0.024849819,81.60129547,pplu,1
1.838666558,-0.078593314,0.0576001,81.60129547,pplu,1
1.843333244,-0.080525428,0.02547254,81.60160065,pplu,1
1.84799993,-0.080757134,-0.036135308,81.60240173,pplu,1
1.852666616,-0.081088975,-0.026609959,81.60340118,pplu,1
1.857333302,-0.079021372,0.009163729,81.60440063,pplu,1
1.861999989,-0.079954028,-0.054150071,81.6053009,pplu,1
1.866666555,-0.073785625,-0.105705433,81.605896,pplu,1
1.871333241,-0.070117764,-0.074855775,81.60639954,pplu,1
1.875999928,-0.070950285,0.020605719,81.6065979,pplu,1
1.880666614,-0.067882277,0.010380398,81.60669708,pplu,1
1.8853333,-0.070314109,-0.007506866,81.60679626,pplu,1
1.889999986,-0.068445824,-0.058498349,81.60649872,pplu,1
1.894666553,-0.071578607,0.031374928,81.60630035,pplu,1
1.899333239,-0.068010874,-0.076201603,81.60569763,pplu,1
1.903999925,-0.067442454,-0.008542285,81.60520172,pplu,1
1.908666611,-0.065374851,-0.021950746,81.604599,pplu,1
1.913333297,-0.070706807,0.030313527,81.60440063,pplu,1
1.917999983,-0.076038763,-0.032356255,81.60479736,pplu,1
1.92266655,-0.070270903,0.014574045,81.60549927,pplu,1
1.927333236,-0.069403023,-0.072060563,81.60620117,pplu,1
1.931999922,-0.068135552,-0.028370094,81.60639954,pplu,1
1.936666608,-0.065867685,-0.09830378,81.60669708,pplu,1
1.941333294,-0.06509994,-0.014961832,81.60699463,pplu,1
1.94599998,-0.067531772,0.041108862,81.60759735,pplu,1
1.950666547,-0.06496349,-0.012373316,81.6078949,pplu,1
1.955333233,-0.064496152,-0.015841924,81.60829926,pplu,1
1.959999919,-0.061028559,-0.081636675,81.60829926,pplu,1
1.964666605,-0.059960406,-0.022054285,81.60810089,pplu,1
1.969333291,-0.066592224,0.059490029,81.60800171,pplu,1
1.973999977,-0.067624062,-0.058498349,81.6078949,pplu,1
1.978666544,-0.065356188,-0.088572748,81.6078949,pplu,1
1.98333323,-0.06738843,0.005824382,81.60739899,pplu,1
1.987999916,-0.070220806,0.000957782,81.60689545,pplu,1
1.992666602,-0.072953045,0.068292551,81.60649872,pplu,1
1.997333288,-0.07588461,0.004141775,81.60669708,pplu,1
2.001999855,-0.076017134,0.036345419,81.60710144,pplu,1
2.00666666,-0.077149108,-0.038620148,81.6072998,pplu,1
2.011333227,-0.077581085,0.013305592,81.60710144,pplu,1
2.016000032,-0.074813485,-0.020708282,81.60679626,pplu,1
2.020666599,-0.077345453,-0.00139784,81.6065979,pplu,1
2.025333166,-0.077077433,-0.042036779,81.6065979,pplu,1
2.029999971,-0.079410091,-0.113883324,81.60649872,pplu,1
2.034666538,-0.083241917,-0.039086055,81.60639954,pplu,1
2.039333344,-0.08487457,-0.078996792,81.60620117,pplu,1
2.04399991,-0.08500614,0.004297092,81.6065979,pplu,1
2.048666477,-0.08473812,-0.079566173,81.60720062,pplu,1
2.053333282,-0.082170792,0.006937495,81.60779572,pplu,1
2.057999849,-0.079702646,-0.022054285,81.60779572,pplu,1
