gene,temperature,Cp_kJ/mol/K,replicate
pplu,69.421441,0,0
pplu,69.45479,0.034169,0
pplu,69.487938,0.044218,0
pplu,69.52117,-0.116274,0
pplu,69.554521,-0.225815,0
pplu,69.587866,-0.392292,0
pplu,69.621272,-0.511883,0
pplu,69.654845,-0.605082,0
pplu,69.688549,-0.623489,0
pplu,69.721906,-0.494295,0
pplu,69.755521,-0.345837,0
pplu,69.789339,-0.167034,0
pplu,69.822651,-0.120743,0
pplu,69.85575,-0.125511,0
pplu,69.888837,-0.103179,0
pplu,69.922114,-0.177687,0
pplu,69.955002,-0.275994,0
pplu,69.987991,-0.256864,0
pplu,70.021282,-0.135429,0
pplu,70.054782,-0.199179,0
pplu,70.088396,-0.284721,0
pplu,70.121905,-0.271369,0
pplu,70.155562,-0.282522,0
pplu,70.189094,-0.395438,0
pplu,70.222703,-0.472712,0
pplu,70.256524,-0.475881,0
pplu,70.290173,-0.541629,0
pplu,70.323897,-0.594945,0
pplu,70.357528,-0.569795,0
pplu,70.391317,-0.434233,0
pplu,70.425092,-0.494247,0
pplu,70.458723,-0.573932,0
pplu,70.492363,-0.504057,0
pplu,70.525789,-0.486231,0
pplu,70.559447,-0.435843,0
pplu,70.592742,-0.495331,0
pplu,70.626073,-0.451209,0
pplu,70.659317,-0.461213,0
pplu,70.69263,-0.4855,0
pplu,70.726179,-0.522968,0
pplu,70.759592,-0.598731,0
pplu,70.793253,-0.679141,0
pplu,70.826936,-0.784269,0
pplu,70.860509,-0.674192,0
pplu,70.89397,-0.709947,0
pplu,70.927578,-0.729529,0
pplu,70.96107,-0.769604,0
pplu,70.994481,-0.858637,0
pplu,71.027902,-0.84568,0
pplu,71.061341,-0.924372,0
pplu,71.094845,-0.914371,0
pplu,71.128436,-0.918186,0
pplu,71.162156,-0.938892,0
pplu,71.195834,-0.86102,0
pplu,71.229498,-0.917091,0
pplu,71.263059,-0.880465,0
pplu,71.296716,-0.831607,0
pplu,71.330193,-0.923349,0
pplu,71.363589,-0.912936,0
pplu,71.397111,-0.992233,0
pplu,71.43049,-0.928216,0
pplu,71.464085,-0.891961,0
pplu,71.497179,-0.926,0
pplu,71.530128,-0.836168,0
pplu,71.563185,-0.820365,0
pplu,71.596298,-0.81663,0
pplu,71.629343,-0.890359,0
pplu,71.662413,-1.020873,0
pplu,71.695758,-1.18118,0
pplu,71.729242,-1.336094,0
pplu,71.762668,-1.442888,0
pplu,71.795982,-1.363411,0
pplu,71.829444,-1.346434,0
pplu,71.862789,-1.392789,0
pplu,71.896338,-1.26286,0
pplu,71.929925,-1.110178,0
pplu,71.963399,-1.073815,0
pplu,71.996938,-1.167899,0
pplu,72.030482,-1.185827,0
pplu,72.064145,-1.158717,0
pplu,72.09766,-1.209614,0
pplu,72.131123,-1.332268,0
pplu,72.164665,-1.471582,0
pplu,72.1981,-1.566472,0
pplu,72.231555,-1.630418,0
pplu,72.265014,-1.639219,0
pplu,72.29851,-1.705214,0
pplu,72.331882,-1.704016,0
pplu,72.365456,-1.565558,0
pplu,72.398982,-1.559121,0
pplu,72.432372,-1.669789,0
pplu,72.465923,-1.732529,0
pplu,72.49944,-1.728555,0
pplu,72.53288,-1.660251,0
pplu,72.565983,-1.726077,0
pplu,72.599305,-1.693443,0
pplu,72.632655,-1.46548,0
pplu,72.665795,-1.402571,0
pplu,72.699124,-1.355332,0
pplu,72.732529,-1.391919,0
pplu,72.766122,-1.246546,0
pplu,72.799776,-1.182977,0
pplu,72.833406,-1.247078,0
pplu,72.866927,-1.176049,0
pplu,72.900629,-1.115115,0
pplu,72.934213,-1.114748,0
pplu,72.96755,-1.271556,0
pplu,73.000798,-1.27468,0
pplu,73.03402,-1.271978,0
pplu,73.067562,-1.334086,0
pplu,73.100602,-1.310076,0
pplu,73.133981,-1.345169,0
pplu,73.16734,-1.282634,0
pplu,73.200758,-1.230516,0
pplu,73.234341,-1.102982,0
pplu,73.267533,-1.048558,0
pplu,73.300958,-1.098379,0
pplu,73.334456,-0.9959,0
pplu,73.368195,-1.024524,0
pplu,73.401752,-1.106069,0
pplu,73.435322,-1.200488,0
pplu,73.468914,-1.144429,0
pplu,73.502663,-1.140191,0
pplu,73.536137,-1.17565,0
pplu,73.569727,-1.065591,0
pplu,73.603011,-1.096409,0
pplu,73.636226,-1.241795,0
pplu,73.669889,-1.400032,0
pplu,73.703231,-1.428373,0
pplu,73.736558,-1.447843,0
pplu,73.769688,-1.569241,0
pplu,73.80303,-1.609593,0
pplu,73.836418,-1.524203,0
pplu,73.869726,-1.512045,0
pplu,73.903312,-1.488953,0
pplu,73.936799,-1.435688,0
pplu,73.970277,-1.470598,0
pplu,74.003913,-1.421818,0
pplu,74.037458,-1.433135,0
pplu,74.070947,-1.357762,0
pplu,74.1044,-1.441832,0
pplu,74.138103,-1.546465,0
pplu,74.171839,-1.575607,0
pplu,74.205378,-1.537026,0
pplu,74.238909,-1.558034,0
pplu,74.272339,-1.657075,0
pplu,74.305707,-1.622265,0
pplu,74.338939,-1.600789,0
pplu,74.372192,-1.608681,0
pplu,74.405705,-1.716929,0
pplu,74.439238,-1.730392,0
pplu,74.472973,-1.63547,0
pplu,74.506642,-1.672821,0
pplu,74.540283,-1.634816,0
pplu,74.57387,-1.508143,0
pplu,74.607299,-1.332012,0
pplu,74.64076,-1.32361,0
pplu,74.674179,-1.324454,0
pplu,74.707635,-1.269875,0
pplu,74.740997,-1.288797,0
pplu,74.774253,-1.23244,0
pplu,74.807622,-1.230033,0
pplu,74.840573,-1.133503,0
pplu,74.873533,-1.190734,0
pplu,74.906346,-1.180772,0
pplu,74.939474,-1.123217,0
pplu,74.972746,-1.167526,0
pplu,75.006079,-1.267466,0
pplu,75.039711,-1.390846,0
pplu,75.073368,-1.421248,0
pplu,75.106896,-1.445516,0
pplu,75.140488,-1.595478,0
pplu,75.174034,-1.729433,0
pplu,75.207363,-1.772331,0
pplu,75.241065,-1.676982,0
pplu,75.274745,-1.679416,0
pplu,75.308561,-1.659498,0
pplu,75.342084,-1.572681,0
pplu,75.375731,-1.478004,0
pplu,75.409228,-1.479389,0
pplu,75.442462,-1.598578,0
pplu,75.475555,-1.561855,0
pplu,75.508752,-1.595379,0
pplu,75.541955,-1.558859,0
pplu,75.57511,-1.581073,0
pplu,75.608717,-1.580843,0
pplu,75.64246,-1.468682,0
pplu,75.676231,-1.602662,0
pplu,75.709813,-1.665606,0
pplu,75.743588,-1.749981,0
pplu,75.7771,-1.77969,0
pplu,75.81062,-1.70341,0
pplu,75.84393,-1.730585,0
pplu,75.877198,-1.553196,0
pplu,75.910666,-1.584039,0
pplu,75.944274,-1.537113,0
pplu,75.978016,-1.58247,0
pplu,76.011678,-1.61217,0
pplu,76.045259,-1.576562,0
pplu,76.078788,-1.590756,0
pplu,76.112346,-1.446267,0
pplu,76.145564,-1.422926,0
pplu,76.178821,-1.209269,0
pplu,76.21207,-1.168807,0
pplu,76.24568,-1.196778,0
pplu,76.279389,-1.179051,0
pplu,76.313081,-1.213688,0
pplu,76.346698,-1.278976,0
pplu,76.380577,-1.396785,0
pplu,76.4144,-1.372745,0
pplu,76.448101,-1.333095,0
pplu,76.481652,-1.332672,0
pplu,76.51483,-1.31596,0
pplu,76.548132,-1.211916,0
pplu,76.581076,-1.122003,0
pplu,76.613979,-1.071775,0
pplu,76.646799,-1.093927,0
pplu,76.679711,-1.081431,0
pplu,76.713032,-0.967653,0
pplu,76.74635,-0.976674,0
pplu,76.779788,-0.973472,0
pplu,76.813204,-0.978649,0
pplu,76.846614,-0.884824,0
pplu,76.879858,-0.842279,0
pplu,76.91314,-0.96182,0
pplu,76.946552,-0.91537,0
pplu,76.98004,-0.935438,0
pplu,77.013314,-0.983624,0
pplu,77.046805,-1.013345,0
pplu,77.080333,-1.039232,0
pplu,77.113717,-0.938513,0
pplu,77.147029,-0.897251,0
pplu,77.180473,-0.873644,0
pplu,77.214098,-0.846649,0
pplu,77.247534,-0.864113,0
pplu,77.280851,-0.824696,0
pplu,77.314587,-0.758359,0
pplu,77.348103,-0.786985,0
pplu,77.381602,-0.819977,0
pplu,77.415236,-0.751477,0
pplu,77.448866,-0.696589,0
pplu,77.48284,-0.72703,0
pplu,77.51626,-0.792873,0
pplu,77.549774,-0.723973,0
pplu,77.583278,-0.600518,0
pplu,77.616549,-0.533961,0
pplu,77.649796,-0.441019,0
pplu,77.683125,-0.361866,0
pplu,77.71642,-0.262319,0
pplu,77.749961,-0.288834,0
pplu,77.783279,-0.368485,0
pplu,77.81705,-0.407418,0
pplu,77.850724,-0.419916,0
pplu,77.884268,-0.395689,0
pplu,77.917969,-0.440549,0
pplu,77.951618,-0.428491,0
pplu,77.985301,-0.422446,0
pplu,78.018686,-0.382522,0
pplu,78.052016,-0.445892,0
pplu,78.085886,-0.475702,0
pplu,78.119751,-0.451214,0
pplu,78.153246,-0.341318,0
pplu,78.186552,-0.208387,0
pplu,78.21998,-0.210895,0
pplu,78.253199,-0.03271,0
pplu,78.285891,0.078516,0
pplu,78.318665,0.105618,0
pplu,78.351839,0.089244,0
pplu,78.385176,0.070652,0
pplu,78.418313,0.129057,0
pplu,78.452015,0.081942,0
pplu,78.485645,0.112278,0
pplu,78.519259,0.238011,0
pplu,78.552673,0.249881,0
pplu,78.586311,0.21998,0
pplu,78.619894,0.169377,0
pplu,78.653353,0.166373,0
pplu,78.686614,0.013026,0
pplu,78.720039,-0.19799,0
pplu,78.753695,-0.260816,0
pplu,78.787171,-0.216665,0
pplu,78.8205,-0.248019,0
pplu,78.854019,-0.316556,0
pplu,78.887891,-0.235528,0
pplu,78.921552,-0.079281,0
pplu,78.955003,-0.002489,0
pplu,78.988379,0.090927,0
pplu,79.021999,0.342902,0
pplu,79.055351,0.512803,0
pplu,79.088505,0.614551,0
pplu,79.12179,0.653623,0
pplu,79.155287,0.725595,0
pplu,79.188747,0.674112,0
pplu,79.222261,0.529349,0
pplu,79.255949,0.487498,0
pplu,79.289518,0.424582,0
pplu,79.322849,0.409226,0
pplu,79.356162,0.344339,0
pplu,79.389438,0.31668,0
pplu,79.422873,0.414852,0
pplu,79.456101,0.472475,0
pplu,79.489382,0.593484,0
pplu,79.523127,0.665184,0
pplu,79.556426,0.740415,0
pplu,79.590141,0.855169,0
pplu,79.623787,0.857367,0
pplu,79.657354,0.89814,0
pplu,79.691335,0.849236,0
pplu,79.724877,0.87945,0
pplu,79.758624,0.90611,0
pplu,79.792184,0.888312,0
pplu,79.825611,0.882278,0
pplu,79.858998,0.884133,0
pplu,79.891971,0.993912,0
pplu,79.925075,1.017367,0
pplu,79.958141,1.01307,0
pplu,79.991282,1.166629,0
pplu,80.024652,1.343641,0
pplu,80.058214,1.380204,0
pplu,80.091977,1.402454,0
pplu,80.125597,1.430447,0
pplu,80.159497,1.546491,0
pplu,80.19343,1.471595,0
pplu,80.227018,1.422796,0
pplu,80.260605,1.583408,0
pplu,80.294084,1.780645,0
pplu,80.327557,1.895667,0
pplu,80.360865,1.91837,0
pplu,80.394038,2.067963,0
pplu,80.427169,2.33894,0
pplu,80.460394,2.481825,0
pplu,80.493876,2.402092,0
pplu,80.527205,2.478365,0
pplu,80.560826,2.593836,0
pplu,80.594217,2.700357,0
pplu,80.62817,2.642414,0
pplu,80.661738,2.619867,0
pplu,80.695114,2.682469,0
pplu,80.728721,2.754415,0
pplu,80.762329,2.778061,0
pplu,80.796126,2.742769,0
pplu,80.82936,2.823668,0
pplu,80.863074,2.842872,0
pplu,80.896934,3.015685,0
pplu,80.930743,3.014015,0
pplu,80.964383,3.190602,0
pplu,80.997857,3.373338,0
pplu,81.031395,3.505228,0
pplu,81.064619,3.631237,0
pplu,81.097911,3.572123,0
pplu,81.1314,3.677599,0
pplu,81.164537,3.700954,0
pplu,81.197888,3.767184,0
pplu,81.231453,3.810585,0
pplu,81.264989,3.762059,0
pplu,81.298282,3.981348,0
pplu,81.331533,4.100155,0
pplu,81.365041,4.175376,0
pplu,81.398613,4.205429,0
pplu,81.431786,4.268209,0
pplu,81.465005,4.488847,0
pplu,81.498299,4.533466,0
pplu,81.531018,4.601755,0
pplu,81.564004,4.688147,0
pplu,81.596727,4.730533,0
pplu,81.62974,4.784966,0
pplu,81.662892,4.909422,0
pplu,81.695957,5.029843,0
pplu,81.729278,5.106686,0
pplu,81.762451,5.237888,0
pplu,81.795626,5.345537,0
pplu,81.828891,5.412622,0
pplu,81.862011,5.432714,0
pplu,81.89528,5.373907,0
pplu,81.928832,5.458609,0
pplu,81.962133,5.490295,0
pplu,81.99574,5.536242,0
pplu,82.029363,5.662039,0
pplu,82.062958,5.750387,0
pplu,82.096534,5.993511,0
pplu,82.1301,6.12725,0
pplu,82.163874,6.295353,0
pplu,82.197565,6.491212,0
pplu,82.23105,6.54724,0
pplu,82.264661,6.799728,0
pplu,82.298123,6.943717,0
pplu,82.331503,6.997627,0
pplu,82.364746,7.059112,0
pplu,82.39806,7.187808,0
pplu,82.431699,7.419981,0
pplu,82.465216,7.373505,0
pplu,82.498882,7.414175,0
pplu,82.532199,7.565984,0
pplu,82.565482,7.63862,0
pplu,82.59901,7.674964,0
pplu,82.632283,7.74307,0
pplu,82.665826,7.881674,0
pplu,82.699237,8.011179,0
pplu,82.733116,8.226336,0
pplu,82.767081,8.432235,0
pplu,82.800695,8.679383,0
pplu,82.834472,8.854568,0
pplu,82.867865,9.195232,0
pplu,82.901109,9.373099,0
pplu,82.934243,9.374349,0
pplu,82.967653,9.524217,0
pplu,83.001167,9.620464,0
pplu,83.034591,9.671486,0
pplu,83.067943,9.563651,0
pplu,83.101631,9.694054,0
pplu,83.135257,9.946841,0
pplu,83.168541,10.094184,0
pplu,83.201433,10.266111,0
pplu,83.234586,10.395618,0
pplu,83.26793,10.603192,0
pplu,83.301163,10.776176,0
pplu,83.334643,10.926034,0
pplu,83.367796,11.029218,0
pplu,83.401287,11.085823,0
pplu,83.434494,11.257541,0
pplu,83.467977,11.474474,0
pplu,83.501186,11.579553,0
pplu,83.534561,11.753276,0
pplu,83.568244,12.004366,0
pplu,83.601773,12.254534,0
pplu,83.635389,12.477525,0
pplu,83.668851,12.608991,0
pplu,83.702803,12.725133,0
pplu,83.736187,12.900516,0
pplu,83.769765,13.078311,0
pplu,83.803306,13.354395,0
pplu,83.836805,13.503464,0
pplu,83.870237,13.706547,0
pplu,83.903577,14.035346,0
pplu,83.937039,14.298325,0
pplu,83.97043,14.542687,0
pplu,84.004056,14.690433,0
pplu,84.037484,14.947623,0
pplu,84.071141,15.193724,0
pplu,84.104568,15.415931,0
pplu,84.138161,15.580299,0
pplu,84.171869,15.72515,0
pplu,84.205274,15.827722,0
pplu,84.239007,16.006324,0
pplu,84.272349,16.195408,0
pplu,84.305785,16.456376,0
pplu,84.339143,16.724059,0
pplu,84.372349,16.962801,0
pplu,84.40556,17.325458,0
pplu,84.43883,17.545434,0
pplu,84.47259,17.752567,0
pplu,84.506089,17.922059,0
pplu,84.53967,18.148062,0
pplu,84.573306,18.5394,0
pplu,84.6069,18.802993,0
pplu,84.640355,19.050642,0
pplu,84.67358,19.402317,0
pplu,84.706813,19.657462,0
pplu,84.740127,19.91951,0
pplu,84.773489,20.057936,0
pplu,84.807043,20.293577,0
pplu,84.840602,20.646094,0
pplu,84.873656,20.868998,0
pplu,84.906901,21.237174,0
pplu,84.940139,21.495772,0
pplu,84.973451,21.867776,0
pplu,85.006613,22.203639,0
pplu,85.039638,22.543908,0
pplu,85.073015,22.889162,0
pplu,85.106625,23.185104,0
pplu,85.139844,23.54272,0
pplu,85.173069,23.785757,0
pplu,85.206457,24.030131,0
pplu,85.23975,24.355987,0
pplu,85.27324,24.620643,0
pplu,85.306434,24.808142,0
pplu,85.339964,25.104515,0
pplu,85.373372,25.47547,0
pplu,85.406843,25.857149,0
pplu,85.440468,26.211111,0
pplu,85.47396,26.585208,0
pplu,85.507718,26.966911,0
pplu,85.541365,27.283597,0
pplu,85.574834,27.637801,0
pplu,85.608345,28.004128,0
pplu,85.641906,28.334913,0
pplu,85.675492,28.672254,0
pplu,85.708861,29.084698,0
pplu,85.742649,29.470125,0
pplu,85.776436,29.754965,0
pplu,85.810151,30.162517,0
pplu,85.843664,30.42406,0
pplu,85.877292,30.830619,0
pplu,85.910966,31.230805,0
pplu,85.944365,31.614057,0
pplu,85.977953,32.051841,0
pplu,86.01164,32.366526,0
pplu,86.04513,32.82922,0
pplu,86.078664,33.220626,0
pplu,86.112219,33.642814,0
pplu,86.145685,34.110928,0
pplu,86.179166,34.568589,0
pplu,86.212567,34.989568,0
pplu,86.24624,35.397026,0
pplu,86.279573,35.915473,0
pplu,86.312883,36.443569,0
pplu,86.346442,36.912233,0
pplu,86.379834,37.432747,0
pplu,86.413265,38.041433,0
pplu,86.446559,38.564273,0
pplu,86.48007,38.938877,0
pplu,86.513587,39.367732,0
pplu,86.5467,39.764415,0
pplu,86.579881,40.095323,0
pplu,86.612941,40.38183,0
pplu,86.646356,40.88043,0
pplu,86.679888,41.500293,0
pplu,86.713328,42.02789,0
pplu,86.746886,42.587147,0
pplu,86.780276,43.154181,0
pplu,86.813932,43.780259,0
pplu,86.847335,44.264538,0
pplu,86.880434,44.679309,0
pplu,86.913703,45.231947,0
pplu,86.947079,45.814143,0
pplu,86.980564,46.365021,0
pplu,87.01386,46.918615,0
pplu,87.047419,47.560824,0
pplu,87.081102,48.109676,0
pplu,87.114734,48.636311,0
pplu,87.148393,49.133779,0
pplu,87.181933,49.680166,0
pplu,87.215471,50.148577,0
pplu,87.248843,50.519052,0
pplu,87.282383,51.046494,0
pplu,87.315963,51.516414,0
pplu,87.349515,52.054649,0
pplu,87.383174,52.638229,0
pplu,87.416687,53.338991,0
pplu,87.45026,54.035508,0
pplu,87.483691,54.719828,0
pplu,87.517119,55.44041,0
pplu,87.550433,56.200399,0
pplu,87.583886,56.886425,0
pplu,87.617598,57.648958,0
pplu,87.651067,58.447788,0
pplu,87.684433,59.272591,0
pplu,87.717616,59.931472,0
pplu,87.751089,60.523168,0
pplu,87.784435,61.262283,0
pplu,87.817834,61.877766,0
pplu,87.851319,62.602246,0
pplu,87.884943,63.165041,0
pplu,87.918822,63.794554,0
pplu,87.952311,64.639023,0
pplu,87.985825,65.495339,0
pplu,88.0189,66.321663,0
pplu,88.052485,66.949171,0
pplu,88.086087,67.724345,0
pplu,88.119463,68.646214,0
pplu,88.153018,69.407276,0
pplu,88.18663,70.007905,0
pplu,88.220171,70.721856,0
pplu,88.25328,71.544743,0
pplu,88.286687,72.383566,0
pplu,88.319896,73.130691,0
pplu,88.353165,73.885691,0
pplu,88.386409,74.730794,0
pplu,88.420029,75.571156,0
pplu,88.453555,76.463301,0
pplu,88.486641,77.427149,0
pplu,88.520039,78.360859,0
pplu,88.553448,79.364322,0
pplu,88.587188,80.353352,0
pplu,88.620637,81.268792,0
pplu,88.654262,82.132247,0
pplu,88.688151,82.94801,0
pplu,88.721933,83.846974,0
pplu,88.755763,84.71394,0
pplu,88.789113,85.585409,0
pplu,88.822848,86.446755,0
pplu,88.856553,87.365231,0
pplu,88.890147,88.278124,0
pplu,88.923596,89.081013,0
pplu,88.957176,89.938125,0
pplu,88.990737,90.791029,0
pplu,89.024411,91.730934,0
pplu,89.057923,92.716287,0
pplu,89.091598,93.642514,0
pplu,89.125453,94.68396,0
pplu,89.159043,95.578132,0
pplu,89.192892,96.419155,0
pplu,89.226514,97.196413,0
pplu,89.259924,98.009997,0
pplu,89.293234,98.801137,0
pplu,89.326738,99.626721,0
pplu,89.3601,100.514241,0
pplu,89.393489,101.320934,0
pplu,89.426797,102.138053,0
pplu,89.460449,102.851146,0
pplu,89.493753,103.623024,0
pplu,89.527237,104.22701,0
pplu,89.560675,104.898399,0
pplu,89.594015,105.709426,0
pplu,89.627364,106.518689,0
pplu,89.660961,107.170768,0
pplu,89.694731,107.840213,0
pplu,89.728094,108.552656,0
pplu,89.76165,109.103855,0
pplu,89.795239,109.674176,0
pplu,89.828811,110.239883,0
pplu,89.862127,110.887248,0
pplu,89.895122,111.464757,0
pplu,89.928196,111.937507,0
pplu,89.96129,112.32523,0
pplu,89.994158,112.83842,0
pplu,90.027437,113.310693,0
pplu,90.060624,113.806953,0
pplu,90.09414,114.187416,0
pplu,90.127581,114.642226,0
pplu,90.161188,115.268947,0
pplu,90.194772,115.584628,0
pplu,90.228228,115.865057,0
pplu,90.261843,116.036276,0
pplu,90.295496,116.251498,0
pplu,90.329035,116.481607,0
pplu,90.362232,116.606197,0
pplu,90.395782,116.76498,0
pplu,90.429171,116.893511,0
pplu,90.462486,117.04738,0
pplu,90.49573,117.237119,0
pplu,90.529068,117.277192,0
pplu,90.562628,117.320813,0
pplu,90.596139,117.315911,0
pplu,90.629626,117.313573,0
pplu,90.663162,117.255362,0
pplu,90.69669,117.064687,0
pplu,90.730431,116.858244,0
pplu,90.764167,116.600949,0
pplu,90.797817,116.339626,0
pplu,90.83122,116.013108,0
pplu,90.864752,115.710882,0
pplu,90.898463,115.387621,0
pplu,90.932144,115.018992,0
pplu,90.965699,114.633548,0
pplu,90.999298,114.290316,0
pplu,91.0332,113.853358,0
pplu,91.066703,113.255925,0
pplu,91.100305,112.600343,0
pplu,91.133869,111.988456,0
pplu,91.167312,111.296221,0
pplu,91.200828,110.477629,0
pplu,91.234126,109.666292,0
pplu,91.267599,108.825185,0
pplu,91.300906,107.986219,0
pplu,91.334164,107.042031,0
pplu,91.367686,106.137606,0
pplu,91.400981,105.107054,0
pplu,91.434406,104.009536,0
pplu,91.467849,102.921723,0
pplu,91.501331,101.804818,0
pplu,91.534638,100.609837,0
pplu,91.567854,99.414887,0
pplu,91.601079,98.164848,0
pplu,91.634318,96.917785,0
pplu,91.667507,95.589466,0
pplu,91.700711,94.209424,0
pplu,91.734076,92.776104,0
pplu,91.767453,91.223579,0
pplu,91.8009,89.65347,0
pplu,91.834361,88.095982,0
pplu,91.867848,86.508152,0
pplu,91.901376,84.860406,0
pplu,91.934828,83.076129,0
pplu,91.968238,81.191047,0
pplu,92.001685,79.307072,0
pplu,92.035328,77.409383,0
pplu,92.068959,75.235347,0
pplu,92.102447,72.990723,0
pplu,92.136091,70.905302,0
pplu,92.169795,68.749525,0
pplu,92.20321,66.438699,0
pplu,92.236462,63.931554,0
pplu,92.269761,61.45468,0
pplu,92.303059,58.847816,0
pplu,92.336241,55.982571,0
pplu,92.369381,53.070752,0
pplu,92.402958,50.193016,0
pplu,92.43648,47.282892,0
pplu,92.470092,44.287885,0
pplu,92.50366,41.263729,0
pplu,92.537453,38.188473,0
pplu,92.571127,35.133681,0
pplu,92.604632,31.959755,0
pplu,92.638215,28.797828,0
pplu,92.671745,25.774232,0
pplu,92.705415,22.824475,0
pplu,92.739005,19.96531,0
pplu,92.772372,17.202152,0
pplu,92.805969,14.607649,0
pplu,92.839494,12.282304,0
pplu,92.873095,10.2469,0
pplu,92.906613,8.487764,0
pplu,92.93989,7.080801,0
pplu,92.973541,5.875588,0
pplu,93.006945,5.05698,0
pplu,93.040409,4.287647,0
pplu,93.073693,3.63098,0
pplu,93.107161,3.205763,0
pplu,93.140725,2.889073,0
pplu,93.174323,2.610597,0
pplu,93.207884,2.325981,0
pplu,93.241279,2.149863,0
pplu,93.274596,2.018506,0
pplu,93.307865,1.823251,0
pplu,93.341084,1.714114,0
pplu,93.374406,1.583165,0
pplu,93.407784,1.527643,0
pplu,93.441064,1.436496,0
pplu,93.474682,1.440024,0
pplu,93.507994,1.483026,0
pplu,93.541702,1.440901,0
pplu,93.575013,1.446718,0
pplu,93.608352,1.323212,0
pplu,93.642158,1.190788,0
pplu,93.675524,0.963866,0
pplu,93.70925,0.76855,0
pplu,93.742841,0.622609,0
pplu,93.776561,0.554877,0
pplu,93.810401,0.516576,0
pplu,93.843606,0.543044,0
pplu,93.877369,0.593044,0
pplu,93.910937,0.569302,0
pplu,93.944342,0.545271,0
pplu,93.977835,0.416075,0
pplu,94.011211,0.315909,0
pplu,94.044949,0.316491,0
pplu,94.078258,0.300797,0
pplu,94.111612,0.34145,0
pplu,94.145139,0.360828,0
pplu,94.178683,0.479841,0
pplu,94.212102,0.476163,0
pplu,94.245404,0.297997,0
pplu,94.278883,0.22478,0
pplu,94.312298,0.067785,0
pplu,94.345761,-0.125561,0
pplu,94.379312,-0.230589,0
pplu,94.412729,-0.131732,0
pplu,94.446242,-0.114004,0
pplu,94.479639,-0.10463,0
pplu,94.513289,-0.085796,0
pplu,94.546659,-0.076332,0
pplu,94.579921,-0.226161,0
pplu,94.613519,-0.444204,0
pplu,94.647157,-0.459023,0
pplu,94.68072,-0.683981,0
pplu,94.714283,-0.848684,0
pplu,94.748038,-0.85628,0
pplu,94.781649,-0.805744,0
pplu,94.815186,-0.797099,0
pplu,94.848954,-0.853506,0
pplu,94.883033,-0.730497,0
pplu,94.916355,-0.630737,0
pplu,94.949487,-0.762301,0
pplu,94.98292,-0.818947,0
pplu,95.016468,-0.830893,0
pplu,95.049744,-0.89974,0
pplu,95.082749,-1.009599,0
pplu,95.116299,-1.139102,0
pplu,95.149912,-1.201069,0
pplu,95.183462,-1.226806,0
pplu,95.216836,-1.252407,0
pplu,95.250141,-1.270518,0
pplu,95.28388,-1.243028,0
pplu,95.317494,-1.230594,0
pplu,95.351157,-1.19415,0
pplu,95.384788,-1.262914,0
pplu,95.418503,-1.237639,0
pplu,95.45221,-1.316687,0
pplu,95.485548,-1.451572,0
pplu,95.518754,-1.523784,0
pplu,95.552023,-1.575296,0
pplu,95.585412,-1.58753,0
pplu,95.61874,-1.676635,0
pplu,95.651979,-1.529528,0
pplu,95.685154,-1.453664,0
pplu,95.71849,-1.512403,0
pplu,95.75189,-1.553251,0
pplu,95.785237,-1.565015,0
pplu,95.818785,-1.610468,0
pplu,95.852654,-1.765523,0
pplu,95.886472,-1.752896,0
pplu,95.920236,-1.778515,0
pplu,95.953857,-1.789205,0
pplu,95.987422,-1.860923,0
pplu,96.020976,-1.91543,0
pplu,96.054101,-1.824714,0
pplu,96.087432,-1.889546,0
pplu,96.120907,-1.798471,0
pplu,96.15434,-1.80257,0
pplu,96.187867,-1.775571,0
pplu,96.221092,-1.762858,0
pplu,96.254559,-1.785882,0
pplu,96.287988,-1.71553,0
pplu,96.321413,-1.751748,0
pplu,96.354978,-1.777112,0
pplu,96.388587,-1.724579,0
pplu,96.422321,-1.658931,0
pplu,96.455923,-1.66363,0
pplu,96.489528,-1.739287,0
pplu,96.52312,-1.794325,0
pplu,96.556391,-1.786328,0
pplu,96.589226,-1.872068,0
pplu,96.621951,-1.944863,0
pplu,96.654907,-2.103456,0
pplu,96.68797,-2.158723,0
pplu,96.721241,-2.09307,0
pplu,96.754557,-2.025065,0
pplu,96.787984,-1.975357,0
pplu,96.821862,-1.968936,0
pplu,96.855605,-1.916645,0
pplu,96.88909,-1.987345,0
pplu,96.922539,-2.0972,0
pplu,96.955891,-2.219874,0
pplu,96.989812,-2.162784,0
pplu,97.023329,-2.144286,0
pplu,97.057049,-2.151529,0
pplu,97.090906,-2.109666,0
pplu,97.124558,-2.038657,0
pplu,97.158473,-2.036655,0
pplu,97.191934,-2.153077,0
pplu,97.225169,-2.178855,0
pplu,97.258081,-2.193129,0
pplu,97.29141,-2.078741,0
pplu,97.324554,-2.120934,0
pplu,97.357894,-2.141442,0
pplu,97.391188,-2.222143,0
pplu,97.42475,-2.239522,0
pplu,97.458649,-2.200202,0
pplu,97.491943,-2.273956,0
pplu,97.525638,-2.255539,0
pplu,97.558967,-2.165539,0
pplu,97.592316,-2.027547,0
pplu,97.625773,-1.987457,0
pplu,97.659094,-1.882691,0
pplu,97.692509,-1.825321,0
pplu,97.725816,-1.815769,0
pplu,97.759126,-1.730691,0
pplu,97.792508,-1.712371,0
pplu,97.825976,-1.734711,0
