gene,temperature,Cp_kJ/mol/K,replicate
av,66.549876,-0.91773,0
av,66.583051,-0.895901,0
av,66.615894,-0.781377,0
av,66.648982,-0.641488,0
av,66.682165,-0.634377,0
av,66.715406,-0.684658,0
av,66.748728,-0.784025,0
av,66.782163,-0.740649,0
av,66.815548,-0.782247,0
av,66.848818,-0.831212,0
av,66.882382,-0.788048,0
av,66.915984,-0.787057,0
av,66.949438,-0.768701,0
av,66.982909,-0.793772,0
av,67.01631,-0.819334,0
av,67.049625,-0.819439,0
av,67.083086,-0.868775,0
av,67.116469,-0.818349,0
av,67.149773,-0.728335,0
av,67.182954,-0.760603,0
av,67.216197,-0.752893,0
av,67.249389,-0.744977,0
av,67.282389,-0.732748,0
av,67.315552,-0.752228,0
av,67.348871,-0.761692,0
av,67.382264,-0.733347,0
av,67.415802,-0.6803,0
av,67.449537,-0.641428,0
av,67.483177,-0.589597,0
av,67.516661,-0.61564,0
av,67.550118,-0.592846,0
av,67.583427,-0.649141,0
av,67.617032,-0.725317,0
av,67.650663,-0.660843,0
av,67.68424,-0.651427,0
av,67.717976,-0.582241,0
av,67.751627,-0.507833,0
av,67.785283,-0.431091,0
av,67.818938,-0.413222,0
av,67.852501,-0.568346,0
av,67.885768,-0.516829,0
av,67.918915,-0.620795,0
av,67.952311,-0.907905,0
av,67.985713,-1.079144,0
av,68.018858,-1.086507,0
av,68.05184,-1.067912,0
av,68.085087,-1.179308,0
av,68.118248,-1.057212,0
av,68.15117,-0.81486,0
av,68.183922,-0.64121,0
av,68.21682,-0.652667,0
av,68.249839,-0.665473,0
av,68.282919,-0.634242,0
av,68.316153,-0.720872,0
av,68.349385,-0.734376,0
av,68.382836,-0.676876,0
av,68.416254,-0.63619,0
av,68.449541,-0.606641,0
av,68.482927,-0.581315,0
av,68.51608,-0.569581,0
av,68.549414,-0.698716,0
av,68.582912,-0.770596,0
av,68.616494,-0.742468,0
av,68.650146,-0.714542,0
av,68.683703,-0.666303,0
av,68.717359,-0.66422,0
av,68.750869,-0.542939,0
av,68.784241,-0.359918,0
av,68.817533,-0.309555,0
av,68.85066,-0.313612,0
av,68.884148,-0.348374,0
av,68.917581,-0.290348,0
av,68.95099,-0.333029,0
av,68.984153,-0.56011,0
av,69.017443,-0.646892,0
av,69.050852,-0.611589,0
av,69.083962,-0.583559,0
av,69.117398,-0.569263,0
av,69.150758,-0.511122,0
av,69.184526,-0.37759,0
av,69.218058,-0.371651,0
av,69.251589,-0.470748,0
av,69.285154,-0.531475,0
av,69.318513,-0.532873,0
av,69.351934,-0.589109,0
av,69.385224,-0.689386,0
av,69.418352,-0.718151,0
av,69.451858,-0.583249,0
av,69.485199,-0.527483,0
av,69.518405,-0.666715,0
av,69.551697,-0.721501,0
av,69.584899,-0.729101,0
av,69.618312,-0.757535,0
av,69.651473,-0.764065,0
av,69.684695,-0.776448,0
av,69.718103,-0.640893,0
av,69.751614,-0.573394,0
av,69.785113,-0.619199,0
av,69.818531,-0.564938,0
av,69.851721,-0.52033,0
av,69.884905,-0.484922,0
av,69.917969,-0.50102,0
av,69.951012,-0.421557,0
av,69.98444,-0.207171,0
av,70.017574,-0.10009,0
av,70.051049,-0.160158,0
av,70.084575,-0.131955,0
av,70.11808,-0.049429,0
av,70.151639,-0.063466,0
av,70.184917,-0.182603,0
av,70.218436,-0.299406,0
av,70.251689,-0.385498,0
av,70.285024,-0.551244,0
av,70.3184,-0.605934,0
av,70.351718,-0.564002,0
av,70.384926,-0.463116,0
av,70.418326,-0.532373,0
av,70.451724,-0.511868,0
av,70.485178,-0.499088,0
av,70.518561,-0.463126,0
av,70.551846,-0.531621,0
av,70.585357,-0.606637,0
av,70.618572,-0.430184,0
av,70.651984,-0.376221,0
av,70.685358,-0.228329,0
av,70.718753,-0.302076,0
av,70.752258,-0.269307,0
av,70.785834,-0.205403,0
av,70.819657,-0.234919,0
av,70.853289,-0.190193,0
av,70.886833,-0.254,0
av,70.920592,-0.196442,0
av,70.954353,-0.213292,0
av,70.987737,-0.327248,0
av,71.021309,-0.336811,0
av,71.054857,-0.325583,0
av,71.088232,-0.257849,0
av,71.12187,-0.228496,0
av,71.155358,-0.321011,0
av,71.189253,-0.280142,0
av,71.222645,-0.209932,0
av,71.25627,-0.092132,0
av,71.290078,-0.076282,0
av,71.323322,-0.109352,0
av,71.35675,-0.02383,0
av,71.389736,0.086217,0
av,71.422797,0.028327,0
av,71.455885,-0.016221,0
av,71.48896,-0.011476,0
av,71.521885,0.065374,0
av,71.554771,0.13447,0
av,71.587789,0.117187,0
av,71.620873,0.142415,0
av,71.653751,0.070581,0
av,71.686779,0.051428,0
av,71.719914,0.023313,0
av,71.752898,0.000672,0
av,71.786042,0.081431,0
av,71.819381,0.130237,0
av,71.852688,0.096071,0
av,71.886084,0.124647,0
av,71.919536,0.173838,0
av,71.953194,0.176099,0
av,71.986543,0.055254,0
av,72.020055,-0.017555,0
av,72.053664,0.070267,0
av,72.086825,-0.0059,0
av,72.120221,0.04564,0
av,72.153593,0.032523,0
av,72.187284,0.070022,0
av,72.220619,0.125391,0
av,72.254004,0.191687,0
av,72.287544,0.339252,0
av,72.321024,0.268005,0
av,72.354359,0.375865,0
av,72.38786,0.514507,0
av,72.421386,0.523505,0
av,72.454997,0.483765,0
av,72.488624,0.433445,0
av,72.522108,0.428815,0
av,72.555751,0.417233,0
av,72.589214,0.383138,0
av,72.622891,0.4147,0
av,72.65648,0.392185,0
av,72.689986,0.468479,0
av,72.723336,0.610383,0
av,72.756753,0.665906,0
av,72.790162,0.700221,0
av,72.823409,0.713374,0
av,72.856544,0.74648,0
av,72.889802,0.734498,0
av,72.923394,0.734664,0
av,72.956649,0.679927,0
av,72.989971,0.700228,0
av,73.023134,0.728537,0
av,73.056439,0.767072,0
av,73.089801,0.791438,0
av,73.123223,0.747373,0
av,73.15632,0.753186,0
av,73.189184,0.79695,0
av,73.222183,0.921436,0
av,73.25502,1.045938,0
av,73.287882,1.116532,0
av,73.32083,1.208808,0
av,73.354037,1.312568,0
av,73.387349,1.286049,0
av,73.420868,1.180837,0
av,73.454467,1.160874,0
av,73.488168,1.197769,0
av,73.521443,1.239638,0
av,73.554961,1.335115,0
av,73.588412,1.387985,0
av,73.62201,1.45265,0
av,73.655307,1.383044,0
av,73.688553,1.409255,0
av,73.72195,1.446511,0
av,73.755304,1.376951,0
av,73.788744,1.386844,0
av,73.821825,1.438511,0
av,73.855141,1.428549,0
av,73.88845,1.352913,0
av,73.921774,1.344049,0
av,73.95512,1.428343,0
av,73.988332,1.484027,0
av,74.021764,1.436093,0
av,74.055523,1.560108,0
av,74.08911,1.708045,0
av,74.122646,1.752399,0
av,74.156104,1.75289,0
av,74.189695,1.816954,0
av,74.223344,1.943652,0
av,74.256727,1.944151,0
av,74.290187,1.91772,0
av,74.323613,1.973325,0
av,74.357131,1.963981,0
av,74.390743,1.942995,0
av,74.424229,1.994228,0
av,74.457837,2.11049,0
av,74.491153,2.187853,0
av,74.524736,2.203643,0
av,74.558481,2.315078,0
av,74.591919,2.508058,0
av,74.625203,2.582575,0
av,74.65832,2.578115,0
av,74.691618,2.6468,0
av,74.724888,2.599173,0
av,74.758095,2.66533,0
av,74.791448,2.646841,0
av,74.824812,2.640614,0
av,74.857966,2.744543,0
av,74.891185,2.683052,0
av,74.924204,2.832611,0
av,74.957162,2.887293,0
av,74.990198,2.933474,0
av,75.023168,2.961259,0
av,75.056419,2.937536,0
av,75.089613,2.996974,0
av,75.12301,3.005492,0
av,75.156103,3.023814,0
av,75.189389,2.917444,0
av,75.222833,2.977866,0
av,75.256152,3.003999,0
av,75.289566,3.029815,0
av,75.323066,3.030864,0
av,75.356702,3.0478,0
av,75.390189,3.229037,0
av,75.42343,3.280769,0
av,75.456858,3.30269,0
av,75.490253,3.396417,0
av,75.523595,3.451626,0
av,75.557172,3.510577,0
av,75.590624,3.505613,0
av,75.624263,3.530065,0
av,75.657931,3.654256,0
av,75.691633,3.582702,0
av,75.725164,3.549793,0
av,75.758809,3.572165,0
av,75.792291,3.681602,0
av,75.825852,3.827341,0
av,75.859202,3.926146,0
av,75.892778,4.101361,0
av,75.926226,4.259015,0
av,75.959344,4.335124,0
av,75.992663,4.449551,0
av,76.026013,4.500606,0
av,76.059412,4.486865,0
av,76.092576,4.554827,0
av,76.125954,4.509208,0
av,76.159289,4.658987,0
av,76.19258,4.715189,0
av,76.225924,4.699103,0
av,76.259404,4.737064,0
av,76.292849,4.77217,0
av,76.326269,4.944134,0
av,76.359927,4.89712,0
av,76.393291,4.865677,0
av,76.426797,4.971722,0
av,76.460266,5.081842,0
av,76.493505,5.197948,0
av,76.526487,5.261692,0
av,76.559444,5.368538,0
av,76.592691,5.472579,0
av,76.625754,5.612119,0
av,76.658731,5.728532,0
av,76.691823,5.951361,0
av,76.725007,6.13902,0
av,76.758162,6.287789,0
av,76.791312,6.439321,0
av,76.824475,6.456664,0
av,76.857853,6.540377,0
av,76.891232,6.494978,0
av,76.924737,6.463653,0
av,76.958206,6.51864,0
av,76.991824,6.570206,0
av,77.025407,6.657291,0
av,77.058857,6.692763,0
av,77.092522,6.756831,0
av,77.12589,6.909817,0
av,77.159354,6.971878,0
av,77.192746,7.091948,0
av,77.226022,7.146611,0
av,77.259477,7.352754,0
av,77.292781,7.489803,0
av,77.326407,7.681279,0
av,77.360019,7.741371,0
av,77.39341,7.871086,0
av,77.426974,7.990332,0
av,77.460485,7.983424,0
av,77.494057,8.065211,0
av,77.527541,8.02856,0
av,77.560974,8.173475,0
av,77.594686,8.245538,0
av,77.628132,8.505882,0
av,77.661288,8.761243,0
av,77.694366,8.949929,0
av,77.727506,9.148058,0
av,77.760853,9.330999,0
av,77.794232,9.503172,0
av,77.827601,9.460778,0
av,77.861068,9.520838,0
av,77.89448,9.675197,0
av,77.928087,9.822987,0
av,77.961638,9.952006,0
av,77.99516,10.091707,0
av,78.028781,10.411288,0
av,78.062406,10.63925,0
av,78.09602,10.769639,0
av,78.129232,10.850597,0
av,78.162166,11.058301,0
av,78.194974,11.207194,0
av,78.22779,11.265845,0
av,78.260653,11.450757,0
av,78.293706,11.559988,0
av,78.326998,11.819165,0
av,78.360629,11.857252,0
av,78.394003,11.972943,0
av,78.427688,12.181684,0
av,78.461168,12.238854,0
av,78.494749,12.453975,0
av,78.528199,12.631185,0
av,78.561415,12.879651,0
av,78.594994,13.08156,0
av,78.628221,13.273748,0
av,78.661424,13.464933,0
av,78.694647,13.568003,0
av,78.727894,13.694252,0
av,78.761048,13.817479,0
av,78.794109,13.991168,0
av,78.827183,14.088522,0
av,78.860642,14.195557,0
av,78.89394,14.355698,0
av,78.927228,14.544737,0
av,78.960752,14.797342,0
av,78.994138,15.12233,0
av,79.027733,15.439801,0
av,79.061109,15.697464,0
av,79.094465,16.07957,0
av,79.128161,16.36282,0
av,79.161503,16.66768,0
av,79.195106,16.77673,0
av,79.228752,16.954092,0
av,79.262314,17.262605,0
av,79.295857,17.433956,0
av,79.329156,17.6096,0
av,79.362577,17.690457,0
av,79.395978,18.005328,0
av,79.429178,18.283064,0
av,79.462576,18.475679,0
av,79.495607,18.757785,0
av,79.528748,19.079059,0
av,79.562097,19.477442,0
av,79.595412,19.599019,0
av,79.62887,19.819188,0
av,79.66204,20.155085,0
av,79.69575,20.389663,0
av,79.729244,20.600738,0
av,79.762764,20.859063,0
av,79.796195,21.268234,0
av,79.829365,21.676835,0
av,79.862489,21.937751,0
av,79.895687,22.235221,0
av,79.928951,22.552967,0
av,79.962253,22.763584,0
av,79.995636,23.098516,0
av,80.02917,23.451138,0
av,80.06285,23.825512,0
av,80.096311,24.252185,0
av,80.129843,24.711024,0
av,80.163315,25.157537,0
av,80.196837,25.49307,0
av,80.230215,25.842042,0
av,80.263456,26.226457,0
av,80.296724,26.615263,0
av,80.329979,27.034772,0
av,80.363192,27.506207,0
av,80.396172,27.957729,0
av,80.429199,28.484304,0
av,80.46265,28.949031,0
av,80.495939,29.322221,0
av,80.529242,29.609583,0
av,80.562587,29.96836,0
av,80.596146,30.35135,0
av,80.629675,30.69361,0
av,80.663162,31.052321,0
av,80.696923,31.477222,0
av,80.730695,31.901998,0
av,80.764283,32.224596,0
av,80.797754,32.553672,0
av,80.831448,32.960761,0
av,80.864902,33.432586,0
av,80.898332,33.940285,0
av,80.931734,34.556681,0
av,80.965164,35.273785,0
av,80.99875,35.856837,0
av,81.032044,36.416716,0
av,81.065445,36.964946,0
av,81.098835,37.41179,0
av,81.131943,37.887399,0
av,81.165253,38.335676,0
av,81.19834,39.008815,0
av,81.231476,39.526487,0
av,81.264625,40.097848,0
av,81.297841,40.836403,0
av,81.331183,41.442878,0
av,81.364458,42.054332,0
av,81.397693,42.68327,0
av,81.43127,43.288617,0
av,81.464868,43.915374,0
av,81.498198,44.44768,0
av,81.531276,44.967591,0
av,81.564413,45.524616,0
av,81.597508,45.96515,0
av,81.630425,46.513613,0
av,81.663258,47.048511,0
av,81.696181,47.640281,0
av,81.729793,48.291642,0
av,81.763175,49.015693,0
av,81.796897,49.767625,0
av,81.830931,50.5241,0
av,81.864941,51.210124,0
av,81.898843,51.921891,0
av,81.932533,52.701292,0
av,81.966112,53.338082,0
av,81.999413,53.958327,0
av,82.032466,54.728656,0
av,82.065487,55.635284,0
av,82.098807,56.440572,0
av,82.131906,57.232035,0
av,82.165068,58.132073,0
av,82.198555,59.084116,0
av,82.231854,59.833375,0
av,82.265233,60.775219,0
av,82.298687,61.734441,0
av,82.332083,62.511293,0
av,82.365712,63.311385,0
av,82.399304,64.088565,0
av,82.432781,65.048288,0
av,82.466453,65.741481,0
av,82.499796,66.508635,0
av,82.53322,67.442078,0
av,82.566546,68.299655,0
av,82.599537,69.073024,0
av,82.632844,69.851899,0
av,82.665978,70.81637,0
av,82.698872,71.863258,0
av,82.732104,72.878926,0
av,82.765328,73.944348,0
av,82.798773,75.159308,0
av,82.832229,76.29132,0
av,82.865588,77.423813,0
av,82.8993,78.359691,0
av,82.9328,79.297734,0
av,82.966336,80.322506,0
av,82.999747,81.399208,0
av,83.033456,82.494738,0
av,83.066966,83.506301,0
av,83.100546,84.586409,0
av,83.134181,85.667424,0
av,83.16773,86.796044,0
av,83.201023,87.868824,0
av,83.233874,88.871309,0
av,83.267021,89.864228,0
av,83.30016,91.045889,0
av,83.333271,92.391969,0
av,83.366474,93.589092,0
av,83.399728,94.715577,0
av,83.433067,95.929885,0
av,83.466206,97.249904,0
av,83.499511,98.497612,0
av,83.532588,99.577499,0
av,83.565855,100.725242,0
av,83.599342,101.957291,0
av,83.632827,103.37015,0
av,83.66639,104.694217,0
av,83.699813,105.899343,0
av,83.733248,107.253514,0
av,83.766638,108.588312,0
av,83.799948,110.056638,0
av,83.833383,111.281427,0
av,83.866938,112.693157,0
av,83.900108,114.152004,0
av,83.933631,115.492358,0
av,83.966966,116.839182,0
av,84.000339,118.117142,0
av,84.033604,119.430104,0
av,84.066873,120.521625,0
av,84.10061,121.859109,0
av,84.134145,123.278024,0
av,84.167779,124.645248,0
av,84.201319,125.937765,0
av,84.234721,127.203824,0
av,84.268324,128.527402,0
av,84.301486,129.81897,0
av,84.334744,131.110544,0
av,84.367884,132.504658,0
av,84.401229,133.942438,0
av,84.435024,135.398188,0
av,84.468549,136.802113,0
av,84.5024,138.014775,0
av,84.536101,139.340832,0
av,84.569624,140.700709,0
av,84.603277,142.050354,0
av,84.636534,143.401865,0
av,84.669769,144.81832,0
av,84.703047,146.200731,0
av,84.736387,147.546678,0
av,84.769677,148.816464,0
av,84.80308,150.111931,0
av,84.836439,151.373189,0
av,84.869498,152.527039,0
av,84.902496,153.886338,0
av,84.935523,155.067945,0
av,84.968893,156.307385,0
av,85.001717,157.424606,0
av,85.034611,158.579274,0
av,85.067918,159.852982,0
av,85.101149,160.941855,0
av,85.134349,162.077924,0
av,85.167478,163.107471,0
av,85.200943,164.259339,0
av,85.234463,165.436426,0
av,85.267862,166.514166,0
av,85.301282,167.624502,0
av,85.334676,168.692577,0
av,85.368031,169.761319,0
av,85.401353,170.641363,0
av,85.434648,171.580187,0
av,85.468005,172.498476,0
av,85.50129,173.329008,0
av,85.534452,174.126683,0
av,85.567677,174.907507,0
av,85.600706,175.77274,0
av,85.633931,176.498838,0
av,85.667286,177.127628,0
av,85.700721,177.826812,0
av,85.734259,178.560937,0
av,85.767834,179.165769,0
av,85.801596,179.699204,0
av,85.835144,180.033317,0
av,85.868347,180.46355,0
av,85.901574,180.924472,0
av,85.934968,181.128707,0
av,85.968528,181.309351,0
av,86.001929,181.453478,0
av,86.035154,181.707155,0
av,86.068532,181.879223,0
av,86.101948,181.764654,0
av,86.135397,181.696227,0
av,86.168584,181.576568,0
av,86.201967,181.349913,0
av,86.235601,181.014453,0
av,86.269388,180.663826,0
av,86.302946,180.440329,0
av,86.336368,180.236482,0
av,86.369876,180.023202,0
av,86.40314,179.728047,0
av,86.436537,179.322503,0
av,86.469949,178.729171,0
av,86.503295,178.034432,0
av,86.536129,177.211632,0
av,86.568969,176.228772,0
av,86.602138,175.222929,0
av,86.634884,174.325675,0
av,86.667813,173.438916,0
av,86.700766,172.402813,0
av,86.734208,171.347117,0
av,86.767495,170.194595,0
av,86.800895,168.969322,0
av,86.83458,167.57642,0
av,86.867766,166.078964,0
av,86.901314,164.577442,0
av,86.934809,162.974168,0
av,86.968072,161.343209,0
av,87.001176,159.727409,0
av,87.034334,158.050874,0
av,87.067479,156.26033,0
av,87.100572,154.416279,0
av,87.133593,152.558113,0
av,87.166924,150.690255,0
av,87.200228,148.708099,0
av,87.233608,146.611547,0
av,87.267014,144.466092,0
av,87.300358,142.28551,0
av,87.333734,139.989073,0
av,87.367077,137.638317,0
av,87.400656,135.191048,0
av,87.433827,132.923292,0
av,87.467357,130.553627,0
av,87.500989,128.075604,0
av,87.534603,125.651088,0
av,87.568299,123.300625,0
av,87.601688,120.991371,0
av,87.635209,118.373658,0
av,87.66888,115.655303,0
av,87.702271,113.121746,0
av,87.735813,110.412462,0
av,87.769303,107.470275,0
av,87.802721,104.54514,0
av,87.836276,101.724648,0
av,87.869633,99.034385,0
av,87.9031,96.109628,0
av,87.936572,93.363648,0
av,87.970172,90.719255,0
av,88.003835,88.12222,0
av,88.037504,85.466457,0
av,88.070753,82.792291,0
av,88.104075,80.170101,0
av,88.137364,77.477121,0
av,88.170402,74.82963,0
av,88.203257,72.083677,0
av,88.235943,69.464545,0
av,88.269031,66.942035,0
av,88.302183,64.33119,0
av,88.335387,61.771648,0
av,88.368768,59.293635,0
av,88.40232,56.865095,0
av,88.435624,54.421757,0
av,88.469118,52.024515,0
av,88.502395,49.747678,0
av,88.535612,47.517377,0
av,88.568912,45.287622,0
av,88.602301,43.20727,0
av,88.63615,41.109244,0
av,88.669757,38.963363,0
av,88.703471,36.913587,0
av,88.737089,34.990471,0
av,88.770436,33.139606,0
av,88.803814,31.122081,0
av,88.836971,29.226037,0
av,88.87031,27.539233,0
av,88.90374,26.018407,0
av,88.937216,24.355675,0
av,88.970978,22.738581,0
av,89.004625,21.348382,0
av,89.038336,19.97936,0
av,89.071992,18.635214,0
av,89.105536,17.318367,0
av,89.138958,16.240043,0
av,89.172317,15.237377,0
av,89.205665,14.044861,0
av,89.23899,12.929801,0
av,89.272121,11.818755,0
av,89.305337,10.866433,0
av,89.338623,9.876829,0
av,89.371814,8.913171,0
av,89.404999,8.186378,0
av,89.438394,7.596964,0
av,89.471815,7.016588,0
av,89.505076,6.296182,0
av,89.538448,5.609968,0
av,89.571947,5.01315,0
av,89.605555,4.510283,0
av,89.639046,3.996044,0
av,89.672672,3.623036,0
av,89.706272,3.241921,0
av,89.74019,2.943911,0
av,89.773773,2.56542,0
av,89.807227,2.235686,0
av,89.840639,1.956012,0
av,89.873536,1.648316,0
av,89.906539,1.474347,0
av,89.9393,1.187283,0
av,89.972347,0.895918,0
av,90.005784,0.799228,0
av,90.03914,0.661116,0
av,90.072816,0.497799,0
av,90.106429,0.340655,0
av,90.139868,0.314095,0
av,90.173615,0.353641,0
av,90.207108,0.22798,0
av,90.240455,0.149997,0
av,90.27394,0.098065,0
av,90.307543,-0.002906,0
av,90.341164,-0.120414,0
av,90.37456,-0.14441,0
av,90.407807,-0.152788,0
av,90.441275,-0.138844,0
av,90.474681,-0.023739,0
av,90.507789,0.02164,0
av,90.540783,-0.004597,0
av,90.573792,-0.05061,0
av,90.606831,-0.154034,0
av,90.640143,-0.087909,0
av,90.673247,-0.174361,0
av,90.706674,-0.241783,0
av,90.740312,-0.180362,0
av,90.773632,-0.036372,0
av,90.807025,0.041499,0
av,90.84017,-0.00232,0
av,90.873677,-0.011084,0
av,90.907165,-0.030342,0
av,90.940675,0.008542,0
av,90.97426,-0.109175,0
av,91.00778,-0.238537,0
av,91.041405,-0.369359,0
av,91.074883,-0.459758,0
av,91.108439,-0.434676,0
av,91.14197,-0.460673,0
av,91.175636,-0.37913,0
av,91.209205,-0.28193,0
av,91.242595,-0.1955,0
av,91.276019,-0.032223,0
av,91.309337,-0.012236,0
av,91.342781,-0.027454,0
av,91.376034,-0.055436,0
av,91.409379,-0.060265,0
av,91.442898,-0.028049,0
av,91.476459,-0.085372,0
av,91.509896,-0.138771,0
av,91.543224,-0.050272,0
av,91.57597,-0.004797,0
av,91.609071,-0.013732,0
av,91.641825,-0.05401,0
av,91.674637,0.012409,0
av,91.707528,0.135233,0
av,91.740292,-0.040658,0
av,91.773726,-0.030036,0
av,91.806806,0.03891,0
av,91.840271,0.167568,0
av,91.873654,0.151739,0
av,91.90722,0.177286,0
av,91.940769,0.288149,0
av,91.974315,0.212403,0
av,92.007974,0.207036,0
av,92.041327,0.162164,0
av,92.074707,0.014855,0
av,92.107951,-0.147867,0
av,92.141412,-0.164916,0
av,92.174864,-0.10127,0
av,92.208137,-0.006882,0
av,92.24177,-0.004429,0
av,92.2752,0.168058,0
av,92.308552,0.215396,0
av,92.341813,0.170716,0
av,92.375203,0.184502,0
av,92.408812,0.136956,0
av,92.442097,0.187504,0
av,92.475666,0.144588,0
av,92.509121,0.210543,0
av,92.542465,0.298094,0
av,92.575804,0.307223,0
av,92.609059,0.268722,0
av,92.64241,0.200376,0
av,92.675806,0.160901,0
av,92.709131,0.201256,0
av,92.742612,0.184169,0
av,92.776221,0.118903,0
av,92.809623,0.003876,0
av,92.843195,-0.054304,0
av,92.876449,-0.136898,0
av,92.910127,-0.184999,0
av,92.943897,-0.202716,0
av,92.977155,-0.256878,0
av,93.010548,-0.144461,0
av,93.04394,-0.159931,0
av,93.077549,-0.217022,0
av,93.110803,-0.269479,0
av,93.144025,-0.204006,0
av,93.177454,-0.16064,0
av,93.210857,-0.211178,0
av,93.243791,-0.204565,0
av,93.276683,-0.103091,0
av,93.309912,-0.085667,0
av,93.343281,-0.140316,0
av,93.376462,-0.125338,0
av,93.409941,-0.110613,0
av,93.44345,-0.083522,0
av,93.477039,-0.009921,0
av,93.510485,0.082377,0
av,93.54347,0.189336,0
av,93.576808,0.177338,0
av,93.609844,0.095564,0
av,93.6431,0.002129,0
av,93.676188,-0.08585,0
av,93.709253,-0.074599,0
av,93.742614,-0.158334,0
av,93.775803,-0.196666,0
av,93.80917,-0.026749,0
av,93.842498,0.053878,0
av,93.875711,0.180815,0
av,93.909202,0.153195,0
av,93.942452,0.172531,0
av,93.976143,0.221776,0
av,94.009706,0.173492,0
av,94.043248,0.249441,0
av,94.077195,0.253104,0
av,94.110834,0.274134,0
av,94.144426,0.394253,0
av,94.177793,0.437909,0
av,94.211226,0.470361,0
av,94.244777,0.420806,0
av,94.278057,0.398321,0
av,94.311585,0.322791,0
av,94.345247,0.171746,0
av,94.378668,0.247187,0
av,94.411954,0.300671,0
av,94.445358,0.372508,0
av,94.478652,0.393025,0
av,94.511769,0.451723,0
av,94.545287,0.551596,0
av,94.578779,0.413195,0
av,94.61235,0.224964,0
av,94.645847,0.145152,0
av,94.679808,-0.011889,0
av,94.71347,-0.09014,0
av,94.746814,-0.083182,0
av,94.780114,-0.090978,0
av,94.813632,-0.011032,0
av,94.847252,1.00E-06,0
av,50.772596,0,1
av,50.805887,-0.094172,1
av,50.838955,-0.155235,1
av,50.872502,-0.070973,1
av,50.905997,-0.01549,1
av,50.939304,-0.025095,1
av,50.972676,-0.174836,1
av,51.006075,-0.182172,1
av,51.039633,-0.241418,1
av,51.072926,-0.288184,1
av,51.106462,-0.316068,1
av,51.140025,-0.364326,1
av,51.17361,-0.373913,1
av,51.207211,-0.478521,1
av,51.240625,-0.376446,1
av,51.273967,-0.371559,1
av,51.307346,-0.446644,1
av,51.340777,-0.515407,1
av,51.374245,-0.456409,1
av,51.407677,-0.346842,1
av,51.441266,-0.410344,1
av,51.4748,-0.435396,1
av,51.508221,-0.478403,1
av,51.54164,-0.345203,1
av,51.574573,-0.286483,1
av,51.607522,-0.268387,1
av,51.640406,-0.11908,1
av,51.6734,0.017076,1
av,51.706509,0.171569,1
av,51.739474,0.277494,1
av,51.772762,0.261577,1
av,51.806176,0.235508,1
av,51.83961,0.124122,1
av,51.873052,0.030796,1
av,51.906252,-0.123702,1
av,51.939764,-0.274114,1
av,51.973104,-0.181042,1
av,52.006415,-0.120122,1
av,52.03976,-0.091759,1
av,52.07314,-0.086533,1
av,52.106705,0.057879,1
av,52.140112,0.144315,1
av,52.173646,0.067398,1
av,52.207167,0.083919,1
av,52.240654,0.036597,1
av,52.273984,-0.004209,1
av,52.307264,-0.142856,1
av,52.340424,-0.210926,1
av,52.373688,-0.213324,1
av,52.406979,-0.271771,1
av,52.440506,-0.222913,1
av,52.474108,-0.246727,1
av,52.507557,-0.19813,1
av,52.541102,-0.266139,1
av,52.574547,-0.348635,1
av,52.607989,-0.30398,1
av,52.641355,-0.374643,1
av,52.674975,-0.279006,1
av,52.708522,-0.291924,1
av,52.742082,-0.233333,1
av,52.775803,-0.16779,1
av,52.809411,-0.191625,1
av,52.842971,-0.161542,1
av,52.876211,-0.177352,1
av,52.909717,-0.191457,1
av,52.943204,-0.208164,1
av,52.976751,-0.23541,1
av,53.010076,-0.244889,1
av,53.043367,-0.276577,1
av,53.076597,-0.38576,1
av,53.1097,-0.372249,1
av,53.142926,-0.349909,1
av,53.175941,-0.382853,1
av,53.209041,-0.329885,1
av,53.24206,-0.221839,1
av,53.27529,-0.082439,1
av,53.308626,-0.076302,1
av,53.341807,-0.069105,1
av,53.374921,0.002845,1
av,53.408313,-0.111935,1
av,53.441754,-0.227711,1
av,53.475159,-0.305577,1
av,53.508529,-0.31723,1
av,53.542044,-0.257447,1
av,53.575652,-0.327622,1
av,53.609001,-0.320173,1
av,53.64257,-0.255209,1
av,53.676321,-0.203242,1
av,53.709573,-0.183199,1
av,53.742967,-0.26523,1
av,53.77622,-0.286069,1
av,53.809811,-0.271485,1
av,53.843303,-0.374667,1
av,53.876592,-0.331474,1
av,53.91019,-0.330682,1
av,53.943502,-0.270019,1
av,53.976934,-0.259946,1
av,54.010226,-0.24977,1
av,54.043366,-0.171603,1
av,54.076636,-0.275562,1
av,54.109956,-0.337009,1
av,54.143399,-0.429013,1
av,54.176755,-0.401273,1
av,54.210253,-0.298493,1
av,54.243872,-0.219862,1
av,54.277327,-0.142571,1
av,54.310881,-0.053681,1
av,54.344437,-0.042292,1
av,54.378198,-0.048317,1
av,54.411522,-0.043327,1
av,54.444826,-0.183121,1
av,54.478139,-0.196086,1
av,54.511373,-0.20919,1
av,54.544704,-0.185982,1
av,54.577846,-0.121189,1
av,54.611404,-0.173069,1
av,54.644946,-0.019323,1
av,54.678458,-0.07758,1
av,54.712038,-0.045799,1
av,54.745491,0.034392,1
av,54.778834,0.008936,1
av,54.812097,0.088444,1
av,54.845353,-0.031619,1
av,54.878314,0.07215,1
av,54.911451,0.115549,1
