temperature,well,gene,value
90.07102362,B5,pplu,1.703250282
90.69023622,B5,pplu,0.198351813
91.30944882,B5,pplu,0.01109962
91.92866142,B5,pplu,0.065377828
92.54787402,B5,pplu,0.026726787
93.16708661,B5,pplu,0.01232734
93.78629921,B5,pplu,0.033514993
94.40551181,B5,pplu,0.022551674
95.02472441,B5,pplu,0.005765433
95.64393701,B5,pplu,0.036332351
96.26314961,B5,pplu,0.01677632
96.8823622,B5,pplu,-0.00224949
97.5015748,B5,pplu,0.035443919
98.1207874,B5,pplu,0.028425087
98.74,B5,pplu,0.028425087
20.1,B6,cgre,18.44979143
20.7192126,B6,cgre,18.44979143
21.3384252,B6,cgre,6.279625413
21.9576378,B6,cgre,1.040324071
22.57685039,B6,cgre,-0.401404081
23.19606299,B6,cgre,-2.826145715
23.81527559,B6,cgre,-4.43862959
24.43448819,B6,cgre,-4.56607276
25.05370079,B6,cgre,-5.458908259
25.67291339,B6,cgre,-7.072959837
26.29212598,B6,cgre,-8.368983798
26.91133858,B6,cgre,-8.906728264
27.53055118,B6,cgre,-9.372690715
28.14976378,B6,cgre,-10.73525045
28.76897638,B6,cgre,-12.47391306
29.38818898,B6,cgre,-13.54697101
30.00740157,B6,cgre,-13.59446475
30.62661417,B6,cgre,-13.61361283
31.24582677,B6,cgre,-14.95071507
31.86503937,B6,cgre,-15.88338382
32.48425197,B6,cgre,-15.65663756
33.10346457,B6,cgre,-15.5960757
33.72267717,B6,cgre,-15.88817623
34.34188976,B6,cgre,-16.63661356
34.96110236,B6,cgre,-17.12585097
35.58031496,B6,cgre,-17.48320869
36.19952756,B6,cgre,-18.18664887
36.81874016,B6,cgre,-18.99294699
37.43795276,B6,cgre,-19.53202252
38.05716535,B6,cgre,-19.84996808
38.67637795,B6,cgre,-20.99059496
39.29559055,B6,cgre,-21.50057858
39.91480315,B6,cgre,-21.68059942
40.53401575,B6,cgre,-22.62328695
41.15322835,B6,cgre,-23.60402256
41.77244094,B6,cgre,-25.1560177
42.39165354,B6,cgre,-26.02905215
43.01086614,B6,cgre,-26.42871949
43.63007874,B6,cgre,-27.18759109
44.24929134,B6,cgre,-27.53361196
44.86850394,B6,cgre,-24.4638716
45.48771654,B6,cgre,-14.92658914
46.10692913,B6,cgre,-4.492830574
46.72614173,B6,cgre,0.065560723
47.34535433,B6,cgre,1.160841005
47.96456693,B6,cgre,2.233907963
48.58377953,B6,cgre,2.710860562
49.20299213,B6,cgre,2.879519596
49.82220472,B6,cgre,3.241136155
50.44141732,B6,cgre,3.473610952
51.06062992,B6,cgre,3.825157309
51.67984252,B6,cgre,4.840639439
52.29905512,B6,cgre,5.985234261
52.91826772,B6,cgre,6.575557082
53.53748031,B6,cgre,7.479805437
54.15669291,B6,cgre,8.719239472
54.77590551,B6,cgre,9.335737033
55.39511811,B6,cgre,10.30918409
56.01433071,B6,cgre,12.17310946
56.63354331,B6,cgre,13.40506174
57.25275591,B6,cgre,14.42454551
57.8719685,B6,cgre,15.99045012
58.4911811,B6,cgre,17.92134568
59.1103937,B6,cgre,20.09378324
59.7296063,B6,cgre,22.06539816
60.3488189,B6,cgre,23.97250041
60.9680315,B6,cgre,25.69336049
61.58724409,B6,cgre,28.03465431
62.20645669,B6,cgre,30.95877534
62.82566929,B6,cgre,33.32552314
63.44488189,B6,cgre,36.1643181
64.06409449,B6,cgre,40.58720377
64.68330709,B6,cgre,46.81411209
65.30251969,B6,cgre,56.085165
65.92173228,B6,cgre,67.44867716
66.54094488,B6,cgre,79.18638648
67.16015748,B6,cgre,90.99789151
67.77937008,B6,cgre,103.9722261
68.39858268,B6,cgre,121.2446573
69.01779528,B6,cgre,143.746872
69.63700787,B6,cgre,172.6257976
70.25622047,B6,cgre,210.5875358
70.87543307,B6,cgre,259.1944743
71.49464567,B6,cgre,316.5258521
72.11385827,B6,cgre,375.3434305
72.73307087,B6,cgre,420.9803333
73.35228346,B6,cgre,425.4211472
73.97149606,B6,cgre,363.259719
74.59070866,B6,cgre,244.1021574
75.20992126,B6,cgre,119.0655355
75.82913386,B6,cgre,38.50906925
76.44834646,B6,cgre,7.230851359
77.06755906,B6,cgre,0.636835606
77.68677165,B6,cgre,0.18310444
78.30598425,B6,cgre,0.211712072
78.92519685,B6,cgre,0.273987953
79.54440945,B6,cgre,0.308002131
80.16362205,B6,cgre,0.249293229
80.78283465,B6,cgre,0.2223312
81.40204724,B6,cgre,0.225821081
82.02125984,B6,cgre,0.199003195
82.64047244,B6,cgre,0.216939602
83.25968504,B6,cgre,0.189503504
83.87889764,B6,cgre,0.112535496
84.49811024,B6,cgre,0.059438989
85.11732283,B6,cgre,0.088226625
85.73653543,B6,cgre,0.095831674
86.35574803,B6,cgre,0.02101587
86.97496063,B6,cgre,0.041728627
87.59417323,B6,cgre,0.044661539
88.21338583,B6,cgre,0.007334915
88.83259843,B6,cgre,0.038899333
89.45181102,B6,cgre,0.032510008
90.07102362,B6,cgre,-0.000171163
90.69023622,B6,cgre,-0.000369796
91.30944882,B6,cgre,0.026886714
91.92866142,B6,cgre,0.036439399
92.54787402,B6,cgre,0.014519613
93.16708661,B6,cgre,0.014917525
93.78629921,B6,cgre,0.035445116
94.40551181,B6,cgre,0.027223371
95.02472441,B6,cgre,-0.007441607
95.64393701,B6,cgre,0.006190373
96.26314961,B6,cgre,0.038811512
96.8823622,B6,cgre,0.005212672
97.5015748,B6,cgre,-0.009177235
98.1207874,B6,cgre,0.020104735
98.74,B6,cgre,0.020104735
20.1,C1,blank,0.028146764
20.7192126,C1,blank,0.028146764
21.3384252,C1,blank,0.011785734
21.9576378,C1,blank,-0.010687585
22.57685039,C1,blank,-0.009876021
23.19606299,C1,blank,0.029281112
23.81527559,C1,blank,0.037085719
24.43448819,C1,blank,-0.002773584
25.05370079,C1,blank,-0.027258969
25.67291339,C1,blank,-0.006329839
26.29212598,C1,blank,0.004198679
26.91133858,C1,blank,-0.00710033
27.53055118,C1,blank,0.014806097
28.14976378,C1,blank,-0.004902979
28.76897638,C1,blank,-0.016375506
29.38818898,C1,blank,0.042136194
30.00740157,C1,blank,0.054228298
30.62661417,C1,blank,0.01385241
31.24582677,C1,blank,-0.040068589
31.86503937,C1,blank,-0.068395933
32.48425197,C1,blank,-0.016869797
33.10346457,C1,blank,0.037298758
33.72267717,C1,blank,0.031223535
34.34188976,C1,blank,0.008862757
34.96110236,C1,blank,-0.012075619
35.58031496,C1,blank,-0.008752013
36.19952756,C1,blank,-0.011651828
36.81874016,C1,blank,-0.021455864
37.43795276,C1,blank,-0.003697028
38.05716535,C1,blank,0.031325039
38.67637795,C1,blank,0.036090532
39.29559055,C1,blank,0.005065348
39.91480315,C1,blank,-0.022008626
40.53401575,C1,blank,-0.008373151
41.15322835,C1,blank,0.047634572
41.77244094,C1,blank,0.032129384
42.39165354,C1,blank,-0.01242153
43.01086614,C1,blank,-0.029334258
43.63007874,C1,blank,-0.044187822
44.24929134,C1,blank,0.019648817
44.86850394,C1,blank,0.005702428
45.48771654,C1,blank,-0.038878296
46.10692913,C1,blank,0.018851335
46.72614173,C1,blank,0.052988986
47.34535433,C1,blank,0.025977474
47.96456693,C1,blank,0.001457035
48.58377953,C1,blank,0.02296261
49.20299213,C1,blank,0.017490481
49.82220472,C1,blank,-0.000844536
50.44141732,C1,blank,0.031234134
51.06062992,C1,blank,0.039373028
51.67984252,C1,blank,-0.013756369
52.29905512,C1,blank,-0.03835715
52.91826772,C1,blank,-0.016714194
53.53748031,C1,blank,0.047279196
54.15669291,C1,blank,0.104192665
54.77590551,C1,blank,0.001985138
55.39511811,C1,blank,-0.063667844
56.01433071,C1,blank,0.031675838
56.63354331,C1,blank,0.025321485
57.25275591,C1,blank,-0.034721409
57.8719685,C1,blank,-0.012618157
58.4911811,C1,blank,0.035267524
59.1103937,C1,blank,0.046524077
59.7296063,C1,blank,0.018622805
60.3488189,C1,blank,-0.0130264
60.9680315,C1,blank,0.006663278
61.58724409,C1,blank,0.060706698
62.20645669,C1,blank,0.052742292
62.82566929,C1,blank,0.003259914
63.44488189,C1,blank,0.006864749
64.06409449,C1,blank,-0.019151177
64.68330709,C1,blank,-0.025667118
65.30251969,C1,blank,0.033956517
65.92173228,C1,blank,0.009562754
66.54094488,C1,blank,-0.015062749
67.16015748,C1,blank,0.005142738
67.77937008,C1,blank,0.029971121
68.39858268,C1,blank,0.018370838
69.01779528,C1,blank,-0.020232599
69.63700787,C1,blank,-0.001476944
70.25622047,C1,blank,0.012829658
70.87543307,C1,blank,0.022046018
71.49464567,C1,blank,0.054508125
72.11385827,C1,blank,0.02053494
72.73307087,C1,blank,-0.032251902
73.35228346,C1,blank,-0.018143241
73.97149606,C1,blank,0.006658878
74.59070866,C1,blank,0.007175143
75.20992126,C1,blank,-0.019513514
75.82913386,C1,blank,-0.029741336
76.44834646,C1,blank,0.027129505
77.06755906,C1,blank,0.075069838
77.68677165,C1,blank,0.017235931
78.30598425,C1,blank,-0.044123659
78.92519685,C1,blank,-0.002047268
79.54440945,C1,blank,0.048759806
80.16362205,C1,blank,0.049669437
80.78283465,C1,blank,0.032963762
81.40204724,C1,blank,0.020093991
82.02125984,C1,blank,0.012810333
82.64047244,C1,blank,0.008987921
83.25968504,C1,blank,0.009900984
83.87889764,C1,blank,0.021294854
84.49811024,C1,blank,0.036389529
85.11732283,C1,blank,0.037265483
85.73653543,C1,blank,0.012312812
86.35574803,C1,blank,-0.006630278
86.97496063,C1,blank,0.012787656
87.59417323,C1,blank,0.022852829
88.21338583,C1,blank,0.015616562
88.83259843,C1,blank,0.032998643
89.45181102,C1,blank,0.039844311
90.07102362,C1,blank,0.014894189
90.69023622,C1,blank,-0.012455793
91.30944882,C1,blank,0.004848676
91.92866142,C1,blank,0.028767775
92.54787402,C1,blank,-0.014015266
93.16708661,C1,blank,-0.02633138
93.78629921,C1,blank,0.014119445
94.40551181,C1,blank,0.055011272
95.02472441,C1,blank,0.046361606
95.64393701,C1,blank,-0.023976476
96.26314961,C1,blank,-0.021829623
96.8823622,C1,blank,0.021748376
97.5015748,C1,blank,0.050575519
98.1207874,C1,blank,0.002175278
98.74,C1,blank,0.002175278
20.1,C2,amac,4.928665467
20.7192126,C2,amac,4.928665467
21.3384252,C2,amac,1.53429209
21.9576378,C2,amac,0.21266154
22.57685039,C2,amac,0.189065687
23.19606299,C2,amac,0.115854267
23.81527559,C2,amac,-0.484390393
24.43448819,C2,amac,-1.135363599
25.05370079,C2,amac,-1.10691115
25.67291339,C2,amac,-0.920233676
26.29212598,C2,amac,-1.266072197
26.91133858,C2,amac,-1.493629261
27.53055118,C2,amac,-1.577372384
28.14976378,C2,amac,-1.777275051
28.76897638,C2,amac,-1.865232207
29.38818898,C2,amac,-2.060380427
30.00740157,C2,amac,-1.979665873
30.62661417,C2,amac,-1.86524194
31.24582677,C2,amac,-2.092602613
31.86503937,C2,amac,-2.104778347
32.48425197,C2,amac,-1.728326025
33.10346457,C2,amac,-1.115235089
33.72267717,C2,amac,-0.91722468
34.34188976,C2,amac,-0.944197786
34.96110236,C2,amac,-0.740906779
35.58031496,C2,amac,-0.354172982
36.19952756,C2,amac,-0.166393801
36.81874016,C2,amac,-0.285774422
37.43795276,C2,amac,-0.428279766
38.05716535,C2,amac,-0.231342091
38.67637795,C2,amac,0.172669262
39.29559055,C2,amac,0.450463573
39.91480315,C2,amac,0.504414013
40.53401575,C2,amac,0.315457581
41.15322835,C2,amac,0.558869767
41.77244094,C2,amac,0.799357667
42.39165354,C2,amac,0.574450811
43.01086614,C2,amac,0.079767509
43.63007874,C2,amac,-0.227921234
44.24929134,C2,amac,0.920515451
44.86850394,C2,amac,3.983521455
45.48771654,C2,amac,7.369746689
46.10692913,C2,amac,9.097806093
46.72614173,C2,amac,9.427964771
47.34535433,C2,amac,9.431260261
47.96456693,C2,amac,9.668143215
48.58377953,C2,amac,10.11199258
49.20299213,C2,amac,10.15760267
49.82220472,C2,amac,10.16165565
50.44141732,C2,amac,10.5891451
51.06062992,C2,amac,10.53126834
51.67984252,C2,amac,10.43279525
52.29905512,C2,amac,10.85241116
52.91826772,C2,amac,10.97552232
53.53748031,C2,amac,10.94510888
54.15669291,C2,amac,10.86258626
54.77590551,C2,amac,11.05101724
55.39511811,C2,amac,11.17279255
56.01433071,C2,amac,11.16087144
56.63354331,C2,amac,11.40216591
57.25275591,C2,amac,11.36107804
57.8719685,C2,amac,11.38660651
58.4911811,C2,amac,11.79434213
59.1103937,C2,amac,11.89619601
59.7296063,C2,amac,11.75374796
60.3488189,C2,amac,11.90874574
60.9680315,C2,amac,12.3856635
61.58724409,C2,amac,12.67240677
62.20645669,C2,amac,12.5779828
62.82566929,C2,amac,12.75837647
63.44488189,C2,amac,13.27290458
64.06409449,C2,amac,13.73799589
64.68330709,C2,amac,14.13851182
65.30251969,C2,amac,14.59219348
65.92173228,C2,amac,14.93219195
66.54094488,C2,amac,15.24542501
67.16015748,C2,amac,15.82158583
67.77937008,C2,amac,16.21958843
68.39858268,C2,amac,16.30279464
69.01779528,C2,amac,16.64821149
69.63700787,C2,amac,17.05560373
70.25622047,C2,amac,17.39442468
70.87543307,C2,amac,17.65225595
71.49464567,C2,amac,17.92549847
72.11385827,C2,amac,18.36026191
72.73307087,C2,amac,18.55363597
73.35228346,C2,amac,18.61552863
73.97149606,C2,amac,18.93747041
74.59070866,C2,amac,19.44637636
75.20992126,C2,amac,19.96942742
75.82913386,C2,amac,20.67844332
76.44834646,C2,amac,21.53468039
77.06755906,C2,amac,22.31792569
77.68677165,C2,amac,23.49700186
78.30598425,C2,amac,25.26418766
78.92519685,C2,amac,27.29009481
79.54440945,C2,amac,29.52999842
80.16362205,C2,amac,31.93430566
80.78283465,C2,amac,34.37325276
81.40204724,C2,amac,36.64994604
82.02125984,C2,amac,38.81764288
82.64047244,C2,amac,40.36875806
83.25968504,C2,amac,40.90272066
83.87889764,C2,amac,39.90510093
84.49811024,C2,amac,36.78507936
85.11732283,C2,amac,31.30628791
85.73653543,C2,amac,23.55814805
86.35574803,C2,amac,15.11566522
86.97496063,C2,amac,8.138466463
87.59417323,C2,amac,3.723459152
88.21338583,C2,amac,1.49264794
88.83259843,C2,amac,0.601971898
89.45181102,C2,amac,0.292859447
90.07102362,C2,amac,0.120997979
90.69023622,C2,amac,0.027275938
91.30944882,C2,amac,0.038210155
91.92866142,C2,amac,0.062668075
92.54787402,C2,amac,0.054838186
93.16708661,C2,amac,0.01893951
93.78629921,C2,amac,-0.002566316
94.40551181,C2,amac,0.017430861
95.02472441,C2,amac,0.049869664
95.64393701,C2,amac,0.012683125
96.26314961,C2,amac,-0.055990247
96.8823622,C2,amac,-0.016676479
97.5015748,C2,amac,0.06034804
98.1207874,C2,amac,0.039546147
98.74,C2,amac,0.039546147
20.1,C3,amacV14L,8.767053602
20.7192126,C3,amacV14L,8.767053602
21.3384252,C3,amacV14L,2.964908885
21.9576378,C3,amacV14L,4.258640914
22.57685039,C3,amacV14L,8.248636958
23.19606299,C3,amacV14L,4.908960195
23.81527559,C3,amacV14L,-0.919900951
24.43448819,C3,amacV14L,-1.92770247
25.05370079,C3,amacV14L,-1.566893748
25.67291339,C3,amacV14L,-2.626461871
26.29212598,C3,amacV14L,-3.430221444
26.91133858,C3,amacV14L,-3.241573313
27.53055118,C3,amacV14L,-3.026384535
28.14976378,C3,amacV14L,-3.144597337
28.76897638,C3,amacV14L,-3.928159594
29.38818898,C3,amacV14L,-4.457295759
30.00740157,C3,amacV14L,-4.072742152
30.62661417,C3,amacV14L,-3.952261153
31.24582677,C3,amacV14L,-4.306216992
31.86503937,C3,amacV14L,-4.197713536
32.48425197,C3,amacV14L,-3.761866573
33.10346457,C3,amacV14L,-3.656916649
33.72267717,C3,amacV14L,-3.598028148
34.34188976,C3,amacV14L,-3.457384136
34.96110236,C3,amacV14L,-3.009569517
35.58031496,C3,amacV14L,-2.55884424
36.19952756,C3,amacV14L,-2.80637075
36.81874016,C3,amacV14L,-3.080542822
37.43795276,C3,amacV14L,-2.994151925
38.05716535,C3,amacV14L,-2.60141775
38.67637795,C3,amacV14L,-2.358299102
39.29559055,C3,amacV14L,-2.501036713
39.91480315,C3,amacV14L,-2.604476553
40.53401575,C3,amacV14L,-2.564689828
41.15322835,C3,amacV14L,-2.554180291
41.77244094,C3,amacV14L,-2.919313041
42.39165354,C3,amacV14L,-3.390926886
43.01086614,C3,amacV14L,-3.438396986
43.63007874,C3,amacV14L,-2.923278713
44.24929134,C3,amacV14L,-1.192827024
44.86850394,C3,amacV14L,2.544724503
45.48771654,C3,amacV14L,6.515485976
46.10692913,C3,amacV14L,8.524341442
46.72614173,C3,amacV14L,9.16418761
47.34535433,C3,amacV14L,9.477035345
47.96456693,C3,amacV14L,9.622180919
48.58377953,C3,amacV14L,9.92956844
49.20299213,C3,amacV14L,10.24568576
49.82220472,C3,amacV14L,10.38398619
50.44141732,C3,amacV14L,10.80151753
51.06062992,C3,amacV14L,11.0552453
51.67984252,C3,amacV14L,10.81968547
52.29905512,C3,amacV14L,10.97581127
52.91826772,C3,amacV14L,11.37142929
53.53748031,C3,amacV14L,11.42436924
54.15669291,C3,amacV14L,11.32651598
54.77590551,C3,amacV14L,11.35071682
55.39511811,C3,amacV14L,11.75530988
56.01433071,C3,amacV14L,12.12076772
56.63354331,C3,amacV14L,12.23992678
57.25275591,C3,amacV14L,12.24554381
57.8719685,C3,amacV14L,12.58349872
58.4911811,C3,amacV14L,13.02019489
59.1103937,C3,amacV14L,13.10027829
59.7296063,C3,amacV14L,13.38463239
60.3488189,C3,amacV14L,13.92323007
60.9680315,C3,amacV14L,14.60379061
61.58724409,C3,amacV14L,15.07973432
62.20645669,C3,amacV14L,15.19975771
62.82566929,C3,amacV14L,15.62101794
63.44488189,C3,amacV14L,16.1968971
64.06409449,C3,amacV14L,16.81844264
64.68330709,C3,amacV14L,17.33220616
65.30251969,C3,amacV14L,17.82240987
65.92173228,C3,amacV14L,18.23170261
66.54094488,C3,amacV14L,18.52631303
67.16015748,C3,amacV14L,18.99623638
67.77937008,C3,amacV14L,19.50631011
68.39858268,C3,amacV14L,19.82265401
69.01779528,C3,amacV14L,19.85082757
69.63700787,C3,amacV14L,20.20951907
70.25622047,C3,amacV14L,20.82725495
70.87543307,C3,amacV14L,21.31983412
71.49464567,C3,amacV14L,21.65768013
72.11385827,C3,amacV14L,21.96841938
72.73307087,C3,amacV14L,22.55787016
73.35228346,C3,amacV14L,23.41770225
73.97149606,C3,amacV14L,24.47710045
74.59070866,C3,amacV14L,25.66326155
75.20992126,C3,amacV14L,27.24697605
75.82913386,C3,amacV14L,29.3859813
76.44834646,C3,amacV14L,31.82850335
77.06755906,C3,amacV14L,34.59520038
77.68677165,C3,amacV14L,37.83020765
78.30598425,C3,amacV14L,41.88285372
78.92519685,C3,amacV14L,46.44090668
79.54440945,C3,amacV14L,50.78310203
80.16362205,C3,amacV14L,54.91383819
80.78283465,C3,amacV14L,58.20847071
81.40204724,C3,amacV14L,59.61011646
82.02125984,C3,amacV14L,58.57068399
82.64047244,C3,amacV14L,53.96082135
83.25968504,C3,amacV14L,45.04308527
83.87889764,C3,amacV14L,32.79198615
84.49811024,C3,amacV14L,20.0731238
85.11732283,C3,amacV14L,10.07606885
85.73653543,C3,amacV14L,4.086152211
86.35574803,C3,amacV14L,1.367559098
86.97496063,C3,amacV14L,0.479592532
87.59417323,C3,amacV14L,0.292360374
88.21338583,C3,amacV14L,0.161315933
88.83259843,C3,amacV14L,0.104175098
89.45181102,C3,amacV14L,0.130875849
90.07102362,C3,amacV14L,0.063313744
90.69023622,C3,amacV14L,0.01013432
91.30944882,C3,amacV14L,0.022914852
91.92866142,C3,amacV14L,0.038585355
92.54787402,C3,amacV14L,0.015109078
93.16708661,C3,amacV14L,-0.001434742
93.78629921,C3,amacV14L,0.01589386
94.40551181,C3,amacV14L,0.055110532
95.02472441,C3,amacV14L,0.061757728
95.64393701,C3,amacV14L,0.012395566
96.26314961,C3,amacV14L,-0.014784999
96.8823622,C3,amacV14L,-0.031603345
97.5015748,C3,amacV14L,-0.001108993
98.1207874,C3,amacV14L,0.073672817
98.74,C3,amacV14L,0.073672817
20.1,C4,av,4.78879703
20.7192126,C4,av,4.78879703
21.3384252,C4,av,0.100523636
21.9576378,C4,av,-2.386061454
22.57685039,C4,av,-3.010289104
23.19606299,C4,av,-3.201488627
23.81527559,C4,av,-3.852376735
24.43448819,C4,av,-4.41085056
25.05370079,C4,av,-4.422212242
25.67291339,C4,av,-4.581348668
26.29212598,C4,av,-4.877576029
26.91133858,C4,av,-5.068395506
27.53055118,C4,av,-5.316710202
28.14976378,C4,av,-5.453903104
28.76897638,C4,av,-5.693547401
29.38818898,C4,av,-5.997835828
30.00740157,C4,av,-6.196042568
30.62661417,C4,av,-6.376944865
31.24582677,C4,av,-6.559474562
31.86503937,C4,av,-6.704493019
32.48425197,C4,av,-6.819932357
33.10346457,C4,av,-7.019965987
33.72267717,C4,av,-7.1883283
34.34188976,C4,av,-7.094273264
34.96110236,C4,av,-7.055136975
35.58031496,C4,av,-7.262785621
36.19952756,C4,av,-7.276502874
36.81874016,C4,av,-7.118126757
37.43795276,C4,av,-7.31726083
38.05716535,C4,av,-7.643810838
38.67637795,C4,av,-7.698377706
39.29559055,C4,av,-7.819239717
39.91480315,C4,av,-8.083374486
40.53401575,C4,av,-8.272813173
41.15322835,C4,av,-8.40251579
41.77244094,C4,av,-8.717920653
42.39165354,C4,av,-9.175743147
43.01086614,C4,av,-9.726747536
43.63007874,C4,av,-9.748168498
44.24929134,C4,av,-7.416838584
44.86850394,C4,av,-4.08601773
45.48771654,C4,av,-2.388907611
46.10692913,C4,av,-1.91510862
46.72614173,C4,av,-1.687497907
47.34535433,C4,av,-1.389340279
47.96456693,C4,av,-1.268944704
48.58377953,C4,av,-1.276144408
49.20299213,C4,av,-1.06303661
49.82220472,C4,av,-0.850048031
50.44141732,C4,av,-0.744809355
51.06062992,C4,av,-0.706002166
51.67984252,C4,av,-0.794636274
52.29905512,C4,av,-0.616255426
52.91826772,C4,av,-0.219840549
53.53748031,C4,av,0.161908917
54.15669291,C4,av,0.340839337
54.77590551,C4,av,-0.021552464
55.39511811,C4,av,0.037131831
56.01433071,C4,av,0.44873621
56.63354331,C4,av,0.669328227
57.25275591,C4,av,1.003121487
57.8719685,C4,av,1.173558062
58.4911811,C4,av,1.388816395
59.1103937,C4,av,1.498586404
59.7296063,C4,av,1.371134658
60.3488189,C4,av,1.761743704
60.9680315,C4,av,2.331986091
61.58724409,C4,av,2.490619471
62.20645669,C4,av,2.419407109
62.82566929,C4,av,2.481368464
63.44488189,C4,av,2.906571441
64.06409449,C4,av,3.287011813
64.68330709,C4,av,3.374232722
65.30251969,C4,av,3.538105483
65.92173228,C4,av,3.811391187
66.54094488,C4,av,4.173577553
67.16015748,C4,av,4.68976959
67.77937008,C4,av,4.984522734
68.39858268,C4,av,5.219419707
69.01779528,C4,av,5.357579778
69.63700787,C4,av,5.617192159
70.25622047,C4,av,6.082428782
70.87543307,C4,av,6.522746174
71.49464567,C4,av,7.138358201
72.11385827,C4,av,7.563421295
72.73307087,C4,av,7.842960359
73.35228346,C4,av,8.459298951
73.97149606,C4,av,9.09192412
74.59070866,C4,av,9.965412514
75.20992126,C4,av,11.12015245
75.82913386,C4,av,12.19723163
76.44834646,C4,av,13.5283347
77.06755906,C4,av,14.83204942
77.68677165,C4,av,15.92662016
78.30598425,C4,av,17.31942089
78.92519685,C4,av,18.96325609
79.54440945,C4,av,20.37579908
80.16362205,C4,av,21.85800282
80.78283465,C4,av,23.66904091
81.40204724,C4,av,25.70064294
82.02125984,C4,av,27.94245216
82.64047244,C4,av,30.38152613
83.25968504,C4,av,33.39833542
83.87889764,C4,av,36.97537182
84.49811024,C4,av,41.47383364
85.11732283,C4,av,47.10563366
85.73653543,C4,av,53.13776577
86.35574803,C4,av,58.99134811
86.97496063,C4,av,63.84631637
87.59417323,C4,av,66.27344986
88.21338583,C4,av,64.32332031
88.83259843,C4,av,56.72927986
89.45181102,C4,av,43.80109561
90.07102362,C4,av,28.32873388
90.69023622,C4,av,14.66166709
91.30944882,C4,av,5.743457107
91.92866142,C4,av,1.595150202
92.54787402,C4,av,0.340248847
93.16708661,C4,av,0.127358225
93.78629921,C4,av,0.063150679
94.40551181,C4,av,0.081867362
95.02472441,C4,av,0.10774615
95.64393701,C4,av,0.025133074
96.26314961,C4,av,-0.02864507
96.8823622,C4,av,-0.004254799
97.5015748,C4,av,0.061186293
98.1207874,C4,av,0.076688615
98.74,C4,av,0.076688615
20.1,C5,pplu,25.05516927
20.7192126,C5,pplu,25.05516927
21.3384252,C5,pplu,24.03636211
21.9576378,C5,pplu,22.02147116
22.57685039,C5,pplu,19.68038355
23.19606299,C5,pplu,17.19280993
23.81527559,C5,pplu,16.02898352
24.43448819,C5,pplu,15.96659238
25.05370079,C5,pplu,15.27360035
25.67291339,C5,pplu,14.8949588
26.29212598,C5,pplu,14.6631449
26.91133858,C5,pplu,14.17951771
27.53055118,C5,pplu,14.51471672
28.14976378,C5,pplu,14.68982415
28.76897638,C5,pplu,14.53545684
29.38818898,C5,pplu,14.89937885
30.00740157,C5,pplu,15.87847173
30.62661417,C5,pplu,16.31751881
31.24582677,C5,pplu,16.55317571
31.86503937,C5,pplu,17.77542982
32.48425197,C5,pplu,19.11143313
33.10346457,C5,pplu,20.50303796
33.72267717,C5,pplu,22.35960782
34.34188976,C5,pplu,23.45325151
34.96110236,C5,pplu,24.47157903
35.58031496,C5,pplu,26.58805351
36.19952756,C5,pplu,28.07399602
36.81874016,C5,pplu,28.81164369
37.43795276,C5,pplu,29.46848194
38.05716535,C5,pplu,30.3880769
38.67637795,C5,pplu,31.6547882
39.29559055,C5,pplu,32.39336506
39.91480315,C5,pplu,32.11456514
40.53401575,C5,pplu,32.03025992
41.15322835,C5,pplu,32.06301288
41.77244094,C5,pplu,30.81934072
42.39165354,C5,pplu,28.99059572
43.01086614,C5,pplu,27.54264979
43.63007874,C5,pplu,27.30573881
44.24929134,C5,pplu,30.24611289
44.86850394,C5,pplu,34.93589339
45.48771654,C5,pplu,36.97831
46.10692913,C5,pplu,36.04673915
46.72614173,C5,pplu,34.29241941
47.34535433,C5,pplu,32.69316351
47.96456693,C5,pplu,31.50169506
48.58377953,C5,pplu,30.64922853
49.20299213,C5,pplu,29.8871863
49.82220472,C5,pplu,29.15552814
50.44141732,C5,pplu,28.2735269
51.06062992,C5,pplu,27.79805302
51.67984252,C5,pplu,27.55451575
52.29905512,C5,pplu,27.24627021
52.91826772,C5,pplu,27.31114148
53.53748031,C5,pplu,27.15708963
54.15669291,C5,pplu,26.71226012
54.77590551,C5,pplu,26.38175884
55.39511811,C5,pplu,26.35115902
56.01433071,C5,pplu,26.28184826
56.63354331,C5,pplu,25.72321441
57.25275591,C5,pplu,25.49122556
57.8719685,C5,pplu,25.71709846
58.4911811,C5,pplu,25.68958422
59.1103937,C5,pplu,25.28995731
59.7296063,C5,pplu,25.01781867
60.3488189,C5,pplu,25.1373823
60.9680315,C5,pplu,24.98604153
61.58724409,C5,pplu,24.6138231
62.20645669,C5,pplu,24.46642943
62.82566929,C5,pplu,24.63720205
63.44488189,C5,pplu,24.89525791
64.06409449,C5,pplu,24.97465326
64.68330709,C5,pplu,25.02665139
65.30251969,C5,pplu,25.25745381
65.92173228,C5,pplu,25.73770595
66.54094488,C5,pplu,26.25491748
67.16015748,C5,pplu,26.72080976
67.77937008,C5,pplu,27.16962573
68.39858268,C5,pplu,27.67917625
69.01779528,C5,pplu,27.93343559
69.63700787,C5,pplu,28.13952209
70.25622047,C5,pplu,28.63047788
70.87543307,C5,pplu,28.97900567
71.49464567,C5,pplu,29.32612435
72.11385827,C5,pplu,29.75675855
