temperature,well,gene,value
47.96456693,A3,amacV14L,2.420392708
48.58377953,A3,amacV14L,6.558944715
49.20299213,A3,amacV14L,8.31383378
49.82220472,A3,amacV14L,8.483386681
50.44141732,A3,amacV14L,8.749605529
51.06062992,A3,amacV14L,8.947612302
51.67984252,A3,amacV14L,9.027763145
52.29905512,A3,amacV14L,9.305792014
52.91826772,A3,amacV14L,9.550863753
53.53748031,A3,amacV14L,9.858637064
54.15669291,A3,amacV14L,9.779616019
54.77590551,A3,amacV14L,9.514714555
55.39511811,A3,amacV14L,9.92174093
56.01433071,A3,amacV14L,10.18803953
56.63354331,A3,amacV14L,10.22441437
57.25275591,A3,amacV14L,10.63971642
57.8719685,A3,amacV14L,10.91750239
58.4911811,A3,amacV14L,11.11379554
59.1103937,A3,amacV14L,11.36407015
59.7296063,A3,amacV14L,11.49757206
60.3488189,A3,amacV14L,11.72167579
60.9680315,A3,amacV14L,12.2760727
61.58724409,A3,amacV14L,13.02563974
62.20645669,A3,amacV14L,13.44077003
62.82566929,A3,amacV14L,13.72161509
63.44488189,A3,amacV14L,14.23848285
64.06409449,A3,amacV14L,14.7369401
64.68330709,A3,amacV14L,15.13032702
65.30251969,A3,amacV14L,15.52358499
65.92173228,A3,amacV14L,16.02752735
66.54094488,A3,amacV14L,16.51146473
67.16015748,A3,amacV14L,16.98577175
67.77937008,A3,amacV14L,17.48185886
68.39858268,A3,amacV14L,17.87525025
69.01779528,A3,amacV14L,17.97499897
69.63700787,A3,amacV14L,18.10873299
70.25622047,A3,amacV14L,18.44762196
70.87543307,A3,amacV14L,18.83082539
71.49464567,A3,amacV14L,19.18844924
72.11385827,A3,amacV14L,19.67572566
72.73307087,A3,amacV14L,20.30720881
73.35228346,A3,amacV14L,20.77635141
73.97149606,A3,amacV14L,21.61132373
74.59070866,A3,amacV14L,22.74743946
75.20992126,A3,amacV14L,24.27113049
75.82913386,A3,amacV14L,26.14494761
76.44834646,A3,amacV14L,28.10767598
77.06755906,A3,amacV14L,30.72582105
77.68677165,A3,amacV14L,33.75186979
78.30598425,A3,amacV14L,37.20127292
78.92519685,A3,amacV14L,41.17830033
79.54440945,A3,amacV14L,44.99464582
80.16362205,A3,amacV14L,48.70839111
80.78283465,A3,amacV14L,51.71075215
81.40204724,A3,amacV14L,52.99694679
82.02125984,A3,amacV14L,52.4092125
82.64047244,A3,amacV14L,48.70311171
83.25968504,A3,amacV14L,40.93074643
83.87889764,A3,amacV14L,30.04574741
84.49811024,A3,amacV14L,18.60580239
85.11732283,A3,amacV14L,9.491487158
85.73653543,A3,amacV14L,3.965093056
86.35574803,A3,amacV14L,1.404700082
86.97496063,A3,amacV14L,0.474521927
87.59417323,A3,amacV14L,0.222004662
88.21338583,A3,amacV14L,0.138244314
88.83259843,A3,amacV14L,0.079416125
89.45181102,A3,amacV14L,0.053239208
90.07102362,A3,amacV14L,0.048459849
90.69023622,A3,amacV14L,0.04961214
91.30944882,A3,amacV14L,0.056703018
91.92866142,A3,amacV14L,0.03209039
92.54787402,A3,amacV14L,0.004809261
93.16708661,A3,amacV14L,0.026934829
93.78629921,A3,amacV14L,-0.006954337
94.40551181,A3,amacV14L,-0.026654513
95.02472441,A3,amacV14L,0.038527702
95.64393701,A3,amacV14L,0.044479858
96.26314961,A3,amacV14L,0.022101082
96.8823622,A3,amacV14L,0.014128782
97.5015748,A3,amacV14L,0.012446102
98.1207874,A3,amacV14L,-0.033174674
98.74,A3,amacV14L,-0.033174674
20.1,A4,av,5.10536899
20.7192126,A4,av,5.10536899
21.3384252,A4,av,-0.237406627
21.9576378,A4,av,-2.756907331
22.57685039,A4,av,-3.485285626
23.19606299,A4,av,-4.003895041
23.81527559,A4,av,-4.422161392
24.43448819,A4,av,-4.587215872
25.05370079,A4,av,-4.712095989
25.67291339,A4,av,-5.106561806
26.29212598,A4,av,-5.46888492
26.91133858,A4,av,-5.704352719
27.53055118,A4,av,-5.944195336
28.14976378,A4,av,-5.89128181
28.76897638,A4,av,-6.075061214
29.38818898,A4,av,-6.6274186
30.00740157,A4,av,-6.591580397
30.62661417,A4,av,-6.294941956
31.24582677,A4,av,-6.541286328
31.86503937,A4,av,-6.924511398
32.48425197,A4,av,-6.825147488
33.10346457,A4,av,-6.58377371
33.72267717,A4,av,-6.649282857
34.34188976,A4,av,-6.709670818
34.96110236,A4,av,-6.439863649
35.58031496,A4,av,-6.010509045
36.19952756,A4,av,-5.916670205
36.81874016,A4,av,-6.040148395
37.43795276,A4,av,-6.11982009
38.05716535,A4,av,-5.943284236
38.67637795,A4,av,-5.655641688
39.29559055,A4,av,-5.466617932
39.91480315,A4,av,-5.668668643
40.53401575,A4,av,-5.995370674
41.15322835,A4,av,-5.730422214
41.77244094,A4,av,-5.475225527
42.39165354,A4,av,-5.823814412
43.01086614,A4,av,-6.169058769
43.63007874,A4,av,-6.31180738
44.24929134,A4,av,-6.206684106
44.86850394,A4,av,-4.75803604
45.48771654,A4,av,-2.65295589
46.10692913,A4,av,-1.57463378
46.72614173,A4,av,-1.396286375
47.34535433,A4,av,-1.327706849
47.96456693,A4,av,-1.071464734
48.58377953,A4,av,-0.981957508
49.20299213,A4,av,-0.895241235
49.82220472,A4,av,-0.679994972
50.44141732,A4,av,-0.602319891
51.06062992,A4,av,-0.303062955
51.67984252,A4,av,-0.192679532
52.29905512,A4,av,-0.315721402
52.91826772,A4,av,-0.144217891
53.53748031,A4,av,0.097623619
54.15669291,A4,av,0.133710422
54.77590551,A4,av,0.218356546
55.39511811,A4,av,0.346206689
56.01433071,A4,av,0.544008659
56.63354331,A4,av,0.921417525
57.25275591,A4,av,1.178956668
57.8719685,A4,av,1.142644813
58.4911811,A4,av,0.997244633
59.1103937,A4,av,1.295837209
59.7296063,A4,av,1.708700164
60.3488189,A4,av,1.876197936
60.9680315,A4,av,2.020699837
61.58724409,A4,av,2.24040865
62.20645669,A4,av,2.337715127
62.82566929,A4,av,2.358489903
63.44488189,A4,av,2.606384371
64.06409449,A4,av,2.992858658
64.68330709,A4,av,3.167931838
65.30251969,A4,av,3.381562591
65.92173228,A4,av,3.665021323
66.54094488,A4,av,3.736978852
67.16015748,A4,av,3.989829198
67.77937008,A4,av,4.46278453
68.39858268,A4,av,4.78439709
69.01779528,A4,av,4.865212035
69.63700787,A4,av,5.064025785
70.25622047,A4,av,5.554022382
70.87543307,A4,av,5.907959712
71.49464567,A4,av,6.147732266
72.11385827,A4,av,6.591046147
72.73307087,A4,av,7.188070877
73.35228346,A4,av,7.791802653
73.97149606,A4,av,8.214298217
74.59070866,A4,av,8.691966275
75.20992126,A4,av,9.435789013
75.82913386,A4,av,10.69024426
76.44834646,A4,av,11.99115387
77.06755906,A4,av,12.93049109
77.68677165,A4,av,14.00697687
78.30598425,A4,av,15.26835115
78.92519685,A4,av,16.56743955
79.54440945,A4,av,17.69677871
80.16362205,A4,av,18.99827362
80.78283465,A4,av,20.47944282
81.40204724,A4,av,21.79427366
82.02125984,A4,av,23.48593309
82.64047244,A4,av,25.57381409
83.25968504,A4,av,28.01926636
83.87889764,A4,av,30.95671904
84.49811024,A4,av,34.63474619
85.11732283,A4,av,39.13287791
85.73653543,A4,av,44.12030824
86.35574803,A4,av,49.23640346
86.97496063,A4,av,53.56699093
87.59417323,A4,av,55.81479182
88.21338583,A4,av,54.46805946
88.83259843,A4,av,48.6023654
89.45181102,A4,av,38.20251419
90.07102362,A4,av,25.05694755
90.69023622,A4,av,12.99463226
91.30944882,A4,av,5.297263181
91.92866142,A4,av,1.808469025
92.54787402,A4,av,0.499338734
93.16708661,A4,av,0.144067845
93.78629921,A4,av,0.060186565
94.40551181,A4,av,0.044031863
95.02472441,A4,av,0.087740166
95.64393701,A4,av,0.051676314
96.26314961,A4,av,-0.044046145
96.8823622,A4,av,-0.029676328
97.5015748,A4,av,0.061680277
98.1207874,A4,av,0.012818886
98.74,A4,av,0.012818886
20.1,A5,pplu,24.62551358
20.7192126,A5,pplu,24.62551358
21.3384252,A5,pplu,23.06832383
21.9576378,A5,pplu,20.62669209
22.57685039,A5,pplu,18.24627193
23.19606299,A5,pplu,16.70804634
23.81527559,A5,pplu,15.72130555
24.43448819,A5,pplu,15.26225745
25.05370079,A5,pplu,14.99287775
25.67291339,A5,pplu,14.22753687
26.29212598,A5,pplu,13.68273413
26.91133858,A5,pplu,13.68996493
27.53055118,A5,pplu,14.13268375
28.14976378,A5,pplu,14.27415317
28.76897638,A5,pplu,14.21861645
29.38818898,A5,pplu,14.77772291
30.00740157,A5,pplu,15.56527295
30.62661417,A5,pplu,15.72200254
31.24582677,A5,pplu,15.75577055
31.86503937,A5,pplu,17.05451675
32.48425197,A5,pplu,18.67756704
33.10346457,A5,pplu,20.12395986
33.72267717,A5,pplu,21.38876691
34.34188976,A5,pplu,21.29366521
34.96110236,A5,pplu,21.75316714
35.58031496,A5,pplu,23.88742152
36.19952756,A5,pplu,25.53722091
36.81874016,A5,pplu,26.52672903
37.43795276,A5,pplu,26.92160648
38.05716535,A5,pplu,27.56558986
38.67637795,A5,pplu,29.354069
39.29559055,A5,pplu,30.20725015
39.91480315,A5,pplu,30.02940615
40.53401575,A5,pplu,30.27443508
41.15322835,A5,pplu,30.74918744
41.77244094,A5,pplu,30.29405582
42.39165354,A5,pplu,29.11722068
43.01086614,A5,pplu,27.99679637
43.63007874,A5,pplu,26.34548726
44.24929134,A5,pplu,24.41321174
44.86850394,A5,pplu,23.13557054
45.48771654,A5,pplu,24.19722915
46.10692913,A5,pplu,27.52869805
46.72614173,A5,pplu,29.55342869
47.34535433,A5,pplu,29.0702369
47.96456693,A5,pplu,27.95492062
48.58377953,A5,pplu,27.15415777
49.20299213,A5,pplu,26.65928863
49.82220472,A5,pplu,26.43630546
50.44141732,A5,pplu,26.00977491
51.06062992,A5,pplu,25.48211689
51.67984252,A5,pplu,25.17425263
52.29905512,A5,pplu,25.11697538
52.91826772,A5,pplu,25.23216556
53.53748031,A5,pplu,24.7586633
54.15669291,A5,pplu,24.03670755
54.77590551,A5,pplu,24.03728562
55.39511811,A5,pplu,24.28157949
56.01433071,A5,pplu,23.8614802
56.63354331,A5,pplu,23.33557508
57.25275591,A5,pplu,23.52573279
57.8719685,A5,pplu,23.71273182
58.4911811,A5,pplu,23.32994183
59.1103937,A5,pplu,22.75210222
59.7296063,A5,pplu,22.55019675
60.3488189,A5,pplu,22.65163601
60.9680315,A5,pplu,22.77046795
61.58724409,A5,pplu,22.67170372
62.20645669,A5,pplu,22.42837188
62.82566929,A5,pplu,22.4775318
63.44488189,A5,pplu,22.55500085
64.06409449,A5,pplu,22.58830336
64.68330709,A5,pplu,22.856482
65.30251969,A5,pplu,23.21231862
65.92173228,A5,pplu,23.34289755
66.54094488,A5,pplu,23.76614865
67.16015748,A5,pplu,24.34594214
67.77937008,A5,pplu,24.59109599
68.39858268,A5,pplu,24.79886442
69.01779528,A5,pplu,24.93399858
69.63700787,A5,pplu,25.18982156
70.25622047,A5,pplu,25.52456449
70.87543307,A5,pplu,25.83962949
71.49464567,A5,pplu,26.21502879
72.11385827,A5,pplu,26.39927133
72.73307087,A5,pplu,26.52910654
73.35228346,A5,pplu,26.49469359
73.97149606,A5,pplu,26.4963557
74.59070866,A5,pplu,26.6691081
75.20992126,A5,pplu,26.71295668
75.82913386,A5,pplu,26.60397946
76.44834646,A5,pplu,26.47455847
77.06755906,A5,pplu,26.37163619
77.68677165,A5,pplu,25.98944857
78.30598425,A5,pplu,25.6009318
78.92519685,A5,pplu,25.38481893
79.54440945,A5,pplu,24.93332045
80.16362205,A5,pplu,24.54628807
80.78283465,A5,pplu,24.18195398
81.40204724,A5,pplu,23.61865962
82.02125984,A5,pplu,23.13066234
82.64047244,A5,pplu,22.58085046
83.25968504,A5,pplu,22.09241203
83.87889764,A5,pplu,21.61457388
84.49811024,A5,pplu,21.07616944
85.11732283,A5,pplu,20.57248898
85.73653543,A5,pplu,19.95006454
86.35574803,A5,pplu,19.0999479
86.97496063,A5,pplu,17.92572398
87.59417323,A5,pplu,16.17575006
88.21338583,A5,pplu,13.52585271
88.83259843,A5,pplu,9.86383526
89.45181102,A5,pplu,5.548428575
90.07102362,A5,pplu,1.979826823
90.69023622,A5,pplu,0.331937332
91.30944882,A5,pplu,0.035043149
91.92866142,A5,pplu,0.050980007
92.54787402,A5,pplu,0.037503601
93.16708661,A5,pplu,0.02987416
93.78629921,A5,pplu,0.015751025
94.40551181,A5,pplu,-0.004736614
95.02472441,A5,pplu,-0.007586782
95.64393701,A5,pplu,-0.003197038
96.26314961,A5,pplu,0.025559114
96.8823622,A5,pplu,0.034314934
97.5015748,A5,pplu,0.058483598
98.1207874,A5,pplu,0.003637016
98.74,A5,pplu,0.003637016
20.1,A6,cgre,17.82498686
20.7192126,A6,cgre,17.82498686
21.3384252,A6,cgre,5.506868391
21.9576378,A6,cgre,-0.673011057
22.57685039,A6,cgre,-2.180756764
23.19606299,A6,cgre,-3.328877972
23.81527559,A6,cgre,-5.15705901
24.43448819,A6,cgre,-7.116952698
25.05370079,A6,cgre,-8.006094844
25.67291339,A6,cgre,-7.811005833
26.29212598,A6,cgre,-8.498926866
26.91133858,A6,cgre,-10.32944269
27.53055118,A6,cgre,-12.0313424
28.14976378,A6,cgre,-12.55838634
28.76897638,A6,cgre,-13.14271471
29.38818898,A6,cgre,-14.20040505
30.00740157,A6,cgre,-14.31639341
30.62661417,A6,cgre,-14.63179836
31.24582677,A6,cgre,-15.45404614
31.86503937,A6,cgre,-15.6520184
32.48425197,A6,cgre,-15.73173552
33.10346457,A6,cgre,-15.65066034
33.72267717,A6,cgre,-15.24016501
34.34188976,A6,cgre,-15.85796679
34.96110236,A6,cgre,-16.34114756
35.58031496,A6,cgre,-16.71777319
36.19952756,A6,cgre,-17.64567096
36.81874016,A6,cgre,-17.79232032
37.43795276,A6,cgre,-17.85677613
38.05716535,A6,cgre,-17.99194699
38.67637795,A6,cgre,-18.66003907
39.29559055,A6,cgre,-18.81014953
39.91480315,A6,cgre,-18.89008773
40.53401575,A6,cgre,-19.1753731
41.15322835,A6,cgre,-19.68831914
41.77244094,A6,cgre,-20.89478791
42.39165354,A6,cgre,-21.0178753
43.01086614,A6,cgre,-21.32487233
43.63007874,A6,cgre,-22.89444481
44.24929134,A6,cgre,-24.90573969
44.86850394,A6,cgre,-23.99996486
45.48771654,A6,cgre,-15.85338277
46.10692913,A6,cgre,-5.194220706
46.72614173,A6,cgre,0.092330825
47.34535433,A6,cgre,1.773371833
47.96456693,A6,cgre,2.833839273
48.58377953,A6,cgre,3.018457509
49.20299213,A6,cgre,3.711353713
49.82220472,A6,cgre,4.147475418
50.44141732,A6,cgre,4.75795102
51.06062992,A6,cgre,5.801808896
51.67984252,A6,cgre,6.118517121
52.29905512,A6,cgre,6.804121576
52.91826772,A6,cgre,7.490514667
53.53748031,A6,cgre,8.407765543
54.15669291,A6,cgre,9.537941272
54.77590551,A6,cgre,10.62523432
55.39511811,A6,cgre,12.04263174
56.01433071,A6,cgre,12.73270689
56.63354331,A6,cgre,13.24298828
57.25275591,A6,cgre,14.69433031
57.8719685,A6,cgre,16.64698054
58.4911811,A6,cgre,17.96696387
59.1103937,A6,cgre,18.99690738
59.7296063,A6,cgre,21.02976276
60.3488189,A6,cgre,23.14264626
60.9680315,A6,cgre,25.04597703
61.58724409,A6,cgre,26.94276324
62.20645669,A6,cgre,29.11724376
62.82566929,A6,cgre,31.57850748
63.44488189,A6,cgre,35.29923904
64.06409449,A6,cgre,41.80567257
64.68330709,A6,cgre,50.01400596
65.30251969,A6,cgre,59.43012571
65.92173228,A6,cgre,69.20205044
66.54094488,A6,cgre,78.22760658
67.16015748,A6,cgre,87.11613975
67.77937008,A6,cgre,98.2288074
68.39858268,A6,cgre,113.7664141
69.01779528,A6,cgre,133.8048896
69.63700787,A6,cgre,159.8130237
70.25622047,A6,cgre,194.2866948
70.87543307,A6,cgre,238.2256293
71.49464567,A6,cgre,290.0341722
72.11385827,A6,cgre,342.8126818
72.73307087,A6,cgre,382.3446069
73.35228346,A6,cgre,382.8397269
73.97149606,A6,cgre,322.9088501
74.59070866,A6,cgre,214.0213073
75.20992126,A6,cgre,102.7335524
75.82913386,A6,cgre,32.54148315
76.44834646,A6,cgre,5.893855151
77.06755906,A6,cgre,0.441385513
77.68677165,A6,cgre,0.148208689
78.30598425,A6,cgre,0.23727605
78.92519685,A6,cgre,0.234227884
79.54440945,A6,cgre,0.187005323
80.16362205,A6,cgre,0.166314532
80.78283465,A6,cgre,0.179516219
