temperature,value,abs,gene,nm
79.66,-2.01555,593.752,av,208
79.95,-4.10376,593.583,av,208
80.13,-3.00635,594.1,av,208
80.24,-2.77748,594.472,av,208
80.48,-2.07875,594.994,av,208
80.74,-3.45296,595.015,av,208
80.98,-2.51703,595.517,av,208
81.01,-2.76712,595.71,av,208
81.1,-1.94045,596.151,av,208
81.36,-2.35651,596.375,av,208
81.7,-1.35696,596.937,av,208
81.85,-3.29716,596.972,av,208
82.15,-2.68817,597.451,av,208
82.32,-4.12605,597.272,av,208
82.4,-3.6334,597.694,av,208
82.72,-3.24334,598.43,av,208
82.91,-3.0241,601.71,av,208
83.04,-2.45816,602.737,av,208
83.15,-3.26185,601.537,av,208
83.43,-3.00427,601.242,av,208
83.72,-4.01343,600.927,av,208
83.83,-4.55744,600.67,av,208
84.1,-3.716,600.989,av,208
84.33,-3.45592,601.231,av,208
84.5,-3.55707,601.382,av,208
84.73,-5.17328,601.156,av,208
84.9,-5.64746,601.212,av,208
85.13,-2.89175,602.198,av,208
85.29,-3.70109,602.328,av,208
85.55,-4.60926,602.259,av,208
85.7,-4.77536,602.434,av,208
85.76,-4.92034,602.59,av,208
85.95,-5.46151,602.738,av,208
86.31,-5.63644,603.067,av,208
86.47,-5.94542,603.144,av,208
86.5,-4.31866,603.894,av,208
86.64,-6.0485,603.775,av,208
86.92,-6.06394,604.186,av,208
87.06,-5.9055,604.608,av,208
87.27,-5.8143,605.143,av,208
87.39,-5.67847,605.715,av,208
87.64,-7.16763,605.788,av,208
87.81,-7.01719,606.43,av,208
87.96,-6.96441,607.362,av,208
88.31,-6.41045,608.247,av,208
88.42,-6.14408,608.892,av,208
88.59,-7.62907,608.755,av,208
88.75,-6.04919,609.766,av,208
88.87,-6.42358,610.036,av,208
89.12,-6.96361,610.193,av,208
89.29,-5.44535,611.01,av,208
89.39,-7.18138,610.701,av,208
89.56,-5.59365,611.51,av,208
89.86,-4.85608,612.134,av,208
90.01,-7.07288,611.691,av,208
90.27,-6.29471,612.734,av,208
90.56,-6.78969,613.109,av,208
90.71,-5.6062,614.124,av,208
90.84,-5.96433,614.567,av,208
90.97,-6.37443,614.887,av,208
91.16,-5.51223,615.831,av,208
91.44,-4.80272,616.552,av,208
91.53,-6.07485,616.935,av,208
91.81,-6.59783,617.225,av,208
92.08,-5.8804,617.97,av,208
92.19,-6.55752,618.062,av,208
92.27,-4.32179,619.099,av,208
92.51,-5.75829,619.182,av,208
92.72,-8.50483,618.535,av,208
92.87,-3.95357,620.439,av,208
92.92,-5.73097,620.217,av,208
93.18,-5.00026,621.109,av,208
93.47,-5.96893,621.3,av,208
93.53,-7.11453,621.377,av,208
93.85,-7.08463,621.968,av,208
94.09,-6.19567,622.868,av,208
94.11,-4.98516,623.547,av,208
94.35,-4.98755,623.888,av,208
94.5,-7.16276,623.63,av,208
94.73,-6.49786,624.504,av,208
94.9,-5.46489,625.96,av,208
94.96,-7.09725,626.853,av,208
95.26,-4.59019,627.831,av,208
95.47,-6.92971,629.42,av,208
95.58,-4.04892,630.924,av,208
95.67,-4.38268,630.856,av,208
96.05,-6.21674,630.754,av,208
96.23,-5.70843,631.723,av,208
96.43,-4.67009,633.238,av,208
96.54,-3.91811,634.529,av,208
96.63,-5.79001,635.309,av,208
96.95,-5.06953,636.337,av,208
97.1,-5.30478,636.979,av,208
97.19,-5.93306,637.385,av,208
97.37,-4.83929,638.366,av,208
97.61,-6.10904,638.64,av,208
97.84,-5.5771,639.496,av,208
97.97,-5.00998,640.982,av,208
98.14,-4.4036,641.865,av,208
