temperature,value,abs,gene,nm
80.45,-1.33996,394.811,amacV14L,218
80.65,-1.65949,394.881,amacV14L,218
80.73,-1.7514,394.945,amacV14L,218
80.86,-2.07185,394.932,amacV14L,218
81.1,-1.52055,395.062,amacV14L,218
81.23,-1.64465,395.081,amacV14L,218
81.31,-1.15612,395.232,amacV14L,218
81.57,-1.14774,395.147,amacV14L,218
81.89,-1.00337,395.173,amacV14L,218
82.06,-0.981525,395.094,amacV14L,218
82.16,-1.20035,394.882,amacV14L,218
82.37,-0.98626,394.824,amacV14L,218
82.59,-0.888061,394.713,amacV14L,218
82.64,-1.01958,394.586,amacV14L,218
82.9,-0.723704,394.541,amacV14L,218
83.22,-0.47008,394.453,amacV14L,218
83.36,-0.102731,394.381,amacV14L,218
83.6,-0.658652,394.157,amacV14L,218
83.79,-0.518917,394.088,amacV14L,218
83.97,-0.623114,393.992,amacV14L,218
84.19,-0.352004,393.999,amacV14L,218
84.3,-0.0511707,394.017,amacV14L,218
84.49,-0.479537,393.856,amacV14L,218
84.68,-0.750747,393.744,amacV14L,218
84.81,-1.13063,393.617,amacV14L,218
84.98,-0.676771,393.674,amacV14L,218
85.15,-0.32372,393.719,amacV14L,218
85.4,-0.642633,393.637,amacV14L,218
85.54,-0.335027,393.641,amacV14L,218
85.72,-0.773455,393.535,amacV14L,218
85.93,-0.255007,393.635,amacV14L,218
86.03,-0.832499,393.45,amacV14L,218
86.21,-0.597172,393.456,amacV14L,218
86.39,-0.432271,393.485,amacV14L,218
86.73,-0.869544,393.349,amacV14L,218
86.84,-0.527364,393.394,amacV14L,218
87.13,-0.225214,393.382,amacV14L,218
87.31,-0.231629,393.365,amacV14L,218
87.42,-0.704123,393.195,amacV14L,218
87.61,-0.279076,393.286,amacV14L,218
87.81,-0.491404,393.204,amacV14L,218
88.08,-0.17205,393.295,amacV14L,218
88.27,-0.0399055,393.282,amacV14L,218
88.3,-0.502512,393.081,amacV14L,218
88.66,-0.763639,393.016,amacV14L,218
88.83,-0.265576,393.149,amacV14L,218
88.94,-0.233379,393.045,amacV14L,218
89.07,-0.571081,392.986,amacV14L,218
89.35,-0.295594,393.044,amacV14L,218
89.54,-0.682506,392.928,amacV14L,218
89.77,-0.510902,392.939,amacV14L,218
89.86,-0.447253,392.742,amacV14L,218
90.01,-0.358044,392.344,amacV14L,218
90.27,-0.965048,392.546,amacV14L,218
90.5,-0.413212,392.783,amacV14L,218
90.55,-0.77705,392.559,amacV14L,218
90.81,-0.776014,392.578,amacV14L,218
91.06,-0.364,392.792,amacV14L,218
91.12,-0.591283,392.795,amacV14L,218
91.43,-0.694687,392.673,amacV14L,218
91.69,-0.568992,392.716,amacV14L,218
91.81,-0.253693,392.649,amacV14L,218
91.92,-0.748474,392.385,amacV14L,218
92.19,-0.815945,392.328,amacV14L,218
92.45,-0.573907,392.491,amacV14L,218
92.55,-0.33335,392.662,amacV14L,218
92.68,-0.169545,392.791,amacV14L,218
92.94,-0.586534,392.684,amacV14L,218
93.19,-0.342957,392.672,amacV14L,218
93.25,-0.700656,392.463,amacV14L,218
93.52,-0.330616,392.497,amacV14L,218
93.69,-0.685233,392.433,amacV14L,218
93.92,-0.671295,392.538,amacV14L,218
94.03,-0.341098,392.665,amacV14L,218
94.28,-0.39008,392.711,amacV14L,218
94.54,-0.474394,392.72,amacV14L,218
94.66,-0.810665,392.681,amacV14L,218
94.99,-0.254396,392.811,amacV14L,218
95.12,-0.354712,392.768,amacV14L,218
95.26,-0.178973,392.775,amacV14L,218
95.36,-0.849937,392.612,amacV14L,218
95.57,-0.429518,392.739,amacV14L,218
95.84,-0.77501,392.67,amacV14L,218
96.01,-0.330762,392.741,amacV14L,218
96.11,-0.0487667,392.783,amacV14L,218
96.24,-0.806701,392.777,amacV14L,218
96.54,-0.39282,392.638,amacV14L,218
96.66,-0.817711,392.443,amacV14L,218
96.73,-1.10588,392.321,amacV14L,218
97.05,-0.334667,392.562,amacV14L,218
97.29,-0.0192891,392.878,amacV14L,218
97.34,-0.47716,392.955,amacV14L,218
97.56,-0.406228,393.061,amacV14L,218
97.92,-0.388441,393.071,amacV14L,218
98.08,-0.195461,393.098,amacV14L,218
30,-3.63285,404.875,av,218
30.15,-3.54032,404.752,av,218
30.45,-4.16861,404.587,av,218
30.67,-3.77593,404.687,av,218
30.76,-4.09658,404.62,av,218
30.99,-4.07085,404.622,av,218
31.22,-4.54964,404.502,av,218
31.34,-4.03963,404.655,av,218
31.47,-3.80314,404.74,av,218
31.7,-4.02701,404.664,av,218
31.92,-3.73943,404.781,av,218
32.06,-3.93857,404.728,av,218
32.2,-3.80348,404.806,av,218
32.4,-3.85058,404.805,av,218
32.6,-3.62659,404.891,av,218
32.76,-4.07108,404.803,av,218
32.84,-3.49915,404.962,av,218
33.08,-3.71605,404.945,av,218
33.32,-3.50164,404.996,av,218
33.45,-4.00496,404.839,av,218
33.57,-3.46149,405.023,av,218
33.79,-3.99615,404.896,av,218
34,-4.15073,404.871,av,218
34.15,-4.41875,404.87,av,218
34.3,-3.92727,405.026,av,218
34.49,-4.5887,404.867,av,218
34.7,-4.20354,404.981,av,218
34.81,-4.03658,405.068,av,218
34.98,-3.77633,405.128,av,218
35.2,-4.194,405.031,av,218
35.4,-4.30348,404.995,av,218
35.57,-4.06906,405.118,av,218
35.72,-4.21768,405.086,av,218
35.9,-4.16296,405.051,av,218
36.12,-3.94892,405.072,av,218
36.25,-3.72507,405.179,av,218
36.37,-3.49072,405.264,av,218
36.58,-3.57399,405.273,av,218
36.79,-4.01775,405.185,av,218
36.93,-3.74553,405.3,av,218
37.09,-3.87868,405.301,av,218
37.31,-3.72438,405.377,av,218
37.52,-3.96109,405.365,av,218
37.66,-4.00376,405.403,av,218
37.78,-3.94898,405.412,av,218
37.96,-3.67126,405.518,av,218
38.17,-4.183,405.437,av,218
38.33,-3.6627,405.586,av,218
38.49,-3.84592,405.562,av,218
38.71,-3.7646,405.601,av,218
38.93,-3.98947,405.587,av,218
39.01,-3.74293,405.66,av,218
39.2,-3.71498,405.684,av,218
39.41,-4.02453,405.669,av,218
39.61,-4.16866,405.668,av,218
39.81,-3.94588,405.75,av,218
39.92,-4.37169,405.683,av,218
40.08,-3.986,405.799,av,218
40.3,-3.77288,405.757,av,218
40.4,-3.84064,405.707,av,218
40.55,-3.71994,405.786,av,218
40.82,-4.05938,405.742,av,218
41.04,-3.78447,405.799,av,218
41.18,-4.0027,405.781,av,218
41.31,-3.54942,405.913,av,218
41.5,-3.69948,405.895,av,218
41.73,-4.41674,405.777,av,218
41.86,-3.85998,405.891,av,218
41.99,-3.47819,406.031,av,218
42.18,-3.45692,406.018,av,218
42.39,-4.41015,405.785,av,218
42.51,-4.4841,405.763,av,218
42.69,-4.08934,405.839,av,218
42.92,-4.3785,405.766,av,218
43.12,-4.02579,405.895,av,218
43.28,-3.54827,406.008,av,218
43.39,-3.99857,405.947,av,218
43.6,-3.98123,405.972,av,218
43.81,-3.61182,406.106,av,218
44.01,-4.16138,406.003,av,218
44.13,-3.91591,406.031,av,218
44.26,-3.83487,406.098,av,218
44.52,-4.0593,406.016,av,218
44.69,-4.1585,406.018,av,218
44.77,-3.94762,406.105,av,218
44.97,-3.82648,406.167,av,218
45.23,-3.78753,406.214,av,218
45.43,-3.7449,406.265,av,218
45.51,-3.9899,406.232,av,218
45.68,-4.13575,406.199,av,218
45.92,-4.26563,406.172,av,218
46.06,-4.04794,406.254,av,218
46.17,-3.77964,406.342,av,218
46.39,-3.99462,406.309,av,218
46.62,-3.87619,406.38,av,218
46.78,-3.64107,406.447,av,218
46.9,-4.019,406.3,av,218
47.07,-3.76055,406.407,av,218
47.29,-3.92004,406.375,av,218
47.53,-4.2413,406.331,av,218
47.62,-4.2114,406.391,av,218
47.76,-3.84053,406.495,av,218
48,-4.06778,406.406,av,218
48.16,-4.2619,406.356,av,218
48.27,-3.87216,406.454,av,218
48.49,-4.20133,406.38,av,218
48.76,-4.22548,406.408,av,218
48.91,-3.78936,406.537,av,218
49.03,-4.05186,406.493,av,218
49.18,-3.75003,406.619,av,218
49.42,-4.20193,406.402,av,218
49.59,-3.83971,406.479,av,218
49.68,-3.94127,406.48,av,218
49.9,-3.91562,406.475,av,218
50.12,-3.98447,406.494,av,218
50.23,-3.83598,406.587,av,218
50.39,-3.90507,406.621,av,218
50.6,-3.58893,406.655,av,218
50.82,-3.84024,406.613,av,218
51.05,-4.05362,406.511,av,218
51.15,-3.58251,406.627,av,218
51.39,-3.83259,406.611,av,218
51.66,-3.89824,406.547,av,218
51.72,-4.0559,406.479,av,218
51.85,-3.87435,406.538,av,218
52.07,-3.69471,406.621,av,218
52.29,-3.76643,406.631,av,218
52.41,-3.85851,406.633,av,218
52.59,-3.72336,406.687,av,218
52.83,-3.79731,406.677,av,218
53.03,-3.65916,406.745,av,218
53.16,-4.11546,406.618,av,218
53.27,-4.18208,406.625,av,218
53.52,-3.74423,406.76,av,218
53.68,-3.71868,406.775,av,218
53.77,-4.03432,406.742,av,218
53.99,-3.86987,406.786,av,218
54.22,-4.16307,406.757,av,218
54.43,-4.19147,406.696,av,218
54.6,-3.82449,406.852,av,218
54.67,-3.59183,406.91,av,218
54.87,-3.969,406.817,av,218
55.1,-4.01598,406.828,av,218
55.29,-3.46134,406.937,av,218
55.4,-3.74341,406.897,av,218
55.59,-3.84495,406.83,av,218
55.85,-3.84004,406.838,av,218
55.91,-3.7409,406.925,av,218
56.06,-3.74567,406.904,av,218
56.32,-4.11504,406.809,av,218
56.55,-3.91946,406.868,av,218
56.64,-4.38226,406.753,av,218
56.8,-3.74813,406.943,av,218
56.92,-4.21044,406.85,av,218
57.2,-3.2614,407.113,av,218
57.38,-3.93928,406.957,av,218
57.53,-3.48742,407.09,av,218
57.73,-3.85166,406.995,av,218
57.93,-3.80318,407.05,av,218
58.09,-3.695,407.059,av,218
58.18,-3.97096,407.006,av,218
58.36,-3.55656,407.146,av,218
58.62,-3.94607,407.057,av,218
58.81,-4.1099,407.035,av,218
58.95,-3.71371,407.136,av,218
59.24,-3.86951,407.148,av,218
59.37,-3.86635,407.159,av,218
59.49,-3.83061,407.164,av,218
59.7,-3.8577,407.19,av,218
59.91,-4.12888,407.123,av,218
60.12,-3.75923,407.238,av,218
60.29,-3.74729,407.24,av,218
60.48,-4.28463,407.106,av,218
60.69,-3.88945,407.248,av,218
60.86,-3.49645,407.364,av,218
61.03,-4.15066,407.268,av,218
61.2,-3.94392,407.269,av,218
61.4,-3.79956,407.328,av,218
61.48,-4.06157,407.259,av,218
61.67,-3.9863,407.333,av,218
61.95,-4.08462,407.343,av,218
62.12,-4.32604,407.294,av,218
62.34,-3.96249,407.424,av,218
62.4,-4.27888,407.228,av,218
62.57,-3.71449,407.473,av,218
62.83,-4.02197,407.434,av,218
62.91,-3.87225,407.501,av,218
63.06,-3.81016,407.524,av,218
63.4,-3.97735,407.512,av,218
63.54,-4.03503,407.532,av,218
63.66,-4.01756,407.518,av,218
63.76,-3.7997,407.599,av,218
64,-3.65496,407.646,av,218
64.21,-4.04323,407.601,av,218
64.42,-3.81045,407.694,av,218
64.51,-4.08868,407.63,av,218
64.63,-3.93757,407.674,av,218
64.86,-4.04975,407.693,av,218
65.08,-4.24753,407.66,av,218
65.16,-3.67649,407.805,av,218
65.39,-3.56083,407.878,av,218
65.67,-4.10654,407.768,av,218
65.82,-3.72636,407.857,av,218
65.9,-4.3224,407.754,av,218
66.11,-3.6802,407.929,av,218
66.34,-3.82976,407.922,av,218
66.49,-3.76182,407.983,av,218
66.61,-3.74349,407.954,av,218
66.75,-3.77567,407.971,av,218
67.01,-4.29717,407.868,av,218
67.23,-4.25199,407.886,av,218
67.35,-3.82219,407.998,av,218
67.63,-3.90625,408.043,av,218
67.81,-3.85796,407.997,av,218
67.91,-4.03967,408.024,av,218
68.08,-3.92308,408.073,av,218
68.31,-3.52763,408.199,av,218
68.56,-4.31456,408.024,av,218
68.61,-3.92744,408.172,av,218
68.8,-3.97374,408.142,av,218
69.03,-3.43734,408.308,av,218
69.23,-3.75092,408.273,av,218
69.3,-3.93098,408.25,av,218
69.47,-4.07718,408.219,av,218
69.67,-4.06251,408.202,av,218
69.94,-4.11049,408.227,av,218
70.09,-3.7794,408.316,av,218
70.2,-3.68294,408.381,av,218
70.36,-3.50803,408.493,av,218
70.62,-3.88077,408.404,av,218
70.71,-3.76692,408.479,av,218
70.86,-3.76183,408.465,av,218
71.14,-4.29251,408.392,av,218
71.32,-3.72347,408.542,av,218
71.46,-3.69664,408.581,av,218
71.57,-3.82154,408.558,av,218
71.82,-3.71251,408.602,av,218
72.05,-3.46909,408.693,av,218
72.18,-4.19136,408.529,av,218
72.25,-3.81344,408.665,av,218
72.49,-3.95043,408.676,av,218
72.74,-3.85005,408.691,av,218
72.8,-3.36082,408.839,av,218
72.98,-4.31775,408.632,av,218
73.2,-3.5947,408.814,av,218
73.47,-3.77483,408.806,av,218
73.53,-3.92908,408.801,av,218
73.6,-3.88372,408.828,av,218
73.9,-4.25821,408.754,av,218
74.16,-3.58676,408.938,av,218
74.22,-3.86919,408.919,av,218
74.34,-3.69265,408.993,av,218
74.6,-3.67882,409.015,av,218
74.83,-3.63078,409.034,av,218
74.95,-3.80472,409.058,av,218
75.26,-3.62049,409.158,av,218
75.43,-3.40327,409.248,av,218
75.62,-3.62043,409.238,av,218
75.74,-3.98425,409.143,av,218
75.83,-3.93653,409.217,av,218
76.1,-4.32697,409.494,av,218
76.31,-3.67316,409.497,av,218
76.47,-3.88792,409.455,av,218
76.72,-3.47886,409.541,av,218
76.93,-3.69756,409.504,av,218
77.08,-4.10117,409.445,av,218
77.11,-3.91887,409.529,av,218
77.32,-3.47519,409.681,av,218
77.67,-3.83435,409.646,av,218
77.88,-3.57878,409.777,av,218
77.91,-3.71798,409.786,av,218
78.07,-3.28425,409.94,av,218
78.34,-3.36343,409.972,av,218
78.4,-4.14307,409.813,av,218
78.56,-3.7842,409.965,av,218
78.78,-4.24662,409.896,av,218
79.02,-3.4311,410.16,av,218
79.23,-3.83295,410.097,av,218
79.3,-4.06339,410.068,av,218
79.46,-4.10874,410.162,av,218
79.65,-4.02389,410.214,av,218
79.82,-3.7783,410.294,av,218
80.05,-4.15786,410.22,av,218
80.25,-4.0941,410.289,av,218
80.42,-3.89567,410.387,av,218
80.62,-3.64151,410.487,av,218
80.71,-3.51763,410.56,av,218
80.99,-4.08279,410.438,av,218
81.29,-3.46516,410.684,av,218
81.37,-3.98944,410.568,av,218
81.43,-3.89982,410.643,av,218
81.73,-3.82552,410.718,av,218
81.87,-3.9806,410.711,av,218
81.93,-4.11774,410.74,av,218
82.22,-3.45397,410.942,av,218
82.39,-3.63698,410.959,av,218
82.59,-4.19367,410.823,av,218
82.75,-3.69523,411.017,av,218
82.94,-3.77279,411.023,av,218
83.15,-3.94892,410.988,av,218
83.35,-4.3525,410.928,av,218
83.41,-3.55859,411.141,av,218
83.61,-3.78086,411.133,av,218
83.79,-4.1634,411.06,av,218
84.01,-4.09421,411.1,av,218
84.13,-3.71037,411.236,av,218
84.23,-3.63239,411.25,av,218
84.5,-3.82281,411.24,av,218
84.79,-3.74548,411.3,av,218
84.85,-4.08164,411.206,av,218
84.97,-3.90655,411.295,av,218
85.17,-4.23597,411.224,av,218
85.42,-3.81166,411.341,av,218
85.59,-3.50889,411.496,av,218
85.64,-3.86789,411.479,av,218
85.88,-4.15507,411.437,av,218
86.14,-3.79532,411.58,av,218
86.23,-4.31695,411.553,av,218
86.55,-4.10165,411.667,av,218
86.81,-4.62057,411.621,av,218
86.93,-3.88035,411.937,av,218
87.12,-3.91856,412.025,av,218
87.27,-4.44126,411.989,av,218
87.53,-4.48175,412.106,av,218
87.62,-4.05627,412.355,av,218
87.75,-4.02923,412.458,av,218
88.01,-4.10466,412.569,av,218
88.25,-4.16571,412.649,av,218
88.37,-4.43826,412.677,av,218
88.49,-4.06941,412.898,av,218
88.67,-4.10611,413.073,av,218
88.92,-4.73893,413.014,av,218
89.07,-3.91127,413.36,av,218
89.12,-3.98497,413.412,av,218
89.41,-3.83852,413.582,av,218
89.67,-4.04227,413.625,av,218
89.7,-4.05118,413.714,av,218
89.88,-3.74569,413.901,av,218
90.07,-3.66193,414,av,218
90.26,-4.21671,413.902,av,218
90.53,-3.8032,414.097,av,218
90.64,-4.28227,414.027,av,218
90.77,-3.40587,414.325,av,218
91.04,-3.57062,414.308,av,218
91.14,-3.53587,414.371,av,218
91.3,-3.31013,414.463,av,218
91.42,-3.64089,414.435,av,218
91.74,-4.06191,414.375,av,218
91.87,-3.53065,414.559,av,218
91.97,-4.32368,414.352,av,218
92.4,-4.04376,414.442,av,218
92.53,-3.61714,414.61,av,218
92.71,-3.72393,414.646,av,218
92.97,-3.40564,414.738,av,218
93.12,-3.56448,414.715,av,218
93.22,-3.74319,414.736,av,218
93.52,-3.97161,414.643,av,218
93.77,-4.25548,414.606,av,218
93.93,-3.58619,414.77,av,218
94.02,-4.28568,414.618,av,218
94.32,-3.96377,414.724,av,218
94.6,-3.63689,414.808,av,218
94.69,-4.1497,414.716,av,218
94.71,-4.00757,414.796,av,218
94.96,-3.5992,414.909,av,218
95.27,-3.82562,414.894,av,218
95.36,-3.99918,414.906,av,218
95.67,-4.0993,414.894,av,218
95.74,-4.02707,414.934,av,218
95.93,-3.69663,415.045,av,218
96.21,-3.79117,415.013,av,218
96.37,-4.27299,414.933,av,218
96.48,-3.451,415.113,av,218
96.62,-3.49138,415.129,av,218
96.84,-3.95834,415.064,av,218
97.02,-4.0604,415.772,av,218
97.17,-3.81525,415.999,av,218
97.34,-3.96249,416.194,av,218
97.56,-3.92637,416.784,av,218
97.64,-3.46232,417.119,av,218
97.91,-4.07628,417.198,av,218
98.08,-3.867,417.491,av,218
30.07,-1.39718,554.71,av,208
30.2,-2.28793,554.625,av,208
30.43,-2.86103,554.514,av,208
30.69,-1.58724,554.912,av,208
30.92,-1.06088,555.109,av,208
31.03,-1.28763,555.139,av,208
31.16,-1.16217,555.226,av,208
31.4,-1.58475,555.21,av,208
31.56,-1.64177,555.219,av,208
31.69,-1.24958,555.376,av,208
31.87,-1.7823,555.348,av,208
32.1,-1.48734,555.49,av,208
32.32,-0.566144,555.723,av,208
32.41,-2.35157,555.403,av,208
32.58,-0.749966,555.887,av,208
32.78,-2.48926,555.507,av,208
32.96,-2.34885,555.617,av,208
33.07,-1.94299,555.837,av,208
33.29,-2.2598,555.81,av,208
33.51,-2.64954,555.793,av,208
33.71,-2.79026,555.839,av,208
33.82,-3.3521,555.824,av,208
33.95,-1.09175,556.465,av,208
34.2,-1.11124,556.563,av,208
34.41,-1.9647,556.373,av,208
34.53,-2.50493,556.314,av,208
34.66,-2.37316,556.429,av,208
34.88,-2.39213,556.481,av,208
35.06,-1.5492,556.785,av,208
35.16,-1.46308,556.916,av,208
35.39,-3.04112,556.584,av,208
35.63,-1.6857,557.093,av,208
35.79,-1.49743,557.175,av,208
35.94,-3.09608,556.862,av,208
36.08,-1.16277,557.442,av,208
36.32,-1.54189,557.457,av,208
36.53,-1.78779,557.485,av,208
36.65,-1.82405,557.613,av,208
36.81,-0.538547,557.978,av,208
36.98,-2.12407,557.661,av,208
37.15,-2.46433,557.678,av,208
37.33,-2.54113,557.734,av,208
37.47,-1.64894,558.043,av,208
37.7,-1.38878,558.166,av,208
37.91,-0.797152,558.497,av,208
38.08,-0.31829,558.668,av,208
38.17,-1.50851,558.529,av,208
38.38,-1.24389,558.644,av,208
38.53,-1.76977,558.568,av,208
38.7,-2.54947,558.505,av,208
38.93,-1.36658,558.962,av,208
39.16,-1.87012,558.96,av,208
39.32,-0.937208,559.285,av,208
39.46,-2.43025,559.087,av,208
39.64,-0.889897,559.624,av,208
39.91,-2.15416,559.411,av,208
40.16,-1.57647,559.599,av,208
40.25,-0.553791,559.974,av,208
40.36,-1.75299,559.759,av,208
40.59,-1.71537,559.948,av,208
40.72,-1.7231,560.012,av,208
40.89,-1.51375,560.19,av,208
41.07,-2.64845,559.943,av,208
41.34,-1.55807,560.299,av,208
41.56,-0.896306,560.607,av,208
41.6,-1.64985,560.526,av,208
41.72,-2.21452,560.532,av,208
42.01,-2.11265,560.552,av,208
42.17,-1.82976,560.723,av,208
42.3,-3.01844,560.544,av,208
42.51,-1.5834,561.038,av,208
42.72,-2.79114,560.792,av,208
42.87,-2.93302,560.847,av,208
43.02,-1.30882,561.365,av,208
43.17,-1.57299,561.388,av,208
43.4,0.270301,561.992,av,208
43.61,-1.11739,561.746,av,208
43.7,-2.16317,561.539,av,208
43.89,-2.30369,561.619,av,208
44.12,-1.72844,561.817,av,208
44.28,-1.68056,561.943,av,208
44.39,-3.36992,561.645,av,208
44.61,-2.1402,562.089,av,208
44.84,-2.15456,562.174,av,208
44.95,-2.08135,562.284,av,208
45.07,-1.1962,562.581,av,208
45.29,-1.15614,562.553,av,208
45.51,-1.18154,562.644,av,208
45.72,-2.92842,562.348,av,208
45.8,-2.37743,562.554,av,208
45.99,-1.11377,563.029,av,208
46.21,-1.59565,562.957,av,208
46.37,1.65076,563.84,av,208
46.49,-1.77161,563.148,av,208
46.69,-1.82503,563.323,av,208
46.9,-2.22084,563.247,av,208
47.1,-1.93321,563.471,av,208
47.22,-1.13051,563.764,av,208
47.4,-0.964728,563.872,av,208
47.6,-0.463612,564.122,av,208
47.81,-1.19874,563.986,av,208
47.91,-1.86644,563.899,av,208
48.1,-2.71115,563.828,av,208
48.32,-1.90787,564.164,av,208
48.47,-1.32868,564.439,av,208
48.55,-1.83615,564.384,av,208
48.77,-2.4188,564.298,av,208
48.99,-2.15822,564.542,av,208
49.22,-2.51389,564.525,av,208
49.3,-1.36195,564.943,av,208
49.51,-2.04577,565.025,av,208
49.75,-2.06499,565.115,av,208
49.95,-1.67783,565.279,av,208
50.01,-1.48046,565.427,av,208
50.1,-0.991237,565.626,av,208
50.39,-2.70611,565.369,av,208
50.65,-2.90411,565.487,av,208
50.73,-0.546173,566.147,av,208
50.92,-1.4872,566.101,av,208
51.07,-1.3423,566.146,av,208
51.29,-2.97804,565.894,av,208
51.4,-1.00143,566.479,av,208
51.63,-3.05445,566.12,av,208
51.85,-3.0328,566.317,av,208
51.96,-2.45887,566.598,av,208
52.08,-2.24193,566.786,av,208
52.3,-2.15099,566.891,av,208
52.5,-3.65556,566.638,av,208
52.71,-2.0565,567.178,av,208
52.83,-2.43197,567.044,av,208
53.11,-3.67103,566.822,av,208
53.35,-0.434808,567.731,av,208
53.49,-2.12938,567.476,av,208
53.59,-2.38291,567.478,av,208
53.81,-0.288962,568.112,av,208
54.01,-1.76929,567.891,av,208
54.16,-1.74115,567.959,av,208
54.36,-1.10726,568.13,av,208
54.65,-0.677413,568.423,av,208
54.8,-2.87198,567.913,av,208
54.93,-1.96733,568.291,av,208
55.11,-2.44394,568.26,av,208
55.29,-2.22499,568.432,av,208
55.45,-2.47447,568.462,av,208
55.61,-2.05926,568.667,av,208
55.8,-1.34037,568.949,av,208
56.02,-0.980682,569.111,av,208
56.25,-2.51913,568.903,av,208
56.36,-1.30599,569.338,av,208
56.59,-2.78255,569.12,av,208
56.79,-2.69593,569.279,av,208
56.92,-2.26939,569.533,av,208
57.09,-0.728753,570.046,av,208
57.34,-1.88605,569.896,av,208
57.53,-2.72214,569.78,av,208
57.63,-1.37588,570.263,av,208
57.78,-2.66394,570.089,av,208
57.94,-2.93694,570.108,av,208
58.19,-1.03806,570.805,av,208
58.48,-1.74819,570.807,av,208
58.55,-2.26794,570.792,av,208
58.67,-1.81484,571.04,av,208
58.92,-2.3922,571.116,av,208
59.11,-2.72573,571.157,av,208
59.26,-2.0562,571.585,av,208
59.52,-2.88069,571.635,av,208
59.71,0.249938,572.52,av,208
59.83,-2.63291,572.002,av,208
59.99,-0.687559,572.679,av,208
60.18,-2.85597,572.25,av,208
60.39,-2.12553,572.703,av,208
60.56,-0.0422878,573.457,av,208
60.71,-1.42183,573.222,av,208
60.92,-1.94863,573.268,av,208
61.02,-2.27391,573.328,av,208
61.2,-3.33383,573.213,av,208
61.43,-1.82645,573.778,av,208
61.62,-2.9131,573.675,av,208
61.8,-2.27306,574.004,av,208
61.96,-0.933104,574.432,av,208
62.09,-1.31299,574.55,av,208
62.3,-2.93154,574.285,av,208
62.53,-3.07887,574.434,av,208
62.62,-0.257849,575.273,av,208
62.77,-0.155484,575.485,av,208
63.03,-1.88331,575.238,av,208
63.22,-1.70084,575.488,av,208
63.3,-1.22672,575.716,av,208
63.45,-2.15277,575.674,av,208
63.74,-0.372932,576.356,av,208
63.96,-2.15659,576.044,av,208
64.04,-0.831206,576.503,av,208
64.14,-1.2436,576.55,av,208
64.41,-2.21021,576.523,av,208
64.64,-2.26915,576.637,av,208
64.73,-1.39741,576.718,av,208
64.85,-0.364146,576.96,av,208
65.12,-1.85004,576.805,av,208
65.32,-0.820882,577.195,av,208
65.41,0.466593,577.683,av,208
65.57,-1.93455,577.086,av,208
65.85,-3.04859,576.732,av,208
66.05,-2.02364,577.204,av,208
66.17,-1.16798,577.6,av,208
66.27,-2.82042,576.908,av,208
66.51,-2.25103,577.232,av,208
66.74,-2.05971,577.455,av,208
66.88,-1.45728,577.793,av,208
66.94,-2.71088,577.641,av,208
67.12,-1.63825,578.063,av,208
67.41,-1.88464,578.119,av,208
67.56,-1.24854,578.275,av,208
67.69,-1.13253,578.46,av,208
67.89,-3.18384,578.163,av,208
68.12,-2.15785,578.433,av,208
68.26,-2.59522,578.474,av,208
68.38,-3.1381,578.457,av,208
68.62,-2.8556,578.822,av,208
68.8,-1.84359,579.292,av,208
68.9,-1.38747,579.579,av,208
69.14,-0.41976,579.869,av,208
69.34,-2.80031,579.512,av,208
69.56,-1.50319,580.118,av,208
69.67,-2.843,579.913,av,208
69.73,-1.65117,580.387,av,208
69.94,-0.328312,580.91,av,208
70.17,-2.01478,580.731,av,208
70.41,-3.35869,580.571,av,208
70.57,-0.944524,581.459,av,208
70.72,-2.35346,581.309,av,208
70.9,-2.67792,581.458,av,208
70.96,-0.941894,582.025,av,208
71.16,-2.6298,581.854,av,208
71.47,-1.94414,582.185,av,208
71.63,-3.09947,582.18,av,208
71.73,-3.33644,582.241,av,208
71.9,-0.77751,583.174,av,208
72.16,-0.255275,583.498,av,208
72.25,-1.625,583.402,av,208
72.39,-2.06791,583.456,av,208
72.64,-4.13053,583.189,av,208
72.84,-3.46575,583.555,av,208
73.02,-2.363,584.112,av,208
73.1,-0.68428,584.694,av,208
73.28,-2.49923,584.458,av,208
73.47,-1.2618,584.973,av,208
73.74,-2.06315,585.099,av,208
73.92,-2.25167,585.236,av,208
74.05,-2.69746,585.415,av,208
74.31,-2.94926,585.602,av,208
74.47,-2.42864,585.986,av,208
74.55,-2.07233,586.276,av,208
74.81,-4.08438,585.971,av,208
75.06,-0.568971,587.161,av,208
75.2,-2.53631,586.912,av,208
75.32,-2.37722,587.181,av,208
75.53,-1.21078,587.774,av,208
75.69,-2.06294,587.748,av,208
75.88,-2.03471,588.057,av,208
76.08,-1.67526,588.41,av,208
76.19,-0.811253,588.87,av,208
76.44,-1.69296,588.853,av,208
76.55,-1.03988,589.256,av,208
76.63,-1.33879,589.385,av,208
76.85,-1.24168,589.679,av,208
77.13,-1.48708,589.964,av,208
77.39,-1.89307,590.179,av,208
77.46,-2.53884,590.224,av,208
77.53,-1.91982,590.667,av,208
77.84,-3.11114,590.608,av,208
78,-1.68065,591.248,av,208
78.1,-1.70654,591.481,av,208
78.29,-2.93657,591.467,av,208
78.52,-3.03202,591.752,av,208
78.69,-4.88166,591.536,av,208
78.78,-0.656696,592.776,av,208
79,-1.61396,592.825,av,208
79.2,-2.76317,592.861,av,208
79.45,-2.70758,593.095,av,208
79.58,-2.29815,593.469,av,208
