temperature,gene,gfp_conc_mgml,buffer,unfolding_ratio,unfolding_ratio_deriv,unfolding_scatter,unfolding_scatter_deriv,refolding_ratio,refolding_ratio_deriv,refolding_scatter,refolding_scatter_deriv
20,pplu,1,im25mM_h2o,0.635,-0.000245,88.897,-0.071716,0.588,0.000636,147.448,-0.085216
20.054,pplu,1,im25mM_h2o,0.629,-0.000245,87.788,-0.071383,0.589,0.000636,146.977,-0.084996
20.108,pplu,1,im25mM_h2o,0.63,-0.000245,87.784,-0.071033,0.587,0.000636,146.678,-0.084775
20.162,pplu,1,im25mM_h2o,0.631,-0.000245,87.647,-0.070664,0.588,0.000636,146.599,-0.084552
20.216,pplu,1,im25mM_h2o,0.633,-0.000245,87.926,-0.070277,0.587,0.000636,146.709,-0.084327
20.27,pplu,1,im25mM_h2o,0.634,-0.000245,87.415,-0.069871,0.587,0.000637,146.945,-0.084101
20.324,pplu,1,im25mM_h2o,0.631,-0.000245,87.684,-0.069446,0.591,0.000637,146.713,-0.083873
20.377,pplu,1,im25mM_h2o,0.629,-0.000245,87.482,-0.069,0.59,0.000637,146.806,-0.083643
20.431,pplu,1,im25mM_h2o,0.633,-0.000245,87.736,-0.068533,0.59,0.000637,146.97,-0.083411
20.485,pplu,1,im25mM_h2o,0.627,-0.000245,88.139,-0.068045,0.59,0.000637,147.034,-0.083178
20.539,pplu,1,im25mM_h2o,0.63,-0.000245,87.659,-0.067534,0.591,0.000637,146.934,-0.082943
20.593,pplu,1,im25mM_h2o,0.631,-0.000245,87.556,-0.067001,0.589,0.000637,146.954,-0.082706
20.647,pplu,1,im25mM_h2o,0.631,-0.000245,87.819,-0.066444,0.59,0.000637,147.229,-0.082467
20.701,pplu,1,im25mM_h2o,0.629,-0.000245,87.905,-0.065864,0.59,0.000637,146.828,-0.082226
20.755,pplu,1,im25mM_h2o,0.633,-0.000245,87.748,-0.065262,0.589,0.000638,146.999,-0.081984
20.809,pplu,1,im25mM_h2o,0.63,-0.000245,87.981,-0.064637,0.59,0.000638,146.981,-0.08174
20.863,pplu,1,im25mM_h2o,0.629,-0.000245,87.978,-0.063992,0.589,0.000638,146.949,-0.081494
20.917,pplu,1,im25mM_h2o,0.632,-0.000245,87.516,-0.063327,0.587,0.000638,147.187,-0.081246
20.971,pplu,1,im25mM_h2o,0.632,-0.000245,87.998,-0.062645,0.588,0.000638,146.957,-0.080996
21.025,pplu,1,im25mM_h2o,0.631,-0.000245,88.202,-0.061949,0.589,0.000638,147.018,-0.080745
21.078,pplu,1,im25mM_h2o,0.63,-0.000245,87.896,-0.061239,0.59,0.000638,147.194,-0.080492
21.132,pplu,1,im25mM_h2o,0.631,-0.000245,87.752,-0.060519,0.59,0.000638,147.009,-0.080238
21.186,pplu,1,im25mM_h2o,0.632,-0.000245,87.648,-0.059792,0.59,0.000638,147.065,-0.079982
21.24,pplu,1,im25mM_h2o,0.632,-0.000245,87.806,-0.059059,0.59,0.000639,147.099,-0.079724
21.294,pplu,1,im25mM_h2o,0.631,-0.000245,87.983,-0.058324,0.59,0.000639,146.975,-0.079465
21.348,pplu,1,im25mM_h2o,0.633,-0.000245,87.626,-0.057589,0.589,0.000639,147.004,-0.079204
21.402,pplu,1,im25mM_h2o,0.632,-0.000245,87.571,-0.056857,0.589,0.000639,146.909,-0.078941
21.456,pplu,1,im25mM_h2o,0.631,-0.000245,88.059,-0.05613,0.589,0.000639,146.778,-0.078677
21.51,pplu,1,im25mM_h2o,0.632,-0.000245,87.76,-0.055412,0.589,0.000639,146.836,-0.078412
21.564,pplu,1,im25mM_h2o,0.629,-0.000245,87.713,-0.054705,0.59,0.000639,146.729,-0.078145
21.618,pplu,1,im25mM_h2o,0.628,-0.000245,87.8,-0.05401,0.59,0.000639,146.728,-0.077877
21.672,pplu,1,im25mM_h2o,0.632,-0.000245,87.57,-0.053332,0.588,0.00064,146.888,-0.077608
21.726,pplu,1,im25mM_h2o,0.632,-0.000245,87.383,-0.052671,0.589,0.00064,146.931,-0.077337
21.78,pplu,1,im25mM_h2o,0.632,-0.000245,87.854,-0.052032,0.593,0.00064,146.883,-0.077066
21.833,pplu,1,im25mM_h2o,0.628,-0.000245,87.805,-0.051416,0.591,0.00064,147.075,-0.076793
21.887,pplu,1,im25mM_h2o,0.628,-0.000245,87.752,-0.050827,0.59,0.00064,147.053,-0.076519
21.941,pplu,1,im25mM_h2o,0.629,-0.000245,87.591,-0.05027,0.59,0.00064,146.764,-0.076244
21.995,pplu,1,im25mM_h2o,0.632,-0.000245,87.732,-0.049746,0.589,0.00064,146.935,-0.075968
22.049,pplu,1,im25mM_h2o,0.63,-0.000245,87.809,-0.04926,0.59,0.00064,146.773,-0.075691
22.103,pplu,1,im25mM_h2o,0.632,-0.000245,88.053,-0.048816,0.59,0.000641,147.002,-0.075413
22.157,pplu,1,im25mM_h2o,0.633,-0.000245,87.754,-0.048418,0.593,0.000641,147.354,-0.075135
22.211,pplu,1,im25mM_h2o,0.633,-0.000245,87.697,-0.048068,0.589,0.000641,146.902,-0.074856
22.265,pplu,1,im25mM_h2o,0.633,-0.000245,87.567,-0.047771,0.591,0.000641,146.766,-0.074576
22.319,pplu,1,im25mM_h2o,0.633,-0.000245,87.352,-0.047531,0.589,0.000641,146.991,-0.074296
22.373,pplu,1,im25mM_h2o,0.631,-0.000245,87.434,-0.04735,0.59,0.000641,146.745,-0.074016
22.427,pplu,1,im25mM_h2o,0.632,-0.000245,87.519,-0.047234,0.589,0.000641,147.355,-0.073735
22.481,pplu,1,im25mM_h2o,0.631,-0.000245,87.468,-0.047183,0.591,0.000641,147.328,-0.073453
22.534,pplu,1,im25mM_h2o,0.632,-0.000245,87.639,-0.047203,0.591,0.000641,147.085,-0.073172
22.588,pplu,1,im25mM_h2o,0.631,-0.000245,87.641,-0.047294,0.591,0.000642,147.1,-0.07289
22.642,pplu,1,im25mM_h2o,0.63,-0.000245,87.546,-0.047457,0.59,0.000642,146.885,-0.072608
22.696,pplu,1,im25mM_h2o,0.632,-0.000245,87.794,-0.04769,0.591,0.000642,146.884,-0.072325
22.75,pplu,1,im25mM_h2o,0.633,-0.000245,87.683,-0.047992,0.59,0.000642,147.143,-0.072042
22.804,pplu,1,im25mM_h2o,0.631,-0.000245,87.447,-0.048353,0.593,0.000642,146.891,-0.071758
22.858,pplu,1,im25mM_h2o,0.629,-0.000245,87.461,-0.048763,0.591,0.000642,146.818,-0.071472
22.912,pplu,1,im25mM_h2o,0.629,-0.000245,87.192,-0.049201,0.589,0.000642,146.782,-0.071183
22.966,pplu,1,im25mM_h2o,0.631,-0.000245,87.304,-0.049637,0.589,0.000642,146.152,-0.07089
23.02,pplu,1,im25mM_h2o,0.63,-0.000245,87.573,-0.050027,0.588,0.000642,146.718,-0.07059
23.074,pplu,1,im25mM_h2o,0.632,-0.000245,87.513,-0.050307,0.59,0.000643,146.772,-0.070281
23.128,pplu,1,im25mM_h2o,0.63,-0.000245,87.334,-0.050868,0.592,0.000642,146.771,-0.069935
23.182,pplu,1,im25mM_h2o,0.631,-0.000245,87.318,-0.051338,0.59,0.000642,147.013,-0.069574
23.235,pplu,1,im25mM_h2o,0.631,-0.000245,87.391,-0.051684,0.592,0.000642,146.831,-0.06922
23.289,pplu,1,im25mM_h2o,0.629,-0.000245,87.51,-0.051878,0.591,0.000642,146.822,-0.068874
23.343,pplu,1,im25mM_h2o,0.63,-0.000245,87.808,-0.051896,0.591,0.000642,146.525,-0.068538
23.397,pplu,1,im25mM_h2o,0.629,-0.000245,87.77,-0.051713,0.592,0.000641,146.724,-0.068213
23.451,pplu,1,im25mM_h2o,0.628,-0.000245,87.466,-0.051312,0.59,0.000641,146.584,-0.067901
23.505,pplu,1,im25mM_h2o,0.63,-0.000245,87.402,-0.050679,0.593,0.000641,146.65,-0.067602
23.559,pplu,1,im25mM_h2o,0.632,-0.000245,87.659,-0.04981,0.592,0.00064,146.643,-0.067318
23.613,pplu,1,im25mM_h2o,0.631,-0.000245,87.957,-0.048703,0.59,0.00064,146.548,-0.06705
23.667,pplu,1,im25mM_h2o,0.63,-0.000245,87.905,-0.04737,0.592,0.000639,146.795,-0.066797
23.721,pplu,1,im25mM_h2o,0.631,-0.000245,87.638,-0.045824,0.592,0.000639,146.811,-0.066562
23.775,pplu,1,im25mM_h2o,0.632,-0.000245,87.649,-0.044087,0.591,0.000638,146.93,-0.066344
23.829,pplu,1,im25mM_h2o,0.632,-0.000245,87.856,-0.042182,0.591,0.000637,146.823,-0.066144
23.883,pplu,1,im25mM_h2o,0.632,-0.000245,87.767,-0.040133,0.591,0.000637,146.675,-0.065963
23.936,pplu,1,im25mM_h2o,0.63,-0.000245,87.891,-0.037969,0.59,0.000636,146.643,-0.065802
23.99,pplu,1,im25mM_h2o,0.631,-0.000245,87.864,-0.035717,0.591,0.000635,146.536,-0.06566
24.044,pplu,1,im25mM_h2o,0.631,-0.000245,87.576,-0.033408,0.592,0.000635,146.534,-0.065539
24.098,pplu,1,im25mM_h2o,0.632,-0.000245,87.614,-0.03107,0.591,0.000634,146.779,-0.065438
24.152,pplu,1,im25mM_h2o,0.631,-0.000245,87.911,-0.028732,0.59,0.000633,146.93,-0.06536
24.206,pplu,1,im25mM_h2o,0.632,-0.000245,87.768,-0.026426,0.591,0.000633,146.587,-0.065303
24.26,pplu,1,im25mM_h2o,0.631,-0.000245,87.919,-0.024181,0.591,0.000632,146.379,-0.065268
24.314,pplu,1,im25mM_h2o,0.63,-0.000245,87.855,-0.022029,0.591,0.000631,146.429,-0.065256
24.368,pplu,1,im25mM_h2o,0.63,-0.000245,87.586,-0.020001,0.591,0.000631,146.537,-0.065268
24.422,pplu,1,im25mM_h2o,0.63,-0.000245,87.551,-0.018128,0.592,0.00063,146.779,-0.065302
24.476,pplu,1,im25mM_h2o,0.631,-0.000245,87.33,-0.01644,0.592,0.000629,146.665,-0.065361
24.53,pplu,1,im25mM_h2o,0.632,-0.000245,87.595,-0.014971,0.592,0.000629,146.666,-0.065443
24.584,pplu,1,im25mM_h2o,0.63,-0.000245,87.814,-0.013748,0.594,0.000628,146.798,-0.065549
24.638,pplu,1,im25mM_h2o,0.63,-0.000245,87.387,-0.0128,0.592,0.000628,146.496,-0.06568
24.691,pplu,1,im25mM_h2o,0.628,-0.000245,87.541,-0.012151,0.589,0.000627,146.624,-0.065833
24.745,pplu,1,im25mM_h2o,0.631,-0.000245,87.385,-0.01182,0.593,0.000627,146.657,-0.06601
24.799,pplu,1,im25mM_h2o,0.632,-0.000245,87.174,-0.011821,0.592,0.000626,146.66,-0.066209
24.853,pplu,1,im25mM_h2o,0.628,-0.000245,87.736,-0.012158,0.591,0.000626,146.66,-0.06643
24.907,pplu,1,im25mM_h2o,0.633,-0.000245,87.619,-0.012829,0.593,0.000625,146.808,-0.066671
24.961,pplu,1,im25mM_h2o,0.63,-0.000245,87.295,-0.013824,0.593,0.000625,146.729,-0.066931
25.015,pplu,1,im25mM_h2o,0.629,-0.000245,87.31,-0.015123,0.592,0.000624,146.664,-0.067209
25.069,pplu,1,im25mM_h2o,0.633,-0.000245,87.864,-0.016699,0.594,0.000624,146.732,-0.067502
25.123,pplu,1,im25mM_h2o,0.633,-0.000245,87.813,-0.018519,0.592,0.000624,146.827,-0.067809
25.177,pplu,1,im25mM_h2o,0.632,-0.000245,87.644,-0.020544,0.595,0.000623,146.878,-0.068128
25.231,pplu,1,im25mM_h2o,0.63,-0.000245,88.034,-0.022731,0.594,0.000623,146.994,-0.068456
25.285,pplu,1,im25mM_h2o,0.631,-0.000245,87.464,-0.025035,0.592,0.000622,146.551,-0.068791
25.339,pplu,1,im25mM_h2o,0.631,-0.000245,87.46,-0.027412,0.592,0.000622,146.461,-0.069131
25.392,pplu,1,im25mM_h2o,0.628,-0.000245,87.461,-0.029816,0.592,0.000622,146.875,-0.069474
25.446,pplu,1,im25mM_h2o,0.633,-0.000245,87.552,-0.032201,0.591,0.000622,146.904,-0.069816
25.5,pplu,1,im25mM_h2o,0.629,-0.000245,87.678,-0.034525,0.595,0.000621,146.73,-0.070156
25.554,pplu,1,im25mM_h2o,0.629,-0.000245,87.738,-0.036747,0.592,0.000621,147.08,-0.07049
25.608,pplu,1,im25mM_h2o,0.632,-0.000245,87.522,-0.038828,0.593,0.000621,146.693,-0.070816
25.662,pplu,1,im25mM_h2o,0.628,-0.000245,87.14,-0.040731,0.595,0.00062,147.004,-0.071133
25.716,pplu,1,im25mM_h2o,0.63,-0.000245,87.144,-0.042424,0.593,0.00062,146.8,-0.071438
25.77,pplu,1,im25mM_h2o,0.63,-0.000245,87.517,-0.043881,0.591,0.00062,146.862,-0.07173
25.824,pplu,1,im25mM_h2o,0.629,-0.000245,87.412,-0.04508,0.593,0.00062,147.012,-0.072006
25.878,pplu,1,im25mM_h2o,0.63,-0.000246,87.564,-0.046008,0.593,0.000619,146.791,-0.072264
25.932,pplu,1,im25mM_h2o,0.629,-0.000246,87.578,-0.046652,0.592,0.000619,146.396,-0.072503
25.986,pplu,1,im25mM_h2o,0.629,-0.000246,87.238,-0.047009,0.592,0.000619,146.414,-0.072722
26.04,pplu,1,im25mM_h2o,0.633,-0.000246,87.406,-0.04708,0.591,0.000619,146.579,-0.072918
26.093,pplu,1,im25mM_h2o,0.631,-0.000246,87.674,-0.046873,0.593,0.000618,146.556,-0.073091
26.147,pplu,1,im25mM_h2o,0.63,-0.000246,87.534,-0.046401,0.592,0.000618,146.778,-0.073241
26.201,pplu,1,im25mM_h2o,0.631,-0.000246,87.642,-0.045682,0.591,0.000618,146.646,-0.073366
26.255,pplu,1,im25mM_h2o,0.629,-0.000246,87.311,-0.044737,0.593,0.000617,146.396,-0.073466
26.309,pplu,1,im25mM_h2o,0.627,-0.000246,87.246,-0.043594,0.593,0.000617,146.62,-0.07354
26.363,pplu,1,im25mM_h2o,0.629,-0.000247,87.357,-0.042286,0.594,0.000617,146.623,-0.073589
26.417,pplu,1,im25mM_h2o,0.63,-0.000247,87.624,-0.04085,0.594,0.000617,146.396,-0.073613
26.471,pplu,1,im25mM_h2o,0.631,-0.000247,87.646,-0.039321,0.594,0.000616,146.447,-0.073611
26.525,pplu,1,im25mM_h2o,0.631,-0.000247,87.693,-0.037737,0.594,0.000616,146.673,-0.073583
26.579,pplu,1,im25mM_h2o,0.63,-0.000247,87.773,-0.036131,0.593,0.000616,146.743,-0.073529
26.633,pplu,1,im25mM_h2o,0.628,-0.000247,87.66,-0.034539,0.593,0.000616,146.828,-0.07345
26.687,pplu,1,im25mM_h2o,0.627,-0.000248,87.494,-0.032996,0.595,0.000615,146.996,-0.073345
26.741,pplu,1,im25mM_h2o,0.628,-0.000248,87.556,-0.031534,0.593,0.000615,146.814,-0.073216
26.794,pplu,1,im25mM_h2o,0.631,-0.000248,87.844,-0.030186,0.592,0.000615,146.584,-0.073062
26.848,pplu,1,im25mM_h2o,0.63,-0.000248,87.728,-0.02898,0.591,0.000615,146.741,-0.072884
26.902,pplu,1,im25mM_h2o,0.628,-0.000248,87.417,-0.027941,0.593,0.000615,146.816,-0.072683
26.956,pplu,1,im25mM_h2o,0.63,-0.000249,87.48,-0.027093,0.593,0.000615,146.788,-0.072459
27.01,pplu,1,im25mM_h2o,0.629,-0.000249,87.678,-0.026455,0.593,0.000615,146.458,-0.072213
27.064,pplu,1,im25mM_h2o,0.63,-0.000249,87.549,-0.026041,0.593,0.000615,146.141,-0.071945
27.118,pplu,1,im25mM_h2o,0.629,-0.000249,87.503,-0.025862,0.594,0.000615,146.164,-0.071657
27.172,pplu,1,im25mM_h2o,0.628,-0.000249,87.606,-0.025921,0.593,0.000615,146.472,-0.071349
27.226,pplu,1,im25mM_h2o,0.628,-0.00025,87.741,-0.026217,0.594,0.000616,146.837,-0.071022
27.28,pplu,1,im25mM_h2o,0.627,-0.00025,87.783,-0.026745,0.592,0.000616,146.844,-0.070677
27.334,pplu,1,im25mM_h2o,0.628,-0.00025,87.533,-0.027496,0.591,0.000616,146.864,-0.070314
27.388,pplu,1,im25mM_h2o,0.629,-0.00025,87.333,-0.028458,0.594,0.000617,146.777,-0.069936
27.442,pplu,1,im25mM_h2o,0.63,-0.00025,87.507,-0.029611,0.595,0.000617,146.437,-0.069542
27.496,pplu,1,im25mM_h2o,0.63,-0.00025,87.674,-0.030931,0.596,0.000618,146.473,-0.069134
27.549,pplu,1,im25mM_h2o,0.63,-0.000251,87.506,-0.032388,0.594,0.000618,146.198,-0.068714
27.603,pplu,1,im25mM_h2o,0.631,-0.000251,87.302,-0.033953,0.592,0.000619,146.032,-0.068281
27.657,pplu,1,im25mM_h2o,0.629,-0.000251,87.225,-0.035595,0.593,0.00062,146.379,-0.067838
27.711,pplu,1,im25mM_h2o,0.628,-0.000251,87.225,-0.037287,0.594,0.00062,146.617,-0.067386
27.765,pplu,1,im25mM_h2o,0.63,-0.000251,87.177,-0.038998,0.593,0.000621,146.494,-0.066926
27.819,pplu,1,im25mM_h2o,0.63,-0.000252,87.099,-0.040704,0.595,0.000622,146.543,-0.06646
27.873,pplu,1,im25mM_h2o,0.63,-0.000252,87.238,-0.042382,0.593,0.000623,146.331,-0.06599
27.927,pplu,1,im25mM_h2o,0.631,-0.000252,87.289,-0.044013,0.594,0.000624,145.926,-0.065516
27.981,pplu,1,im25mM_h2o,0.63,-0.000252,87.548,-0.045576,0.596,0.000625,145.977,-0.065043
28.035,pplu,1,im25mM_h2o,0.631,-0.000252,87.485,-0.047054,0.594,0.000626,146.174,-0.06457
28.089,pplu,1,im25mM_h2o,0.631,-0.000253,87.457,-0.048427,0.594,0.000627,146.1,-0.064101
28.143,pplu,1,im25mM_h2o,0.629,-0.000253,87.478,-0.04968,0.595,0.000628,146.183,-0.063638
28.197,pplu,1,im25mM_h2o,0.628,-0.000253,87.526,-0.0508,0.594,0.000629,146.266,-0.063182
28.25,pplu,1,im25mM_h2o,0.628,-0.000253,87.67,-0.051777,0.595,0.00063,146.298,-0.062736
28.304,pplu,1,im25mM_h2o,0.628,-0.000253,87.688,-0.052605,0.594,0.000631,146.365,-0.062302
28.358,pplu,1,im25mM_h2o,0.629,-0.000254,87.321,-0.05328,0.591,0.000632,146.152,-0.061881
28.412,pplu,1,im25mM_h2o,0.628,-0.000254,87.411,-0.053797,0.593,0.000633,146.237,-0.061475
28.466,pplu,1,im25mM_h2o,0.628,-0.000254,87.467,-0.054151,0.594,0.000634,146.46,-0.061086
28.52,pplu,1,im25mM_h2o,0.631,-0.000254,87.552,-0.05434,0.594,0.000635,146.57,-0.060716
28.574,pplu,1,im25mM_h2o,0.631,-0.000255,87.672,-0.054366,0.595,0.000637,146.412,-0.060367
28.628,pplu,1,im25mM_h2o,0.631,-0.000255,87.527,-0.054231,0.593,0.000638,146.707,-0.060039
28.682,pplu,1,im25mM_h2o,0.629,-0.000255,87.755,-0.053944,0.593,0.000639,146.322,-0.059735
28.736,pplu,1,im25mM_h2o,0.628,-0.000256,87.619,-0.053517,0.594,0.00064,146.373,-0.059455
28.79,pplu,1,im25mM_h2o,0.629,-0.000256,87.607,-0.052964,0.592,0.000642,146.554,-0.059201
28.844,pplu,1,im25mM_h2o,0.626,-0.000256,87.567,-0.052309,0.592,0.000643,146.386,-0.058973
28.898,pplu,1,im25mM_h2o,0.63,-0.000256,87.487,-0.051575,0.592,0.000644,146.604,-0.058772
28.951,pplu,1,im25mM_h2o,0.633,-0.000257,87.201,-0.050791,0.591,0.000646,146.514,-0.058599
29.005,pplu,1,im25mM_h2o,0.627,-0.000257,87.63,-0.049984,0.595,0.000647,146.356,-0.058456
29.059,pplu,1,im25mM_h2o,0.629,-0.000257,87.644,-0.04918,0.596,0.000648,146.397,-0.058342
29.113,pplu,1,im25mM_h2o,0.63,-0.000258,87.145,-0.04841,0.595,0.00065,146.439,-0.058259
29.167,pplu,1,im25mM_h2o,0.629,-0.000258,87.275,-0.047702,0.595,0.000651,146.377,-0.058208
29.221,pplu,1,im25mM_h2o,0.63,-0.000258,87.598,-0.047087,0.592,0.000653,146.241,-0.05819
29.275,pplu,1,im25mM_h2o,0.629,-0.000259,87.36,-0.046594,0.594,0.000655,146.382,-0.058204
29.329,pplu,1,im25mM_h2o,0.63,-0.000259,87.262,-0.046248,0.594,0.000656,146.352,-0.058252
29.383,pplu,1,im25mM_h2o,0.627,-0.000259,87.406,-0.046066,0.596,0.000658,146.429,-0.058336
29.437,pplu,1,im25mM_h2o,0.631,-0.000259,87.476,-0.046063,0.593,0.00066,146.308,-0.058454
29.491,pplu,1,im25mM_h2o,0.629,-0.00026,87.19,-0.046243,0.593,0.000662,146.232,-0.058609
29.545,pplu,1,im25mM_h2o,0.628,-0.00026,87.422,-0.046608,0.593,0.000664,146.362,-0.058801
29.599,pplu,1,im25mM_h2o,0.629,-0.00026,87.584,-0.047153,0.593,0.000666,146.406,-0.059032
29.652,pplu,1,im25mM_h2o,0.627,-0.00026,87.432,-0.047867,0.595,0.000668,146.401,-0.0593
29.706,pplu,1,im25mM_h2o,0.627,-0.000261,87.393,-0.048734,0.596,0.000671,146.332,-0.059608
29.76,pplu,1,im25mM_h2o,0.628,-0.000261,87.307,-0.049733,0.594,0.000673,146.18,-0.059954
29.814,pplu,1,im25mM_h2o,0.627,-0.000261,87.119,-0.050843,0.596,0.000675,146.458,-0.060338
29.868,pplu,1,im25mM_h2o,0.631,-0.000261,87.535,-0.052038,0.595,0.000678,146.476,-0.060761
29.922,pplu,1,im25mM_h2o,0.627,-0.000261,87.666,-0.053293,0.596,0.00068,146.355,-0.061219
29.976,pplu,1,im25mM_h2o,0.627,-0.000262,87.452,-0.05458,0.595,0.000683,146.32,-0.061713
30.03,pplu,1,im25mM_h2o,0.628,-0.000262,87.197,-0.05587,0.595,0.000686,146.406,-0.06224
30.084,pplu,1,im25mM_h2o,0.625,-0.000262,86.902,-0.057133,0.598,0.000689,146.478,-0.062798
30.138,pplu,1,im25mM_h2o,0.627,-0.000262,87.171,-0.058343,0.599,0.000691,146.553,-0.063385
30.192,pplu,1,im25mM_h2o,0.629,-0.000262,87.319,-0.059474,0.597,0.000694,146.57,-0.063999
30.246,pplu,1,im25mM_h2o,0.63,-0.000263,87.355,-0.0605,0.595,0.000697,146.507,-0.064636
30.3,pplu,1,im25mM_h2o,0.628,-0.000263,87.199,-0.0614,0.595,0.0007,146.495,-0.065293
30.354,pplu,1,im25mM_h2o,0.629,-0.000263,87.476,-0.062149,0.595,0.000703,146.614,-0.065969
30.407,pplu,1,im25mM_h2o,0.628,-0.000263,87.294,-0.062726,0.596,0.000707,146.743,-0.066659
30.461,pplu,1,im25mM_h2o,0.632,-0.000263,87.257,-0.063107,0.597,0.00071,146.591,-0.06736
30.515,pplu,1,im25mM_h2o,0.628,-0.000263,87.264,-0.063275,0.597,0.000713,146.579,-0.06807
30.569,pplu,1,im25mM_h2o,0.63,-0.000263,87.007,-0.063212,0.596,0.000716,146.621,-0.068785
30.623,pplu,1,im25mM_h2o,0.63,-0.000263,87.183,-0.062907,0.597,0.000719,146.37,-0.069503
30.677,pplu,1,im25mM_h2o,0.628,-0.000264,87.355,-0.062354,0.596,0.000722,146.412,-0.070219
30.731,pplu,1,im25mM_h2o,0.629,-0.000264,87.183,-0.061557,0.596,0.000726,146.489,-0.070933
30.785,pplu,1,im25mM_h2o,0.629,-0.000264,87.373,-0.060528,0.597,0.000729,146.386,-0.07164
30.839,pplu,1,im25mM_h2o,0.629,-0.000264,87.461,-0.059284,0.596,0.000732,146.301,-0.072338
30.893,pplu,1,im25mM_h2o,0.627,-0.000264,87.266,-0.057854,0.595,0.000735,146.706,-0.073024
30.947,pplu,1,im25mM_h2o,0.629,-0.000265,87.423,-0.056268,0.596,0.000738,146.586,-0.073697
31.001,pplu,1,im25mM_h2o,0.629,-0.000265,87.473,-0.054565,0.596,0.000741,146.16,-0.074354
31.055,pplu,1,im25mM_h2o,0.626,-0.000265,87.317,-0.052785,0.596,0.000744,146.305,-0.074993
31.108,pplu,1,im25mM_h2o,0.628,-0.000265,87.391,-0.050969,0.596,0.000746,146.377,-0.07561
31.162,pplu,1,im25mM_h2o,0.628,-0.000265,87.477,-0.04916,0.596,0.000749,146.277,-0.076206
31.216,pplu,1,im25mM_h2o,0.628,-0.000266,87.309,-0.0474,0.596,0.000752,146.53,-0.076777
31.27,pplu,1,im25mM_h2o,0.629,-0.000266,87.525,-0.045729,0.594,0.000754,146.303,-0.077324
31.324,pplu,1,im25mM_h2o,0.63,-0.000266,87.608,-0.044185,0.595,0.000757,146.572,-0.077843
31.378,pplu,1,im25mM_h2o,0.628,-0.000267,87.565,-0.042801,0.596,0.00076,146.515,-0.078334
31.432,pplu,1,im25mM_h2o,0.629,-0.000267,87.528,-0.041601,0.596,0.000762,146.231,-0.078797
31.486,pplu,1,im25mM_h2o,0.627,-0.000267,87.426,-0.040603,0.599,0.000764,146.072,-0.079231
31.54,pplu,1,im25mM_h2o,0.63,-0.000267,87.346,-0.039816,0.597,0.000767,145.91,-0.079634
31.594,pplu,1,im25mM_h2o,0.63,-0.000268,87.256,-0.039243,0.596,0.000769,146.15,-0.080008
31.648,pplu,1,im25mM_h2o,0.628,-0.000268,87.124,-0.038878,0.598,0.000771,146.223,-0.080352
31.702,pplu,1,im25mM_h2o,0.63,-0.000269,87.365,-0.038711,0.597,0.000773,146.467,-0.080666
31.756,pplu,1,im25mM_h2o,0.63,-0.000269,87.259,-0.038727,0.597,0.000775,146.387,-0.08095
31.809,pplu,1,im25mM_h2o,0.629,-0.000269,87.161,-0.038908,0.596,0.000778,146.121,-0.081205
31.863,pplu,1,im25mM_h2o,0.63,-0.00027,87.461,-0.03923,0.596,0.00078,145.976,-0.08143
31.917,pplu,1,im25mM_h2o,0.63,-0.00027,87.371,-0.039671,0.595,0.000782,146.056,-0.081626
31.971,pplu,1,im25mM_h2o,0.629,-0.000271,87.125,-0.040204,0.595,0.000784,146.177,-0.081794
32.025,pplu,1,im25mM_h2o,0.629,-0.000271,87.177,-0.040807,0.597,0.000786,146.115,-0.081933
32.079,pplu,1,im25mM_h2o,0.627,-0.000271,87.124,-0.041454,0.597,0.000788,146.162,-0.082046
32.133,pplu,1,im25mM_h2o,0.625,-0.000272,87.082,-0.042123,0.595,0.000789,146.186,-0.082133
32.187,pplu,1,im25mM_h2o,0.627,-0.000272,87.242,-0.042792,0.597,0.000791,145.803,-0.082194
32.241,pplu,1,im25mM_h2o,0.629,-0.000273,87.144,-0.043445,0.594,0.000793,145.945,-0.08223
32.295,pplu,1,im25mM_h2o,0.629,-0.000273,86.922,-0.044068,0.596,0.000795,146.063,-0.082243
32.349,pplu,1,im25mM_h2o,0.628,-0.000274,86.864,-0.044654,0.597,0.000797,146.168,-0.082234
32.403,pplu,1,im25mM_h2o,0.626,-0.000274,87.029,-0.045195,0.596,0.000799,146.084,-0.082203
32.457,pplu,1,im25mM_h2o,0.628,-0.000274,87.105,-0.045687,0.597,0.000801,145.873,-0.082152
32.51,pplu,1,im25mM_h2o,0.631,-0.000275,86.98,-0.046128,0.595,0.000802,145.599,-0.082082
32.564,pplu,1,im25mM_h2o,0.631,-0.000275,86.896,-0.046512,0.597,0.000804,145.811,-0.081995
32.618,pplu,1,im25mM_h2o,0.63,-0.000276,87.272,-0.046836,0.597,0.000806,146.045,-0.081892
32.672,pplu,1,im25mM_h2o,0.629,-0.000276,87.448,-0.047095,0.596,0.000808,146.039,-0.081774
32.726,pplu,1,im25mM_h2o,0.628,-0.000277,87.222,-0.04728,0.596,0.000809,146.021,-0.081642
32.78,pplu,1,im25mM_h2o,0.627,-0.000277,87.179,-0.047382,0.595,0.000811,146.062,-0.081498
32.834,pplu,1,im25mM_h2o,0.629,-0.000278,87.319,-0.04739,0.597,0.000813,146.102,-0.081344
