temperature,gene,gfp_conc_mgml,buffer,unfolding_ratio,unfolding_ratio_deriv,unfolding_scatter,unfolding_scatter_deriv,refolding_ratio,refolding_ratio_deriv,refolding_scatter,refolding_scatter_deriv
66.607,av,1,im25mM_h2o,0.65,7.80E-05,130.331,-0.088766,-4.00E-06,-4.00E-06,116.758,-0.073707
66.639,av,1,im25mM_h2o,0.649,7.90E-05,130.276,-0.088971,-4.00E-06,-4.00E-06,116.833,-0.073785
66.671,av,1,im25mM_h2o,0.65,8.00E-05,130.421,-0.089178,-3.00E-06,-3.00E-06,116.728,-0.07386
66.704,av,1,im25mM_h2o,0.65,8.00E-05,130.81,-0.089384,-2.00E-06,-2.00E-06,116.752,-0.073932
66.736,av,1,im25mM_h2o,0.65,8.10E-05,130.657,-0.089585,-2.00E-06,-2.00E-06,116.716,-0.074002
66.769,av,1,im25mM_h2o,0.653,8.20E-05,130.485,-0.089779,-1.00E-06,-1.00E-06,116.742,-0.07407
66.801,av,1,im25mM_h2o,0.651,8.30E-05,130.438,-0.089962,0,0,116.789,-0.074136
66.834,av,1,im25mM_h2o,0.649,8.40E-05,130.427,-0.090133,1.00E-06,1.00E-06,116.681,-0.074201
66.866,av,1,im25mM_h2o,0.649,8.50E-05,130.473,-0.090289,1.00E-06,1.00E-06,116.611,-0.074266
66.899,av,1,im25mM_h2o,0.648,8.60E-05,130.361,-0.09043,2.00E-06,2.00E-06,116.704,-0.074329
66.931,av,1,im25mM_h2o,0.649,8.70E-05,130.399,-0.090554,3.00E-06,3.00E-06,116.835,-0.074393
66.964,av,1,im25mM_h2o,0.65,8.90E-05,130.234,-0.09066,4.00E-06,4.00E-06,116.81,-0.074457
66.996,av,1,im25mM_h2o,0.648,9.00E-05,130.148,-0.090748,4.00E-06,4.00E-06,116.614,-0.074522
67.028,av,1,im25mM_h2o,0.649,9.10E-05,130.25,-0.090817,5.00E-06,5.00E-06,116.616,-0.074589
67.061,av,1,im25mM_h2o,0.653,9.30E-05,130.319,-0.090866,6.00E-06,6.00E-06,116.907,-0.074658
67.093,av,1,im25mM_h2o,0.652,9.40E-05,130.217,-0.090894,7.00E-06,7.00E-06,117.005,-0.07473
67.126,av,1,im25mM_h2o,0.65,9.60E-05,130.156,-0.090902,7.00E-06,7.00E-06,116.823,-0.074806
67.158,av,1,im25mM_h2o,0.649,9.70E-05,130.083,-0.090887,8.00E-06,8.00E-06,116.871,-0.074886
67.191,av,1,im25mM_h2o,0.649,9.90E-05,129.943,-0.090849,9.00E-06,9.00E-06,116.9,-0.074971
67.223,av,1,im25mM_h2o,0.649,0.000101,130.08,-0.090787,1.00E-05,1.00E-05,116.752,-0.075062
67.256,av,1,im25mM_h2o,0.649,0.000103,130.086,-0.090699,1.00E-05,1.00E-05,116.71,-0.075158
67.288,av,1,im25mM_h2o,0.649,0.000104,130.025,-0.090584,1.10E-05,1.10E-05,116.812,-0.075262
67.321,av,1,im25mM_h2o,0.651,0.000106,130.211,-0.090441,1.20E-05,1.20E-05,116.87,-0.075374
67.353,av,1,im25mM_h2o,0.65,0.000108,130.193,-0.090268,1.30E-05,1.30E-05,116.86,-0.075495
67.386,av,1,im25mM_h2o,0.649,0.00011,130.232,-0.090066,1.30E-05,1.30E-05,116.851,-0.075624
67.418,av,1,im25mM_h2o,0.65,0.000112,130.244,-0.089833,1.40E-05,1.40E-05,116.795,-0.075763
67.45,av,1,im25mM_h2o,0.652,0.000114,130.089,-0.089569,1.50E-05,1.50E-05,116.693,-0.075912
67.483,av,1,im25mM_h2o,0.652,0.000116,130.105,-0.089275,1.60E-05,1.60E-05,116.845,-0.076073
67.515,av,1,im25mM_h2o,0.649,0.000119,130.011,-0.088949,1.60E-05,1.60E-05,116.672,-0.076244
67.548,av,1,im25mM_h2o,0.648,0.000121,130.153,-0.088595,1.70E-05,1.70E-05,116.661,-0.076428
67.58,av,1,im25mM_h2o,0.649,0.000123,130.319,-0.088211,1.80E-05,1.80E-05,116.758,-0.076623
67.613,av,1,im25mM_h2o,0.649,0.000125,130.403,-0.0878,1.90E-05,1.90E-05,116.65,-0.076832
67.645,av,1,im25mM_h2o,0.65,0.000127,130.152,-0.087363,1.90E-05,1.90E-05,116.586,-0.077053
67.678,av,1,im25mM_h2o,0.648,0.00013,129.945,-0.086903,2.00E-05,2.00E-05,116.647,-0.077288
67.71,av,1,im25mM_h2o,0.65,0.000132,130.145,-0.08642,2.10E-05,2.10E-05,116.532,-0.077536
67.743,av,1,im25mM_h2o,0.652,0.000134,130.209,-0.085919,2.20E-05,2.20E-05,116.547,-0.077797
67.775,av,1,im25mM_h2o,0.648,0.000137,130.155,-0.085401,2.20E-05,2.20E-05,116.459,-0.078073
67.807,av,1,im25mM_h2o,0.649,0.000139,130.204,-0.084871,2.30E-05,2.30E-05,116.472,-0.078362
67.84,av,1,im25mM_h2o,0.65,0.000142,130.403,-0.084333,2.40E-05,2.40E-05,116.65,-0.078665
67.872,av,1,im25mM_h2o,0.652,0.000144,130.666,-0.08379,2.50E-05,2.50E-05,116.649,-0.078981
67.905,av,1,im25mM_h2o,0.65,0.000146,130.168,-0.083247,2.50E-05,2.50E-05,116.642,-0.079312
67.937,av,1,im25mM_h2o,0.65,0.000149,130.133,-0.08271,2.60E-05,2.60E-05,116.717,-0.079657
67.97,av,1,im25mM_h2o,0.649,0.000151,130.078,-0.082182,2.70E-05,2.70E-05,116.57,-0.080015
68.002,av,1,im25mM_h2o,0.649,0.000154,130.049,-0.081668,2.80E-05,2.80E-05,116.597,-0.080387
68.035,av,1,im25mM_h2o,0.65,0.000156,130.259,-0.081173,2.80E-05,2.80E-05,116.571,-0.080772
68.067,av,1,im25mM_h2o,0.65,0.000158,130.162,-0.080701,2.90E-05,2.90E-05,116.628,-0.08117
68.1,av,1,im25mM_h2o,0.648,0.000161,130.287,-0.080256,3.00E-05,3.00E-05,116.596,-0.08158
68.132,av,1,im25mM_h2o,0.647,0.000163,130.333,-0.079843,3.10E-05,3.10E-05,116.518,-0.082004
68.164,av,1,im25mM_h2o,0.653,0.000165,130.352,-0.079464,3.10E-05,3.10E-05,116.403,-0.082439
68.197,av,1,im25mM_h2o,0.651,0.000168,130.47,-0.079122,3.20E-05,3.20E-05,116.526,-0.082886
68.229,av,1,im25mM_h2o,0.649,0.00017,130.31,-0.07882,3.30E-05,3.30E-05,116.547,-0.083345
68.262,av,1,im25mM_h2o,0.649,0.000172,130.107,-0.07856,3.40E-05,3.40E-05,116.423,-0.083815
68.294,av,1,im25mM_h2o,0.649,0.000174,129.994,-0.078342,3.50E-05,3.50E-05,116.334,-0.084294
68.327,av,1,im25mM_h2o,0.649,0.000177,130.128,-0.078168,3.50E-05,3.50E-05,116.557,-0.084784
68.359,av,1,im25mM_h2o,0.65,0.000179,129.943,-0.078037,3.60E-05,3.60E-05,116.36,-0.085284
68.392,av,1,im25mM_h2o,0.651,0.000181,130.277,-0.077948,3.70E-05,3.70E-05,116.472,-0.085792
68.424,av,1,im25mM_h2o,0.649,0.000183,130.227,-0.0779,3.80E-05,3.80E-05,116.39,-0.086309
68.457,av,1,im25mM_h2o,0.647,0.000185,130.273,-0.077892,3.80E-05,3.80E-05,116.641,-0.086834
68.489,av,1,im25mM_h2o,0.652,0.000187,130.426,-0.07792,3.90E-05,3.90E-05,116.762,-0.087367
68.521,av,1,im25mM_h2o,0.65,0.000189,130.219,-0.077983,4.00E-05,4.00E-05,116.655,-0.087906
68.554,av,1,im25mM_h2o,0.652,0.000191,130.236,-0.078078,4.10E-05,4.10E-05,116.494,-0.088451
68.586,av,1,im25mM_h2o,0.651,0.000193,130.379,-0.078202,4.10E-05,4.10E-05,116.63,-0.089002
68.619,av,1,im25mM_h2o,0.649,0.000195,130.186,-0.078353,4.20E-05,4.20E-05,116.634,-0.089557
68.651,av,1,im25mM_h2o,0.65,0.000197,130.355,-0.078526,4.30E-05,4.30E-05,116.677,-0.090117
68.684,av,1,im25mM_h2o,0.651,0.000199,130.368,-0.078719,4.40E-05,4.40E-05,116.574,-0.09068
68.716,av,1,im25mM_h2o,0.652,0.0002,130.413,-0.078928,4.40E-05,4.40E-05,116.571,-0.091246
68.749,av,1,im25mM_h2o,0.651,0.000202,130.262,-0.079149,4.50E-05,4.50E-05,116.54,-0.091814
68.781,av,1,im25mM_h2o,0.65,0.000204,130.188,-0.07938,4.60E-05,4.60E-05,116.541,-0.092384
68.814,av,1,im25mM_h2o,0.65,0.000205,130.234,-0.079618,4.70E-05,4.70E-05,116.519,-0.092954
68.846,av,1,im25mM_h2o,0.65,0.000207,130.22,-0.079861,4.70E-05,4.70E-05,116.632,-0.093525
68.878,av,1,im25mM_h2o,0.653,0.000208,130.16,-0.080108,4.80E-05,4.80E-05,116.655,-0.094095
68.911,av,1,im25mM_h2o,0.651,0.00021,130.163,-0.080355,4.90E-05,4.90E-05,116.724,-0.094664
68.943,av,1,im25mM_h2o,0.651,0.000211,130.227,-0.080603,5.00E-05,5.00E-05,116.53,-0.095231
68.976,av,1,im25mM_h2o,0.649,0.000213,130.237,-0.08085,5.00E-05,5.00E-05,116.598,-0.095796
69.008,av,1,im25mM_h2o,0.648,0.000214,130.276,-0.081096,5.10E-05,5.10E-05,116.621,-0.096359
69.041,av,1,im25mM_h2o,0.649,0.000216,130.315,-0.081341,5.20E-05,5.20E-05,116.75,-0.096918
69.073,av,1,im25mM_h2o,0.65,0.000217,130.232,-0.081585,5.30E-05,5.30E-05,116.62,-0.097473
69.106,av,1,im25mM_h2o,0.651,0.000218,130.129,-0.081829,5.30E-05,5.30E-05,116.61,-0.098024
69.138,av,1,im25mM_h2o,0.65,0.000219,129.996,-0.082074,5.40E-05,5.40E-05,116.51,-0.098569
69.171,av,1,im25mM_h2o,0.651,0.000221,130.149,-0.082321,5.50E-05,5.50E-05,116.45,-0.09911
69.203,av,1,im25mM_h2o,0.653,0.000222,130.18,-0.082573,5.50E-05,5.50E-05,116.536,-0.099644
69.235,av,1,im25mM_h2o,0.653,0.000223,130.114,-0.082831,5.60E-05,5.60E-05,116.626,-0.100172
69.268,av,1,im25mM_h2o,0.651,0.000224,130.162,-0.083097,5.70E-05,5.70E-05,116.64,-0.100694
69.3,av,1,im25mM_h2o,0.649,0.000225,130.17,-0.083374,5.80E-05,5.80E-05,116.771,-0.101208
69.333,av,1,im25mM_h2o,0.649,0.000226,130.193,-0.083662,5.80E-05,5.80E-05,116.533,-0.101715
69.365,av,1,im25mM_h2o,0.649,0.000228,130.194,-0.083963,5.90E-05,5.90E-05,116.37,-0.102215
69.398,av,1,im25mM_h2o,0.651,0.000229,130.041,-0.08428,6.00E-05,6.00E-05,116.499,-0.102706
69.43,av,1,im25mM_h2o,0.65,0.00023,130.018,-0.084615,6.00E-05,6.00E-05,116.795,-0.103189
69.463,av,1,im25mM_h2o,0.649,0.000231,130.276,-0.084968,6.10E-05,6.10E-05,116.717,-0.103664
69.495,av,1,im25mM_h2o,0.649,0.000232,130.239,-0.085341,6.20E-05,6.20E-05,116.555,-0.10413
69.528,av,1,im25mM_h2o,0.649,0.000233,130.152,-0.085736,6.20E-05,6.20E-05,116.489,-0.104587
69.56,av,1,im25mM_h2o,0.651,0.000234,130.321,-0.086153,6.30E-05,6.30E-05,116.739,-0.105035
69.592,av,1,im25mM_h2o,0.65,0.000235,130.39,-0.086593,6.40E-05,6.40E-05,116.659,-0.105474
69.625,av,1,im25mM_h2o,0.65,0.000236,130.297,-0.087056,6.40E-05,6.40E-05,116.64,-0.105904
69.657,av,1,im25mM_h2o,0.652,0.000237,130.305,-0.087541,6.50E-05,6.50E-05,116.666,-0.106325
69.69,av,1,im25mM_h2o,0.651,0.000238,130.369,-0.088047,6.60E-05,6.60E-05,116.593,-0.106736
69.722,av,1,im25mM_h2o,0.651,0.000239,130.512,-0.088572,6.60E-05,6.60E-05,116.536,-0.107137
69.755,av,1,im25mM_h2o,0.653,0.00024,130.256,-0.089115,6.70E-05,6.70E-05,116.615,-0.107529
69.787,av,1,im25mM_h2o,0.654,0.000241,130.226,-0.089674,6.80E-05,6.80E-05,116.625,-0.107911
69.82,av,1,im25mM_h2o,0.649,0.000242,130.309,-0.090245,6.80E-05,6.80E-05,116.572,-0.108283
69.852,av,1,im25mM_h2o,0.65,0.000242,130.482,-0.090827,6.90E-05,6.90E-05,116.595,-0.108644
69.885,av,1,im25mM_h2o,0.649,0.000243,130.083,-0.091418,6.90E-05,6.90E-05,116.588,-0.108996
69.917,av,1,im25mM_h2o,0.65,0.000244,129.985,-0.092013,7.00E-05,7.00E-05,116.493,-0.109337
69.95,av,1,im25mM_h2o,0.649,0.000245,130.16,-0.092611,7.10E-05,7.10E-05,116.4,-0.109668
69.982,av,1,im25mM_h2o,0.649,0.000246,130.34,-0.09321,7.10E-05,7.10E-05,116.436,-0.109988
70.014,av,1,im25mM_h2o,0.649,0.000247,130.173,-0.093805,7.20E-05,7.20E-05,116.506,-0.110298
70.047,av,1,im25mM_h2o,0.65,0.000248,130.201,-0.094396,7.30E-05,7.30E-05,116.465,-0.110596
70.079,av,1,im25mM_h2o,0.65,0.000249,130.278,-0.094979,7.30E-05,7.30E-05,116.41,-0.110884
70.112,av,1,im25mM_h2o,0.65,0.000249,130.276,-0.095552,7.40E-05,7.40E-05,116.359,-0.11116
70.144,av,1,im25mM_h2o,0.65,0.00025,130.395,-0.096115,7.40E-05,7.40E-05,116.34,-0.111426
70.177,av,1,im25mM_h2o,0.651,0.000251,130.37,-0.096663,7.50E-05,7.50E-05,116.48,-0.11168
70.209,av,1,im25mM_h2o,0.65,0.000252,130.347,-0.097198,7.50E-05,7.50E-05,116.54,-0.111922
70.242,av,1,im25mM_h2o,0.651,0.000253,130.234,-0.097716,7.60E-05,7.60E-05,116.418,-0.112153
70.274,av,1,im25mM_h2o,0.654,0.000254,130.358,-0.098218,7.70E-05,7.70E-05,116.458,-0.112372
70.307,av,1,im25mM_h2o,0.651,0.000254,130.321,-0.098702,7.70E-05,7.70E-05,116.411,-0.11258
70.339,av,1,im25mM_h2o,0.652,0.000255,130.124,-0.099169,7.80E-05,7.80E-05,116.42,-0.112775
70.371,av,1,im25mM_h2o,0.65,0.000256,130.23,-0.099618,7.80E-05,7.80E-05,116.249,-0.112958
70.404,av,1,im25mM_h2o,0.65,0.000257,130.071,-0.10005,7.90E-05,7.90E-05,116.305,-0.113129
70.436,av,1,im25mM_h2o,0.651,0.000257,130.07,-0.100466,7.90E-05,7.90E-05,116.44,-0.113287
70.469,av,1,im25mM_h2o,0.651,0.000258,130.083,-0.100867,8.00E-05,8.00E-05,116.377,-0.113432
70.501,av,1,im25mM_h2o,0.651,0.000259,130.134,-0.101254,8.00E-05,8.00E-05,116.209,-0.113564
70.534,av,1,im25mM_h2o,0.652,0.00026,130.268,-0.101629,8.10E-05,8.10E-05,116.271,-0.113683
70.566,av,1,im25mM_h2o,0.652,0.00026,130.152,-0.101994,8.20E-05,8.20E-05,116.484,-0.113789
70.599,av,1,im25mM_h2o,0.651,0.000261,130.229,-0.102349,8.20E-05,8.20E-05,116.345,-0.113882
70.631,av,1,im25mM_h2o,0.652,0.000262,129.964,-0.102696,8.30E-05,8.30E-05,116.379,-0.113961
70.664,av,1,im25mM_h2o,0.652,0.000262,130.095,-0.103036,8.30E-05,8.30E-05,116.213,-0.114026
70.696,av,1,im25mM_h2o,0.65,0.000263,130.154,-0.103369,8.40E-05,8.40E-05,116.322,-0.114078
70.728,av,1,im25mM_h2o,0.652,0.000264,130.282,-0.103696,8.40E-05,8.40E-05,116.29,-0.114115
70.761,av,1,im25mM_h2o,0.652,0.000264,130.115,-0.104016,8.50E-05,8.50E-05,116.305,-0.114138
70.793,av,1,im25mM_h2o,0.649,0.000265,129.71,-0.104329,8.50E-05,8.50E-05,116.303,-0.114147
70.826,av,1,im25mM_h2o,0.65,0.000266,129.886,-0.104635,8.60E-05,8.60E-05,116.286,-0.114142
70.858,av,1,im25mM_h2o,0.65,0.000267,129.8,-0.104932,8.60E-05,8.60E-05,116.322,-0.114123
70.891,av,1,im25mM_h2o,0.651,0.000267,129.887,-0.105222,8.70E-05,8.70E-05,116.275,-0.114089
70.923,av,1,im25mM_h2o,0.651,0.000268,129.987,-0.105502,8.70E-05,8.70E-05,116.411,-0.114041
70.956,av,1,im25mM_h2o,0.651,0.000269,129.807,-0.105773,8.80E-05,8.80E-05,116.34,-0.113979
70.988,av,1,im25mM_h2o,0.649,0.000269,129.824,-0.106033,8.80E-05,8.80E-05,116.357,-0.113903
71.021,av,1,im25mM_h2o,0.649,0.00027,129.846,-0.106281,8.90E-05,8.90E-05,116.452,-0.113812
71.053,av,1,im25mM_h2o,0.651,0.000271,129.93,-0.106517,8.90E-05,8.90E-05,116.408,-0.113708
71.085,av,1,im25mM_h2o,0.652,0.000272,129.906,-0.10674,9.00E-05,9.00E-05,116.428,-0.11359
71.118,av,1,im25mM_h2o,0.652,0.000272,129.77,-0.106948,9.00E-05,9.00E-05,116.416,-0.113458
71.15,av,1,im25mM_h2o,0.651,0.000273,129.787,-0.107141,9.10E-05,9.10E-05,116.405,-0.113312
71.183,av,1,im25mM_h2o,0.649,0.000274,129.799,-0.107317,9.10E-05,9.10E-05,116.341,-0.113153
71.215,av,1,im25mM_h2o,0.649,0.000275,129.849,-0.107477,9.20E-05,9.20E-05,116.457,-0.11298
71.248,av,1,im25mM_h2o,0.65,0.000275,129.807,-0.107619,9.20E-05,9.20E-05,116.329,-0.112794
71.28,av,1,im25mM_h2o,0.652,0.000276,129.72,-0.107742,9.20E-05,9.20E-05,116.309,-0.112595
71.313,av,1,im25mM_h2o,0.652,0.000277,129.696,-0.107847,9.30E-05,9.30E-05,116.171,-0.112383
71.345,av,1,im25mM_h2o,0.651,0.000278,129.762,-0.107932,9.30E-05,9.30E-05,116.202,-0.112159
71.378,av,1,im25mM_h2o,0.65,0.000279,129.734,-0.107996,9.40E-05,9.40E-05,116.144,-0.111922
71.41,av,1,im25mM_h2o,0.65,0.00028,129.647,-0.108041,9.40E-05,9.40E-05,116.343,-0.111672
71.442,av,1,im25mM_h2o,0.652,0.000281,129.749,-0.108066,9.50E-05,9.50E-05,116.344,-0.11141
71.475,av,1,im25mM_h2o,0.653,0.000282,129.946,-0.10807,9.50E-05,9.50E-05,116.19,-0.111136
71.507,av,1,im25mM_h2o,0.651,0.000283,129.935,-0.108055,9.60E-05,9.60E-05,116.195,-0.110851
71.54,av,1,im25mM_h2o,0.65,0.000284,129.771,-0.10802,9.60E-05,9.60E-05,116.3,-0.110553
71.572,av,1,im25mM_h2o,0.651,0.000285,129.781,-0.107966,9.70E-05,9.70E-05,116.275,-0.110244
71.605,av,1,im25mM_h2o,0.65,0.000286,129.892,-0.107893,9.70E-05,9.70E-05,116.214,-0.109923
71.637,av,1,im25mM_h2o,0.653,0.000288,129.905,-0.107801,9.80E-05,9.80E-05,116.111,-0.109591
71.67,av,1,im25mM_h2o,0.652,0.000289,129.867,-0.10769,9.80E-05,9.80E-05,115.982,-0.109247
71.702,av,1,im25mM_h2o,0.65,0.00029,129.788,-0.10756,9.80E-05,9.80E-05,116.097,-0.108892
71.735,av,1,im25mM_h2o,0.651,0.000292,129.893,-0.10741,9.90E-05,9.90E-05,116.101,-0.108527
71.767,av,1,im25mM_h2o,0.653,0.000293,130.014,-0.107242,9.90E-05,9.90E-05,115.973,-0.10815
71.799,av,1,im25mM_h2o,0.65,0.000295,130.084,-0.107054,0.0001,0.0001,115.992,-0.107763
71.832,av,1,im25mM_h2o,0.652,0.000296,130.182,-0.106845,0.0001,0.0001,116.269,-0.107365
71.864,av,1,im25mM_h2o,0.652,0.000298,129.92,-0.106617,0.000101,0.000101,116.338,-0.106956
71.897,av,1,im25mM_h2o,0.655,0.0003,129.992,-0.106368,0.000101,0.000101,116.439,-0.106538
71.929,av,1,im25mM_h2o,0.651,0.000302,129.901,-0.106097,0.000102,0.000102,116.405,-0.106109
71.962,av,1,im25mM_h2o,0.653,0.000304,129.79,-0.105805,0.000102,0.000102,116.221,-0.10567
71.994,av,1,im25mM_h2o,0.651,0.000305,129.784,-0.105489,0.000103,0.000103,116.155,-0.105221
72.027,av,1,im25mM_h2o,0.654,0.000308,129.892,-0.10515,0.000103,0.000103,116.217,-0.104762
72.059,av,1,im25mM_h2o,0.65,0.00031,129.827,-0.104785,0.000104,0.000104,116.125,-0.104294
72.092,av,1,im25mM_h2o,0.652,0.000312,129.754,-0.104395,0.000104,0.000104,116.155,-0.103817
72.124,av,1,im25mM_h2o,0.652,0.000314,129.945,-0.103979,0.000105,0.000105,116.186,-0.10333
72.157,av,1,im25mM_h2o,0.654,0.000316,129.997,-0.103536,0.000105,0.000105,116.318,-0.102834
72.189,av,1,im25mM_h2o,0.653,0.000319,130.093,-0.103066,0.000106,0.000106,116.149,-0.10233
72.221,av,1,im25mM_h2o,0.653,0.000321,130.114,-0.10257,0.000106,0.000106,116.241,-0.101817
72.254,av,1,im25mM_h2o,0.651,0.000324,129.773,-0.102047,0.000107,0.000107,116.177,-0.101295
72.286,av,1,im25mM_h2o,0.652,0.000327,129.66,-0.1015,0.000107,0.000107,116.322,-0.100766
72.319,av,1,im25mM_h2o,0.65,0.000329,129.719,-0.100928,0.000108,0.000108,116.163,-0.100229
72.351,av,1,im25mM_h2o,0.649,0.000332,129.7,-0.100334,0.000108,0.000108,116.242,-0.099685
72.384,av,1,im25mM_h2o,0.652,0.000335,129.666,-0.09972,0.000109,0.000109,116.19,-0.099134
72.416,av,1,im25mM_h2o,0.653,0.000338,129.953,-0.099087,0.000109,0.000109,116.211,-0.098577
72.449,av,1,im25mM_h2o,0.651,0.000341,129.805,-0.098437,0.00011,0.00011,116.033,-0.098013
72.481,av,1,im25mM_h2o,0.651,0.000345,129.881,-0.097774,0.00011,0.00011,116.185,-0.097443
72.514,av,1,im25mM_h2o,0.647,0.000348,130.204,-0.097098,0.000111,0.000111,115.994,-0.096869
72.546,av,1,im25mM_h2o,0.649,0.000351,129.95,-0.096411,0.000111,0.000111,115.97,-0.096288
72.578,av,1,im25mM_h2o,0.648,0.000355,129.797,-0.095717,0.000112,0.000112,116.051,-0.095704
72.611,av,1,im25mM_h2o,0.651,0.000358,129.883,-0.095016,0.000112,0.000112,116.102,-0.095115
72.643,av,1,im25mM_h2o,0.652,0.000362,129.692,-0.09431,0.000113,0.000113,115.958,-0.094522
72.676,av,1,im25mM_h2o,0.651,0.000366,129.838,-0.093603,0.000113,0.000113,116.003,-0.093925
72.708,av,1,im25mM_h2o,0.651,0.00037,129.753,-0.092896,0.000114,0.000114,116.145,-0.093325
72.741,av,1,im25mM_h2o,0.651,0.000374,129.807,-0.092192,0.000114,0.000114,116.072,-0.092722
72.773,av,1,im25mM_h2o,0.652,0.000378,130.017,-0.091494,0.000115,0.000115,116.152,-0.092117
72.806,av,1,im25mM_h2o,0.652,0.000382,129.798,-0.090806,0.000115,0.000115,115.908,-0.091509
72.838,av,1,im25mM_h2o,0.649,0.000386,129.673,-0.09013,0.000116,0.000116,116.002,-0.0909
72.871,av,1,im25mM_h2o,0.649,0.00039,129.881,-0.089471,0.000116,0.000116,116.051,-0.090289
72.903,av,1,im25mM_h2o,0.652,0.000394,130.093,-0.088832,0.000117,0.000117,116.168,-0.089677
72.935,av,1,im25mM_h2o,0.65,0.000398,129.979,-0.088219,0.000117,0.000117,115.947,-0.089064
72.968,av,1,im25mM_h2o,0.65,0.000403,129.877,-0.087634,0.000118,0.000118,116.177,-0.088451
73,av,1,im25mM_h2o,0.651,0.000407,129.859,-0.087084,0.000118,0.000118,116.027,-0.087839
73.033,av,1,im25mM_h2o,0.651,0.000412,129.744,-0.086572,0.000119,0.000119,116.066,-0.087227
73.065,av,1,im25mM_h2o,0.651,0.000416,129.829,-0.086103,0.00012,0.00012,116.124,-0.086616
73.098,av,1,im25mM_h2o,0.654,0.000421,129.931,-0.085683,0.00012,0.00012,116.063,-0.086007
73.13,av,1,im25mM_h2o,0.65,0.000426,129.845,-0.085315,0.000121,0.000121,116.128,-0.0854
73.163,av,1,im25mM_h2o,0.65,0.00043,129.898,-0.085006,0.000121,0.000121,116.152,-0.084796
73.195,av,1,im25mM_h2o,0.652,0.000435,129.89,-0.084761,0.000122,0.000122,116.349,-0.084194
73.228,av,1,im25mM_h2o,0.652,0.00044,129.642,-0.084584,0.000122,0.000122,116.334,-0.083595
73.26,av,1,im25mM_h2o,0.651,0.000444,129.819,-0.084482,0.000123,0.000123,116.27,-0.083
73.292,av,1,im25mM_h2o,0.649,0.000449,129.866,-0.084459,0.000123,0.000123,116.107,-0.082409
73.325,av,1,im25mM_h2o,0.649,0.000454,129.716,-0.084521,0.000124,0.000124,116.091,-0.081823
73.357,av,1,im25mM_h2o,0.651,0.000459,129.687,-0.084674,0.000125,0.000125,116.095,-0.081241
73.39,av,1,im25mM_h2o,0.652,0.000464,129.791,-0.084921,0.000125,0.000125,116.015,-0.080665
73.422,av,1,im25mM_h2o,0.651,0.000469,129.667,-0.085268,0.000126,0.000126,116.092,-0.080094
73.455,av,1,im25mM_h2o,0.65,0.000474,129.609,-0.085718,0.000126,0.000126,116.071,-0.07953
73.487,av,1,im25mM_h2o,0.648,0.000479,129.788,-0.086274,0.000127,0.000127,116.133,-0.078973
73.52,av,1,im25mM_h2o,0.649,0.000484,129.925,-0.08694,0.000128,0.000128,116.083,-0.078422
73.552,av,1,im25mM_h2o,0.651,0.000489,129.888,-0.087717,0.000128,0.000128,116.09,-0.07788
73.585,av,1,im25mM_h2o,0.652,0.000494,129.716,-0.088605,0.000129,0.000129,116.05,-0.077345
73.617,av,1,im25mM_h2o,0.653,0.000499,129.692,-0.089605,0.000129,0.000129,115.919,-0.076819
73.649,av,1,im25mM_h2o,0.653,0.000504,129.917,-0.090715,0.00013,0.00013,115.867,-0.076302
73.682,av,1,im25mM_h2o,0.651,0.000509,129.907,-0.091935,0.000131,0.000131,115.944,-0.075794
73.714,av,1,im25mM_h2o,0.65,0.000514,129.725,-0.093262,0.000131,0.000131,116.094,-0.075296
73.747,av,1,im25mM_h2o,0.65,0.000519,129.791,-0.094693,0.000132,0.000132,116.051,-0.074808
73.779,av,1,im25mM_h2o,0.649,0.000523,129.819,-0.096225,0.000132,0.000132,116.056,-0.07433
73.812,av,1,im25mM_h2o,0.652,0.000528,129.842,-0.097855,0.000133,0.000133,116.164,-0.073863
73.844,av,1,im25mM_h2o,0.652,0.000533,129.886,-0.099578,0.000134,0.000134,116.112,-0.073406
73.877,av,1,im25mM_h2o,0.65,0.000538,129.8,-0.101391,0.000134,0.000134,116.01,-0.072961
73.909,av,1,im25mM_h2o,0.652,0.000543,129.63,-0.103289,0.000135,0.000135,116.052,-0.072526
73.942,av,1,im25mM_h2o,0.653,0.000548,129.609,-0.105267,0.000136,0.000136,115.855,-0.072103
73.974,av,1,im25mM_h2o,0.652,0.000553,129.823,-0.107321,0.000136,0.000136,116.032,-0.07169
74.006,av,1,im25mM_h2o,0.652,0.000557,129.757,-0.109444,0.000137,0.000137,116.021,-0.071288
74.039,av,1,im25mM_h2o,0.651,0.000562,129.719,-0.111632,0.000138,0.000138,115.99,-0.070897
74.071,av,1,im25mM_h2o,0.65,0.000567,129.811,-0.113878,0.000138,0.000138,115.999,-0.070517
74.104,av,1,im25mM_h2o,0.651,0.000572,129.936,-0.116178,0.000139,0.000139,115.979,-0.070148
74.136,av,1,im25mM_h2o,0.651,0.000576,130.005,-0.118525,0.00014,0.00014,115.95,-0.069789
74.169,av,1,im25mM_h2o,0.654,0.000581,129.819,-0.120915,0.00014,0.00014,116.039,-0.06944
74.201,av,1,im25mM_h2o,0.656,0.000585,129.898,-0.123342,0.000141,0.000141,116.024,-0.069101
74.234,av,1,im25mM_h2o,0.653,0.00059,129.847,-0.125801,0.000142,0.000142,115.905,-0.068771
